"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"《"	33	12	2	0	0	11.241	19.987	6.428	4.689	4.654	10.572	-1.92	-1.451	-2.146	-2.129	18.218	"1"
"》"	31	15	2	0	0	11.48	20.413	6.565	4.789	4.753	8.573	-1.129	-1.499	-2.191	-2.174	15.566	"1"
"「"	5	33	1	0	6	10.762	19.137	6.155	4.49	4.456	-1.582	4.556	-1.964	-2.054	0.546	10.702	"2"
"」"	3	33	0	0	5	9.806	17.436	5.608	4.091	4.06	-2.238	6.118	-2.619	-1.872	0.416	13.263	"2"
"★"	1	2	0	0	0	0.717	1.276	0.41	0.299	0.297	0.252	0.41	-0.192	-0.137	-0.136	1.127	"2"
"00"	1	0	0	0	0	0.239	0.425	0.137	0.1	0.099	0.621	-0.241	-0.064	-0.046	-0.045	1.017	"1"
"1003"	2	1	0	0	0	0.717	1.276	0.41	0.299	0.297	0.841	-0.214	-0.192	-0.137	-0.136	1.52	"1"
"17日电"	0	0	1	0	0	0.239	0.425	0.137	0.1	0.099	-0.119	-0.241	0.864	-0.046	-0.045	1.315	"3"
"23日电"	0	0	0	0	1	0.239	0.425	0.137	0.1	0.099	-0.119	-0.241	-0.064	-0.046	1.004	1.474	"5"
"2900多"	0	0	1	0	0	0.239	0.425	0.137	0.1	0.099	-0.119	-0.241	0.864	-0.046	-0.045	1.315	"3"
"5.67"	0	1	0	0	0	0.239	0.425	0.137	0.1	0.099	-0.119	0.371	-0.064	-0.046	-0.045	0.645	"2"
"60"	0	0	0	0	1	0.239	0.425	0.137	0.1	0.099	-0.119	-0.241	-0.064	-0.046	1.004	1.474	"5"
"7点"	0	1	0	0	0	0.239	0.425	0.137	0.1	0.099	-0.119	0.371	-0.064	-0.046	-0.045	0.645	"2"
"80年"	1	0	0	0	0	0.239	0.425	0.137	0.1	0.099	0.621	-0.241	-0.064	-0.046	-0.045	1.017	"1"
"8点"	1	0	0	0	0	0.239	0.425	0.137	0.1	0.099	0.621	-0.241	-0.064	-0.046	-0.045	1.017	"1"
"900101"	0	0	0	0	1	0.239	0.425	0.137	0.1	0.099	-0.119	-0.241	-0.064	-0.046	1.004	1.474	"5"
"900115"	0	1	0	0	0	0.239	0.425	0.137	0.1	0.099	-0.119	0.371	-0.064	-0.046	-0.045	0.645	"2"
"98"	0	0	0	0	1	0.239	0.425	0.137	0.1	0.099	-0.119	-0.241	-0.064	-0.046	1.004	1.474	"5"
"a-nation"	1	0	0	0	0	0.239	0.425	0.137	0.1	0.099	0.621	-0.241	-0.064	-0.046	-0.045	1.017	"1"
"ABC"	0	0	0	2	0	0.478	0.851	0.274	0.2	0.198	-0.237	-0.481	-0.128	2.002	-0.091	2.939	"4"
