"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"﹐"	0	1	1	0.698	0.54	0.763	-0.373	0.331	0.21	0.914	"1"
"、"	33	0	43	26.508	20.507	28.984	1.118	-10.38	3.074	14.572	"2"
"﹑"	0	0	1	0.349	0.27	0.381	-0.186	-0.137	0.419	0.742	"3"
"15.6"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"16"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"2000多"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"2270722"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"300多"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"30多"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"400余万"	0	1	0	0.349	0.27	0.381	-0.186	0.569	-0.209	0.964	"2"
"45"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"600"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"800多"	0	0	1	0.349	0.27	0.381	-0.186	-0.137	0.419	0.742	"3"
"891020"	0	1	1	0.698	0.54	0.763	-0.373	0.331	0.21	0.914	"1"
"891223"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"900125"	0	1	0	0.349	0.27	0.381	-0.186	0.569	-0.209	0.964	"2"
"9亿"	0	1	0	0.349	0.27	0.381	-0.186	0.569	-0.209	0.964	"2"
"Craft"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"Gigei"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"Sheedy"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"一体"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"一切"	0	5	2	2.442	1.889	2.67	-1.304	1.743	-0.336	3.383	"2"
"一样"	0	0	1	0.349	0.27	0.381	-0.186	-0.137	0.419	0.742	"3"
"万巴"	0	0	1	0.349	0.27	0.381	-0.186	-0.137	0.419	0.742	"3"
"万能胶"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
"三言两语"	1	0	0	0.349	0.27	0.381	0.457	-0.137	-0.209	0.803	"1"
