"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"－－"	0	1	0	0	3	0	0.275	1.269	0.256	0.667	0.649	0.884	-0.124	-0.207	-0.115	-0.317	1.823	-0.434	3.02	"5"
"："	4	20	1	0	0	4	1.992	9.202	1.853	4.835	4.707	6.411	0.871	4.369	-0.357	-2.297	-2.231	-0.7	10.825	"2"
"！"	0	1	0	0	0	1	0.137	0.635	0.128	0.333	0.325	0.442	-0.062	0.273	-0.057	-0.158	-0.154	0.405	1.109	"6"
"？"	0	3	0	0	0	4	0.481	2.221	0.447	1.167	1.136	1.548	-0.216	0.406	-0.201	-0.554	-0.538	1.329	3.244	"6"
"]"	0	2	0	0	0	0	0.137	0.635	0.128	0.333	0.325	0.442	-0.062	0.997	-0.057	-0.158	-0.154	-0.217	1.645	"2"
"《"	24	8	0	0	0	0	2.198	10.154	2.045	5.335	5.194	7.075	21.132	-0.568	-0.918	-2.535	-2.462	-3.472	31.087	"1"
"》"	29	7	0	0	0	0	2.472	11.423	2.3	6.002	5.844	7.959	27.02	-1.119	-1.032	-2.852	-2.769	-3.906	38.698	"1"
"／"	0	1	0	0	0	0	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	0.499	-0.029	-0.079	-0.077	-0.109	0.824	"2"
"＋"	0	0	0	0	2	0	0.137	0.635	0.128	0.333	0.325	0.442	-0.062	-0.332	-0.057	-0.158	1.579	-0.217	2.405	"5"
"◆"	0	0	0	0	0	1	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	-0.166	-0.029	-0.079	-0.077	0.655	1.037	"6"
"006"	0	1	0	0	0	0	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	0.499	-0.029	-0.079	-0.077	-0.109	0.824	"2"
"10万"	0	0	0	0	0	1	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	-0.166	-0.029	-0.079	-0.077	0.655	1.037	"6"
"10日"	2	1	0	0	0	0	0.206	0.952	0.192	0.5	0.487	0.663	1.87	0.166	-0.086	-0.238	-0.231	-0.326	2.917	"1"
"14日"	2	0	0	0	0	0	0.137	0.635	0.128	0.333	0.325	0.442	2.326	-0.332	-0.057	-0.158	-0.154	-0.217	3.244	"1"
"18日"	0	1	0	0	0	0	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	0.499	-0.029	-0.079	-0.077	-0.109	0.824	"2"
"1万"	0	0	0	1	0	0	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	-0.166	-0.029	0.778	-0.077	-0.109	1.19	"4"
"1万4000"	0	0	1	0	0	0	0.069	0.317	0.064	0.167	0.162	0.221	-0.031	-0.166	1.194	-0.079	-0.077	-0.109	1.656	"3"
