"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"《"	0	0	7	14	9	3	2	3.488	4.134	4.808	6.545	5.01	2.976	8.04	-1.596	-1.911	0.705	2.557	1.269	0.236	-2.158	10.432	"4"
"》"	0	0	8	14	11	4	2	3.886	4.607	5.357	7.293	5.582	3.316	8.958	-1.778	-2.129	0.801	2.067	1.742	0.37	-2.525	11.412	"7"
"「"	0	0	1	19	10	5	4	3.886	4.607	5.357	7.293	5.582	3.316	8.958	-1.778	-2.129	-1.645	4.685	1.355	0.63	-1.433	13.655	"4"
"」"	0	0	1	22	13	4	4	4.385	5.197	6.044	8.228	6.298	3.741	10.107	-2.006	-2.402	-1.92	5.569	2.151	0.283	-1.804	16.135	"4"
"★"	0	0	0	2	0	0	0	0.199	0.236	0.275	0.374	0.286	0.17	0.459	-0.091	-0.109	-0.128	1.456	-0.134	-0.077	-0.227	2.222	"4"
"100％"	0	0	0	0	0	0	1	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	-0.09	-0.067	-0.039	0.639	1	"7"
"1003"	0	0	0	0	1	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	-0.09	0.844	-0.039	-0.113	1.251	"5"
"1010"	1	0	0	0	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	1.002	-0.055	-0.064	-0.09	-0.067	-0.039	-0.113	1.43	"1"
"1354"	0	0	1	0	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	0.862	-0.09	-0.067	-0.039	-0.113	1.272	"3"
"1949年"	0	0	0	0	0	0	1	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	-0.09	-0.067	-0.039	0.639	1	"7"
"25周年"	1	0	0	0	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	1.002	-0.055	-0.064	-0.09	-0.067	-0.039	-0.113	1.43	"1"
"5.1"	0	0	1	0	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	0.862	-0.09	-0.067	-0.039	-0.113	1.272	"3"
"60周年"	0	0	0	0	0	0	1	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	-0.09	-0.067	-0.039	0.639	1	"7"
"70余"	0	0	0	0	0	0	1	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	-0.09	-0.067	-0.039	0.639	1	"7"
"75周年"	1	0	0	0	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	1.002	-0.055	-0.064	-0.09	-0.067	-0.039	-0.113	1.43	"1"
"7760"	0	0	0	0	1	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	-0.09	0.844	-0.039	-0.113	1.251	"5"
"7周年"	0	0	0	1	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	-0.064	0.728	-0.067	-0.039	-0.113	1.112	"4"
"8000多万"	0	0	1	0	0	0	0	0.1	0.118	0.137	0.187	0.143	0.085	0.23	-0.046	-0.055	0.862	-0.09	-0.067	-0.039	-0.113	1.272	"3"
