"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－reditScan"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
";"	0	5	0	0	0.791	1.383	0.257	2.569	-0.374	2.791	-0.115	-1.566	4.846	"2"
"|"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"10多"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"122"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"2003年"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"2008年"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"35.4"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"47万多"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"5大"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"90多"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"Industrode"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"NBA"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"ofPractice"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"一些"	1	0	0	1	0.316	0.553	0.103	1.028	0.536	-0.281	-0.046	-0.133	0.996	"1"
"一切"	0	0	1	3	0.633	1.106	0.206	2.055	-0.299	-0.562	0.72	0.477	2.058	"3"
"一生"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"一身"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"三百"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"上市公司"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"上海市"	0	0	0	2	0.316	0.553	0.103	1.028	-0.15	-0.281	-0.046	0.578	1.055	"4"
"上班族"	2	0	0	0	0.316	0.553	0.103	1.028	1.602	-0.281	-0.046	-0.626	2.555	"1"
"上级"	0	1	0	1	0.316	0.553	0.103	1.028	-0.15	0.322	-0.046	-0.133	0.651	"2"
"上级部"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"下列"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"下岗"	0	0	1	1	0.316	0.553	0.103	1.028	-0.15	-0.281	0.999	-0.133	1.563	"3"
"下级"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"不一定"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"不准"	0	0	3	0	0.474	0.83	0.154	1.541	-0.224	-0.422	3.865	-0.94	5.451	"3"
"不分昼夜"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"不力"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"不同"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"不正"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"不致于"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"不辞辛苦"	0	0	1	0	0.158	0.277	0.051	0.514	-0.075	-0.141	1.288	-0.313	1.817	"3"
"与时俱进"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"专业"	2	6	0	0	1.265	2.213	0.412	4.11	0.433	2.136	-0.184	-2.505	5.258	"4"
"专案组"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"专长"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"专项"	0	1	0	2	0.474	0.83	0.154	1.541	-0.224	0.207	-0.069	0.283	0.783	"4"
"业"	2	0	0	0	0.316	0.553	0.103	1.028	1.602	-0.281	-0.046	-0.626	2.555	"1"
"东城"	0	0	1	0	0.158	0.277	0.051	0.514	-0.075	-0.141	1.288	-0.313	1.817	"3"
"丢掉"	0	0	1	0	0.158	0.277	0.051	0.514	-0.075	-0.141	1.288	-0.313	1.817	"3"
"两月"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"严格"	0	0	0	2	0.316	0.553	0.103	1.028	-0.15	-0.281	-0.046	0.578	1.055	"4"
"个"	15	1	0	3	3.005	5.255	0.978	9.762	8.704	-1.754	-0.436	-2.818	13.712	"1"
"中介"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"中医药"	0	0	0	2	0.316	0.553	0.103	1.028	-0.15	-0.281	-0.046	0.578	1.055	"4"
"中央"	0	4	0	0	0.633	1.106	0.206	2.055	-0.299	2.233	-0.092	-1.253	3.877	"2"
"中小企业"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"中小学"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"中小学校"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"中级"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"中药"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"中选会"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"中锋"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"临床"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"丹戎巴葛"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"为"	0	3	0	0	0.474	0.83	0.154	1.541	-0.224	1.675	-0.069	-0.94	2.908	"2"
"为主"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"主导"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"主管"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"主线"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"之"	0	7	0	0	1.107	1.936	0.36	3.597	-0.523	3.907	-0.161	-2.192	6.783	"2"
"乏味"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"乒协"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"乒联"	0	0	0	1	0.158	0.277	0.051	0.514	-0.075	-0.141	-0.023	0.289	0.528	"4"
"书记"	0	5	0	0	0.791	1.383	0.257	2.569	-0.374	2.791	-0.115	-1.566	4.846	"2"
"予以"	0	1	0	0	0.158	0.277	0.051	0.514	-0.075	0.558	-0.023	-0.313	0.969	"2"
"事先"	1	0	0	0	0.158	0.277	0.051	0.514	0.801	-0.141	-0.023	-0.313	1.278	"1"
"事故"	0	1	0	5	0.949	1.659	0.309	3.083	-0.449	-0.326	-0.138	0.911	1.824	"4"
