"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"exp_11"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"pbin_11"	"SumAbsDev"	"LargestDev"
"宜兰"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"实事求是"	0	0	0	0	0	0	0	0	3	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	-0.087	-0.073	-0.101	2.445	-0.019	-0.149	3.669	"9"
"实力派"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"实施"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"实现"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"实质性"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"客户"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"客货运"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"客车"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"客运"	0	0	0	0	4	0	0	0	0	0	0	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	-0.1	-0.05	-0.14	-0.065	1.908	-0.116	-0.097	-0.134	-0.289	-0.025	-0.198	3.122	"5"
"客运量"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"宣传"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"宪法"	0	0	0	0	0	0	0	2	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	2.259	-0.144	-0.012	-0.099	3.15	"8"
"家将"	0	0	0	0	0	0	0	0	0	1	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	1.846	-0.05	2.32	"10"
"宽"	0	0	0	0	1	1	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.255	0.903	-0.049	-0.067	-0.144	-0.012	-0.099	1.706	"6"
"宽度"	0	2	0	0	1	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	2.621	-0.105	-0.048	-0.13	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	3.625	"2"
"富裕"	0	0	0	0	0	1	0	0	1	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	0.903	-0.049	-0.067	0.549	-0.012	-0.099	2.208	"6"
"对外"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"对峙"	0	0	0	0	0	0	0	0	3	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	-0.087	-0.073	-0.101	2.445	-0.019	-0.149	3.669	"9"
"对话"	0	0	0	0	0	0	0	3	2	0	0	0.279	0.143	0.386	0.182	1.667	0.323	0.273	0.371	0.766	0.071	0.539	-0.125	-0.063	-0.174	-0.081	-0.881	-0.145	-0.122	2.438	0.768	-0.031	-0.248	5.076	"8"
"对面"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"寻常"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"寻找"	0	0	0	0	0	0	0	0	2	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	1.63	-0.012	-0.099	2.444	"9"
"寻找到"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"寻求"	0	0	0	0	0	0	0	10	0	0	0	0.558	0.285	0.772	0.365	3.335	0.646	0.545	0.742	1.531	0.143	1.078	-0.249	-0.126	-0.349	-0.161	-1.762	-0.29	-0.244	11.293	-0.722	-0.062	-0.495	15.753	"8"
"封"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"封锁"	0	0	0	0	7	0	0	0	0	0	0	0.391	0.2	0.54	0.255	2.334	0.452	0.382	0.52	1.072	0.1	0.755	-0.175	-0.088	-0.244	-0.113	3.339	-0.203	-0.17	-0.235	-0.505	-0.044	-0.347	5.463	"5"
"封闭"	0	0	0	0	2	0	0	0	0	0	1	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	0.586	-0.087	-0.073	-0.101	-0.217	-0.019	0.538	1.887	"5"
"尊"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"小标题"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"小泉"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"小路"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"小酒吧"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"少女"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"尝试"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"就医"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"就地"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"就是"	0	0	0	0	0	0	1	1	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	0.974	0.845	-0.144	-0.012	-0.099	2.661	"7"
"尽是"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"局势"	0	0	0	0	0	0	0	2	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	2.259	-0.144	-0.012	-0.099	3.15	"8"
"居民"	0	0	0	1	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	1.145	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.974	"4"
"届时"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"屋檐"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"展"	0	0	0	0	0	2	0	0	1	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	1.922	-0.073	-0.101	0.406	-0.019	-0.149	3.465	"6"
"履行"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"山区"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"岛"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"崎岖"	0	0	0	0	2	0	0	0	1	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	0.586	-0.087	-0.073	-0.101	0.406	-0.019	-0.149	1.687	"5"
"崭新"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"川"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"川行"	0	1	0	3	0	0	0	0	0	0	0	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	-0.1	0.961	-0.14	3.723	-0.705	-0.116	-0.097	-0.134	-0.289	-0.025	-0.198	6.488	"4"
"巡查"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"巡逻"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"工业区"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"工业局"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"工作"	0	0	0	0	0	0	0	0	2	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	1.63	-0.012	-0.099	2.444	"9"
"工作量"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"工务段"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"工地"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"工程"	3	0	0	0	11	0	0	0	0	0	0	0.781	0.399	1.081	0.511	4.669	0.904	0.763	1.039	2.143	0.2	1.509	1.4	-0.176	-0.488	-0.226	3.159	-0.406	-0.341	-0.469	-1.01	-0.087	-0.694	8.456	"5"
"工程处"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"差些"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"巴"	0	0	0	0	0	0	0	5	1	0	0	0.335	0.171	0.463	0.219	2.001	0.388	0.327	0.445	0.919	0.086	0.647	-0.15	-0.075	-0.209	-0.097	-1.057	-0.174	-0.146	4.896	0.2	-0.037	-0.297	7.338	"8"
"巴士"	0	0	0	15	0	0	0	0	0	0	0	0.837	0.428	1.158	0.547	5.002	0.969	0.818	1.114	2.297	0.214	1.617	-0.374	-0.189	-0.523	21.567	-2.643	-0.435	-0.365	-0.503	-1.083	-0.094	-0.743	28.519	"4"
"巴士站"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"市区"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"布设"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"希拉"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"常见"	0	0	0	0	0	0	1	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	1.263	-0.034	-0.072	-0.006	-0.05	1.719	"7"
"干道"	0	1	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	1.545	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	2.012	"2"
"平"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"平坦"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"平整"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"平方米"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"平民"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"平民化"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"平衡"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"年期"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"广场"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"广州"	1	0	0	0	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	0.965	-0.025	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.776	"1"
"广泛"	0	0	0	0	0	0	0	0	0	0	2	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	-0.144	-0.012	1.935	2.794	"11"
"序号"	0	0	0	0	0	0	0	0	0	0	2	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	-0.144	-0.012	1.935	2.794	"11"
"库奇马"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"应该"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"废弃"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"废弃车"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"康乐街"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"廉政"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"延伸"	0	0	0	0	4	0	0	0	0	0	0	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	-0.1	-0.05	-0.14	-0.065	1.908	-0.116	-0.097	-0.134	-0.289	-0.025	-0.198	3.122	"5"
"建"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"建成"	0	0	1	0	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	0.829	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.62	"3"
"建省"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"建立"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"建筑"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"建设"	3	0	0	0	6	0	0	0	1	0	0	0.558	0.285	0.772	0.365	3.335	0.646	0.545	0.742	1.531	0.143	1.078	1.81	-0.126	-0.349	-0.161	1.115	-0.29	-0.244	-0.335	-0.273	-0.062	-0.495	5.26	"1"
"建设局"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"开发区"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"开展"	0	0	0	0	0	0	0	0	4	0	0	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	-0.1	-0.05	-0.14	-0.065	-0.705	-0.116	-0.097	-0.134	3.26	-0.025	-0.198	4.89	"9"
"开挖"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"开放"	0	0	0	0	1	0	0	0	2	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.13	-0.087	-0.073	-0.101	1.2	-0.019	-0.149	2.025	"9"
"开放给"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
"开辟"	0	0	0	0	4	0	0	0	1	0	0	0.279	0.143	0.386	0.182	1.667	0.323	0.273	0.371	0.766	0.071	0.539	-0.125	-0.063	-0.174	-0.081	1.344	-0.145	-0.122	-0.168	0.248	-0.031	-0.248	2.749	"5"
"开通"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
