"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"‘"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"’"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"1860"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"2005"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"30日电"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"40分"	0	0	1	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	1.206	-0.207	-0.039	-0.028	-0.026	1.679	"3"
"43"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"5.9"	0	0	0	0	0	0	1	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	-0.207	-0.039	-0.028	1.243	1.718	"7"
"5年"	0	0	0	0	1	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	-0.207	1.071	-0.028	-0.026	1.533	"5"
"891206"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"891222"	0	1	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	0.952	-0.028	-0.207	-0.039	-0.028	-0.026	1.402	"2"
"9%"	0	0	0	0	0	0	1	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	-0.207	-0.039	-0.028	1.243	1.718	"7"
"99"	0	0	1	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	1.206	-0.207	-0.039	-0.028	-0.026	1.679	"3"
"BMI"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"G"	0	1	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	0.952	-0.028	-0.207	-0.039	-0.028	-0.026	1.402	"2"
"NBA"	4	0	0	0	0	0	0	0.976	0.447	0.249	1.514	0.34	0.246	0.229	2.45	-0.206	-0.112	-0.826	-0.154	-0.11	-0.102	3.96	"1"
"Riley"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"一如"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"一致"	1	0	0	3	0	0	0	0.976	0.447	0.249	1.514	0.34	0.246	0.229	0.172	-0.206	-0.112	0.809	-0.154	-0.11	-0.102	1.665	"4"
"一行"	0	0	0	0	0	1	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	-0.207	-0.039	1.212	-0.026	1.685	"6"
"一部分"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"三者"	0	0	0	0	0	0	1	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	-0.207	-0.039	-0.028	1.243	1.718	"7"
"上了年纪"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"上前"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
"上来"	0	0	1	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	1.206	-0.207	-0.039	-0.028	-0.026	1.679	"3"
"上述"	0	0	0	2	0	0	0	0.488	0.223	0.124	0.757	0.17	0.123	0.114	-0.243	-0.103	-0.056	0.844	-0.077	-0.055	-0.051	1.429	"4"
"下"	2	0	0	0	0	0	0	0.488	0.223	0.124	0.757	0.17	0.123	0.114	1.225	-0.103	-0.056	-0.413	-0.077	-0.055	-0.051	1.98	"1"
"不一"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"不下"	0	0	0	1	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	0.422	-0.039	-0.028	-0.026	0.716	"4"
"不久前"	0	0	0	0	0	1	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	-0.122	-0.051	-0.028	-0.207	-0.039	1.212	-0.026	1.685	"6"
"不予"	1	0	0	0	0	0	0	0.244	0.112	0.062	0.379	0.085	0.061	0.057	0.612	-0.051	-0.028	-0.207	-0.039	-0.028	-0.026	0.991	"1"
