"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"、"	0	0	52	8	1	1	67	14	33	27.54	25.31	44.655	17.226	3.735	3.847	32	5.519	16.167	-13.007	-11.867	0.925	-2.078	-0.957	-0.996	9.34	2.847	4.196	46.213	"1"
"?"	0	1	0	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	0.842	-0.127	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	1.25	"2"
"."	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"0.5"	0	0	0	0	0	0	0	0	1	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	-0.127	-0.045	-0.009	-0.01	-0.087	-0.014	1.037	1.47	"9"
"0.87"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"100多"	0	0	2	0	0	0	0	0	0	0.313	0.288	0.507	0.196	0.042	0.044	0.364	0.063	0.184	-0.148	-0.135	1.191	-0.089	-0.019	-0.019	-0.174	-0.028	-0.084	1.887	"3"
"10日电"	0	0	0	0	0	0	1	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	-0.127	-0.045	-0.009	-0.01	0.74	-0.014	-0.042	1.128	"7"
"15.6"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"159"	0	0	0	0	0	0	1	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	-0.127	-0.045	-0.009	-0.01	0.74	-0.014	-0.042	1.128	"7"
"1986年"	0	0	0	0	0	0	1	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	-0.127	-0.045	-0.009	-0.01	0.74	-0.014	-0.042	1.128	"7"
"1992年"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"300多"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"30多"	0	0	0	2	0	0	0	0	0	0.313	0.288	0.507	0.196	0.042	0.044	0.364	0.063	0.184	-0.148	-0.135	-0.254	2.019	-0.019	-0.019	-0.174	-0.028	-0.084	2.88	"4"
"600"	0	0	2	0	0	0	0	0	0	0.313	0.288	0.507	0.196	0.042	0.044	0.364	0.063	0.184	-0.148	-0.135	1.191	-0.089	-0.019	-0.019	-0.174	-0.028	-0.084	1.887	"3"
"891121"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"900130"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"Art"	1	0	0	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	0.806	-0.067	-0.127	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	1.207	"1"
"Craft"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"DIY"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"Gigei"	0	0	1	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	0.596	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	0.944	"3"
"ITE"	0	0	0	0	0	1	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	-0.127	-0.045	-0.009	1.66	-0.087	-0.014	-0.042	2.125	"6"
"NBA"	0	1	0	0	0	0	0	0	0	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	0.842	-0.127	-0.045	-0.009	-0.01	-0.087	-0.014	-0.042	1.25	"2"
"Satreci"	0	0	0	0	0	0	0	0	1	0.156	0.144	0.254	0.098	0.021	0.022	0.182	0.031	0.092	-0.074	-0.067	-0.127	-0.045	-0.009	-0.01	-0.087	-0.014	1.037	1.47	"9"
