"cluster"	"sigcol"
"4"	"岩石"
"4"	"名"
"4"	"名"
"4"	"友人"
"4"	"警方"
"4"	"锁定"
"4"	"名"
"4"	"前科"
"4"	"谢姓"
"4"	"男"
"4"	"岁"
"4"	"谢姓"
"4"	"侦破"
"4"	"及"
"4"	"十七"
"4"	"岁"
"4"	"谢姓"
"4"	"共组"
"4"	"强盗"
"4"	"取出"
"4"	"失窃"
"1"	"桿"
"1"	"伍芳雄"
"1"	"陈泰弘"
"1"	"甲组"
"1"	"男"
"1"	"发球台"
"4"	"向阳"
"4"	"少年"
"4"	"欢笑"
"4"	"500"
"4"	"结合"
"4"	"新竹市"
"4"	"辅导团体"
"4"	"得胜者"
"4"	"校"
"4"	"手枪"
"4"	"子弹"
"4"	"范姓"
"4"	"把"
"4"	"枪"
"4"	"名"
"4"	"涉及"
"9"	"真实"
"9"	"范姓"
"9"	"吴姓"
"9"	"男子"
"9"	"891017"
"9"	"周杰"
"9"	"包青天"
"9"	"影迷"
"9"	"扼腕"
"9"	"十七"
"9"	"伙同"
"9"	"苏姓"
"9"	"吕姓"
"9"	"中坜市"
"4"	"夏姓"
"4"	"少年"
"4"	"另"
"4"	"台中"
"4"	"法院"
"4"	"法庭"
"4"	"891017"
"9"	"俄军"
"9"	"波罗的海"
"9"	"舰队"
"9"	"表演"
"4"	"于是"
"4"	"上前"
"4"	"驾驶人"
"4"	"姓"
"4"	"见状"
"4"	"逃逸"
"4"	"随后"
"4"	"少年"
"4"	"持"
"4"	"西瓜"
"4"	"刀一"
"4"	"在逃"
"4"	"黄姓"
"4"	"吴姓"
"4"	"名"
"4"	"少女"
"4"	"机车"
"4"	"大锁"
"4"	"殴打"
"4"	"对方"
"4"	"王姓"
"4"	"及"
"4"	"黄姓"
"4"	"围殴"
"4"	"同伙"
"4"	"青少年"
"4"	"名"
"4"	"王姓"
"4"	"起出"
"4"	"作案"
"4"	"另"
"9"	"员警"
"9"	"三十万"
"9"	"姑妈"
"9"	"市议"
"5"	"广受"
"5"	"时下"
"5"	"青"
"4"	"名"
"4"	"驾驶兵"
"5"	"青"
"5"	"校庆"
"5"	"多"
"5"	"校友会"
"4"	"另"
"4"	"涉案"
"4"	"行窃"
"4"	"名"
"4"	"少年"
"4"	"函送"
"4"	"法院"
"4"	"法庭"
"4"	"警察局"
"7"	"犯罪"
"7"	"行为"
"7"	"队长"
"7"	"陈东阳"
"7"	"青少年"
"5"	"台中"
"5"	"县警察局"
"5"	"警察队"
"5"	"女子"
"5"	"警察队"
"5"	"女子"
"1"	"大赛"
"1"	"参加"
"1"	"极限"
"1"	"运动选手"
"1"	"蓄势待发"
"4"	"ESPN"
"4"	"少年"
"4"	"极限"
"4"	"运动会"
"4"	"十四"
"4"	"岁"
"4"	"以下"
"4"	"选手"
"4"	"比赛"
"3"	"审判"
"3"	"未满"
"3"	"十八"
"3"	"岁"
"3"	"犯罪"
"3"	"成人"
"9"	"891129"
"9"	"马之秦"
