"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	0	2	0.654	0.074	0.048	0.311	0.914	-0.344	-0.033	-0.021	-0.147	0.68	1.225	"5"
"《"	0	0	0	1	9	3.269	0.368	0.238	1.554	4.57	-1.719	-0.163	-0.105	-0.28	2.291	4.558	"5"
"》"	0	0	0	1	8	2.942	0.331	0.215	1.399	4.113	-1.548	-0.147	-0.094	-0.236	1.993	4.018	"5"
"1919年"	1	0	0	0	0	0.327	0.037	0.024	0.155	0.457	0.486	-0.016	-0.01	-0.073	-0.265	0.85	"1"
"1949年"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"2030年"	0	0	0	1	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	0.808	-0.265	1.271	"4"
"61.7％"	0	0	0	1	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	0.808	-0.265	1.271	"4"
"64％"	0	0	0	1	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	0.808	-0.265	1.271	"4"
"80％"	0	0	0	1	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	0.808	-0.265	1.271	"4"
"90年代"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"ADSL"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"AOL"	1	0	0	0	0	0.327	0.037	0.024	0.155	0.457	0.486	-0.016	-0.01	-0.073	-0.265	0.85	"1"
"Catherine"	0	0	0	0	2	0.654	0.074	0.048	0.311	0.914	-0.344	-0.033	-0.021	-0.147	0.68	1.225	"5"
"CB"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"CN"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"consolidation"	0	0	1	0	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	1.623	-0.073	-0.265	2.149	"3"
"e"	0	0	0	0	5	1.635	0.184	0.119	0.777	2.285	-0.86	-0.081	-0.052	-0.367	1.7	3.06	"5"
"E"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"RF"	0	0	0	0	2	0.654	0.074	0.048	0.311	0.914	-0.344	-0.033	-0.021	-0.147	0.68	1.225	"5"
"SARS"	0	0	0	0	3	0.981	0.11	0.072	0.466	1.371	-0.516	-0.049	-0.031	-0.22	1.02	1.836	"5"
"Seednet"	0	0	0	0	2	0.654	0.074	0.048	0.311	0.914	-0.344	-0.033	-0.021	-0.147	0.68	1.225	"5"
"TO"	0	1	0	0	0	0.327	0.037	0.024	0.155	0.457	-0.172	1.434	-0.01	-0.073	-0.265	1.954	"2"
"一世纪"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"一去不复返"	1	0	0	0	0	0.327	0.037	0.024	0.155	0.457	0.486	-0.016	-0.01	-0.073	-0.265	0.85	"1"
"一定"	0	0	1	0	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	1.623	-0.073	-0.265	2.149	"3"
"一段"	1	0	14	0	0	4.904	0.552	0.358	2.332	6.855	-1.661	-0.244	21.553	-1.101	-3.978	28.537	"3"
"七时"	1	0	0	0	0	0.327	0.037	0.024	0.155	0.457	0.486	-0.016	-0.01	-0.073	-0.265	0.85	"1"
"三国"	3	0	0	0	0	0.981	0.11	0.072	0.466	1.371	1.457	-0.049	-0.031	-0.22	-0.796	2.553	"1"
"三民主义"	0	0	0	1	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	0.808	-0.265	1.271	"4"
"上海市"	0	1	0	0	0	0.327	0.037	0.024	0.155	0.457	-0.172	1.434	-0.01	-0.073	-0.265	1.954	"2"
"下来"	1	0	0	0	0	0.327	0.037	0.024	0.155	0.457	0.486	-0.016	-0.01	-0.073	-0.265	0.85	"1"
"不一"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"不单单"	0	0	0	0	1	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	-0.073	0.34	0.611	"5"
"不同"	0	0	0	2	6	2.616	0.294	0.191	1.244	3.656	-1.376	-0.13	-0.084	0.444	1.021	3.055	"1"
"不复"	1	0	0	0	0	0.327	0.037	0.024	0.155	0.457	0.486	-0.016	-0.01	-0.073	-0.265	0.85	"1"
"不巧"	0	0	0	1	0	0.327	0.037	0.024	0.155	0.457	-0.172	-0.016	-0.01	0.808	-0.265	1.271	"4"
"不当"	2	0	0	0	0	0.654	0.074	0.048	0.311	0.914	0.971	-0.033	-0.021	-0.147	-0.53	1.702	"1"
