"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	0	0	1	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	-0.06	0.328	0.575	"6"
"（"	0	8	0	0	0	0	0.48	1.555	0.484	0.69	1.032	3.758	-0.215	5.691	-0.217	-0.314	-0.48	-2.204	9.121	"2"
"）"	0	10	0	0	0	0	0.601	1.944	0.605	0.863	1.29	4.698	-0.269	7.113	-0.271	-0.392	-0.6	-2.755	11.4	"2"
"／"	0	0	0	0	0	1	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	-0.06	0.328	0.575	"6"
"1.26"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"100亿"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"10亿多"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"10余"	0	0	0	1	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	1.064	-0.06	-0.276	1.548	"4"
"120亿"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"2065万"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"20亿"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"23日"	0	0	0	0	0	1	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	-0.06	0.328	0.575	"6"
"24日"	0	0	1	1	0	0	0.12	0.389	0.121	0.173	0.258	0.94	-0.054	-0.188	0.931	0.782	-0.12	-0.551	2.626	"3"
"26％"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"2万亿"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"30％"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"340万"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"3月"	0	0	0	0	0	1	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	-0.06	0.328	0.575	"6"
"50万"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"78万"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"891011"	0	0	0	0	0	1	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	-0.06	0.328	0.575	"6"
"891129"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"891225"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"955万"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"ABB"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
"ABS"	0	0	0	0	1	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	-0.094	-0.027	-0.039	0.889	-0.276	1.352	"5"
"AMC"	1	0	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	1.221	-0.094	-0.027	-0.039	-0.06	-0.276	1.717	"1"
"Camerlin"	0	1	0	0	0	0	0.06	0.194	0.06	0.086	0.129	0.47	-0.027	0.711	-0.027	-0.039	-0.06	-0.276	1.14	"2"
