"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"?"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"1.5"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"106.6"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"10万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"120万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"12万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"140亿"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"15万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"2005年"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"22万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"25万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"330万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"460万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"48兆"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"5000万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"500万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"73"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"75755万"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"891122"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"891215"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"Genic"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"International"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"kv"	0	0	0	0	2	0.073	0.709	0.309	0.136	0.774	-0.032	-0.38	-0.146	-0.061	0.825	1.444	"5"
"Portsmouth"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"rogressin"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"Solskjaer"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"TMD"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"一定"	0	0	0	0	3	0.109	1.063	0.463	0.204	1.161	-0.048	-0.57	-0.219	-0.092	1.237	2.166	"5"
"一掷千金"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"一方面"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"一极"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"一流"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"一百四十五"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"一睹"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"一筹"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"七"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"七万"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"三分之二"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"三赢"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"三通"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"上市"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"下"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"下一代"	0	1	0	0	1	0.073	0.709	0.309	0.136	0.774	-0.032	0.234	-0.146	-0.061	0.205	0.678	"2"
"下降"	0	0	0	0	2	0.073	0.709	0.309	0.136	0.774	-0.032	-0.38	-0.146	-0.061	0.825	1.444	"5"
"不可"	0	2	0	0	0	0.073	0.709	0.309	0.136	0.774	-0.032	0.901	-0.146	-0.061	-0.425	1.565	"2"
"不断"	0	0	0	0	2	0.073	0.709	0.309	0.136	0.774	-0.032	-0.38	-0.146	-0.061	0.825	1.444	"5"
"不济"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"不然"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"不甘"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"不相上下"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"不足"	0	0	2	0	2	0.145	1.417	0.618	0.272	1.547	-0.064	-0.76	0.938	-0.122	0.299	2.183	"3"
"专业"	0	0	0	0	3	0.109	1.063	0.463	0.204	1.161	-0.048	-0.57	-0.219	-0.092	1.237	2.166	"5"
"专心"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"且"	0	0	0	0	4	0.145	1.417	0.618	0.272	1.547	-0.064	-0.76	-0.291	-0.122	1.65	2.887	"5"
"世界级"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"东道主"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"两千两百二十一"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"两岸"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"个"	0	2	0	0	0	0.073	0.709	0.309	0.136	0.774	-0.032	0.901	-0.146	-0.061	-0.425	1.565	"2"
"个人"	0	2	0	0	0	0.073	0.709	0.309	0.136	0.774	-0.032	0.901	-0.146	-0.061	-0.425	1.565	"2"
"中伤"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"中台"	1	0	0	0	0	0.036	0.354	0.154	0.068	0.387	1.439	-0.19	-0.073	-0.031	-0.212	1.945	"1"
"中国队"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"中场"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"中学生"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"中队"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"丰厚"	0	0	1	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	0.811	-0.031	-0.212	1.26	"3"
"为荣"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"主义"	1	0	0	0	0	0.036	0.354	0.154	0.068	0.387	1.439	-0.19	-0.073	-0.031	-0.212	1.945	"1"
"主动积"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"主场"	0	0	2	0	0	0.073	0.709	0.309	0.136	0.774	-0.032	-0.38	1.622	-0.061	-0.425	2.52	"3"
"主宰"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"之后"	1	2	0	0	0	0.109	1.063	0.463	0.204	1.161	0.978	0.541	-0.219	-0.092	-0.637	2.467	"1"
"之间"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"乐观"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"乐读"	0	2	0	0	0	0.073	0.709	0.309	0.136	0.774	-0.032	0.901	-0.146	-0.061	-0.425	1.565	"2"
"乘船"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"乙烯年"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"乡土"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
"买到"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"买屋"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"买点"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"了不起"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"争得"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"二零一三"	0	1	0	0	0	0.036	0.354	0.154	0.068	0.387	-0.016	0.451	-0.073	-0.031	-0.212	0.783	"2"
"亚历山大港"	0	0	0	1	0	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	1.167	-0.212	1.658	"4"
"亚运会"	0	0	0	0	1	0.036	0.354	0.154	0.068	0.387	-0.016	-0.19	-0.073	-0.031	0.412	0.722	"5"
