"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"，"	0	0	2	0	3	0	45	7	112	11.842	2.84	7.448	21.647	35.9	15.11	25.613	3.912	44.688	-5.332	-1.244	-1.717	-10.06	-13.307	-6.874	4.075	1.003	26.491	70.103	"9"
"、"	4	0	0	11	17	0	2	0	0	2.382	0.571	1.498	4.355	7.223	3.04	5.153	0.787	8.99	0.672	-0.25	-0.666	2.593	3.71	-1.383	-1.029	-0.346	-4.535	15.184	"9"
";"	0	0	0	1	1	0	0	0	0	0.14	0.034	0.088	0.256	0.425	0.179	0.303	0.046	0.529	-0.063	-0.015	-0.039	0.62	0.421	-0.081	-0.143	-0.02	-0.267	1.669	"4"
"……"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"0.2"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"１"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"1.4"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"1.5"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"1000"	0	0	0	0	0	2	1	0	0	0.21	0.05	0.132	0.384	0.637	0.268	0.455	0.069	0.793	-0.095	-0.022	-0.059	-0.179	-0.311	1.647	0.41	-0.031	-0.4	3.154	"6"
"1000多"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"100多"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"10楼"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"11楼"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"125亿"	1	0	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	1.154	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	1.6	"1"
"126万"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"12万"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"13.8"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"138亿"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"13楼"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"14亿"	0	0	0	0	0	0	1	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	0.819	-0.01	-0.133	1.226	"7"
"15％"	1	0	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	1.154	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	1.6	"1"
"1645"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"2.2"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"2.4％"	0	0	0	2	0	0	0	0	0	0.14	0.034	0.088	0.256	0.425	0.179	0.303	0.046	0.529	-0.063	-0.015	-0.039	1.785	-0.207	-0.081	-0.143	-0.02	-0.267	2.62	"4"
"20％"	1	0	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	1.154	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	1.6	"1"
"2000多"	0	0	0	0	0	0	1	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	0.819	-0.01	-0.133	1.226	"7"
"2000万"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"201.72"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"214万4000"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"216"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"25万"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"28"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"29万3000"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"3％"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"300余"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"303"	0	1	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	1.775	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	2.246	"2"
"3240"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"3245"	0	1	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	1.775	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	2.246	"2"
"3万2000"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"3月"	1	0	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	1.154	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	1.6	"1"
"4.6"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"4.8％"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"400多"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"41"	0	0	0	1	0	0	0	0	1	0.14	0.034	0.088	0.256	0.425	0.179	0.303	0.046	0.529	-0.063	-0.015	-0.039	0.62	-0.207	-0.081	-0.143	-0.02	0.338	1.526	"4"
"4500"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"4楼"	0	0	0	0	0	0	0	0	2	0.14	0.034	0.088	0.256	0.425	0.179	0.303	0.046	0.529	-0.063	-0.015	-0.039	-0.119	-0.207	-0.081	-0.143	-0.02	1.155	1.842	"9"
"4万多"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"5.2％"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"5.4"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"5000多"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"50多万"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"55分"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"5时"	0	0	0	0	0	0	1	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	0.819	-0.01	-0.133	1.226	"7"
"6000多"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"625万"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"638"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"6400万"	1	0	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	1.154	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	1.6	"1"
"6458"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"648"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"69.2"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"6人"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"7.4"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"755"	0	1	0	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	1.775	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	2.246	"2"
"800多"	0	0	0	0	0	0	1	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	0.819	-0.01	-0.133	1.226	"7"
"82万"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"8500"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"8日"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"9500多"	0	0	0	0	0	1	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	1.049	-0.071	-0.01	-0.133	1.486	"6"
"EC"	0	0	0	0	1	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	0.673	-0.041	-0.071	-0.01	-0.133	1.047	"5"
"RichardWright"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"Thengo"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"阿伯"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"阿飞"	0	0	0	0	0	0	0	0	1	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	-0.071	-0.01	0.578	0.923	"9"
"艾斯特拉达"	0	0	1	0	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	1.356	-0.06	-0.104	-0.041	-0.071	-0.01	-0.133	1.814	"3"
"安放"	0	0	0	0	0	0	1	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	-0.06	-0.104	-0.041	0.819	-0.01	-0.133	1.226	"7"
"安哥拉"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
"安华"	0	0	0	0	0	0	0	0	2	0.14	0.034	0.088	0.256	0.425	0.179	0.303	0.046	0.529	-0.063	-0.015	-0.039	-0.119	-0.207	-0.081	-0.143	-0.02	1.155	1.842	"9"
"安置"	0	0	0	1	0	0	0	0	0	0.07	0.017	0.044	0.128	0.212	0.089	0.152	0.023	0.264	-0.032	-0.007	-0.02	0.892	-0.104	-0.041	-0.071	-0.01	-0.133	1.31	"4"
