"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"书说"	0	0	0	0	0	0	0	1	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	1.526	-0.186	2	"8"
"了解"	0	2	14	1	0	0	0	0	0	1.795	0.81	3.019	0.727	1.703	2.319	0.202	0.506	5.918	-0.824	0.714	7.912	0.28	-0.779	-1.083	-0.088	-0.223	-3.159	15.062	"3"
"予以"	0	0	1	0	0	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	0.751	-0.019	-0.046	-0.064	-0.005	-0.013	-0.186	1.153	"3"
"二氧化硫"	0	0	0	0	0	0	0	0	2	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	-0.092	-0.127	-0.01	-0.026	0.917	1.519	"9"
"亏损"	0	0	0	0	1	1	0	0	1	0.317	0.143	0.533	0.128	0.3	0.409	0.036	0.089	1.044	-0.145	-0.064	-0.255	-0.057	0.566	0.449	-0.016	-0.039	-0.142	1.733	"5"
"亚齐"	0	0	0	0	0	0	0	0	2	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	-0.092	-0.127	-0.01	-0.026	0.917	1.519	"9"
"交投"	0	0	0	0	0	0	0	0	1	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	-0.013	0.458	0.759	"9"
"交换"	0	0	0	0	0	0	0	0	2	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	-0.092	-0.127	-0.01	-0.026	0.917	1.519	"9"
"交易所"	0	0	0	0	0	0	0	0	1	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	-0.013	0.458	0.759	"9"
"交通"	0	0	0	0	0	0	0	0	2	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	-0.092	-0.127	-0.01	-0.026	0.917	1.519	"9"
"人力部"	0	0	1	0	0	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	0.751	-0.019	-0.046	-0.064	-0.005	-0.013	-0.186	1.153	"3"
"人口"	0	2	1	0	0	0	0	0	0	0.317	0.143	0.533	0.128	0.3	0.409	0.036	0.089	1.044	-0.145	2.181	0.353	-0.057	-0.138	-0.191	-0.016	-0.039	-0.558	3.678	"2"
"人权"	0	0	0	0	0	0	0	0	1	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	-0.013	0.458	0.759	"9"
"人身"	0	0	1	0	0	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	0.751	-0.019	-0.046	-0.064	-0.005	-0.013	-0.186	1.153	"3"
"今年"	0	0	0	0	0	1	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	0.865	-0.005	-0.013	-0.186	1.288	"6"
"今晨"	0	0	0	0	0	0	0	0	1	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	-0.013	0.458	0.759	"9"
"介绍"	0	0	1	0	0	1	0	0	0	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	0.49	-0.038	-0.092	0.595	-0.01	-0.026	-0.372	1.762	"6"
"仍"	0	0	0	0	0	1	0	0	7	0.845	0.381	1.421	0.342	0.801	1.091	0.095	0.238	2.785	-0.388	-0.17	-0.679	-0.152	-0.367	-0.155	-0.042	-0.105	2.462	4.52	"9"
"仍然"	0	1	0	0	0	2	0	0	0	0.317	0.143	0.533	0.128	0.3	0.409	0.036	0.089	1.044	-0.145	0.866	-0.255	-0.057	-0.138	1.294	-0.016	-0.039	-0.558	3.368	"6"
"代总统"	0	0	0	0	0	0	0	0	1	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	-0.013	0.458	0.759	"9"
"以"	0	0	0	0	3	1	0	0	0	0.422	0.191	0.71	0.171	0.401	0.546	0.048	0.119	1.393	-0.194	-0.085	-0.34	-0.076	2.43	0.353	-0.021	-0.053	-0.743	4.295	"5"
"以及"	0	0	0	0	2	1	0	0	0	0.317	0.143	0.533	0.128	0.3	0.409	0.036	0.089	1.044	-0.145	-0.064	-0.255	-0.057	1.551	0.449	-0.016	-0.039	-0.558	3.134	"5"
"以来"	0	0	0	0	0	1	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	0.865	-0.005	-0.013	-0.186	1.288	"6"
"以色列"	0	0	0	0	4	0	0	0	0	0.422	0.191	0.71	0.171	0.401	0.546	0.048	0.119	1.393	-0.194	-0.085	-0.34	-0.076	3.997	-0.255	-0.021	-0.053	-0.743	5.764	"5"
"仰光"	0	0	0	0	1	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	0.999	-0.064	-0.005	-0.013	-0.186	1.44	"5"
"任何"	1	0	0	0	0	0	0	0	2	0.317	0.143	0.533	0.128	0.3	0.409	0.036	0.089	1.044	0.546	-0.064	-0.255	-0.057	-0.138	-0.191	-0.016	-0.039	0.554	1.86	"9"
"任用"	0	0	1	0	0	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	0.751	-0.019	-0.046	-0.064	-0.005	-0.013	-0.186	1.153	"3"
"伊"	0	0	0	0	2	0	0	0	0	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	1.999	-0.127	-0.01	-0.026	-0.372	2.881	"5"
"伊万诺夫"	0	0	0	0	2	0	0	0	0	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	1.999	-0.127	-0.01	-0.026	-0.372	2.881	"5"
"伊拉"	0	0	0	0	1	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	0.999	-0.064	-0.005	-0.013	-0.186	1.44	"5"
"伊拉克"	0	0	0	0	7	1	0	0	1	0.95	0.429	1.598	0.385	0.901	1.228	0.107	0.268	3.133	-0.436	-0.191	-0.764	-0.171	5.518	-0.189	-0.047	-0.118	-0.909	8.343	"5"
"伊拉克国"	0	0	0	0	1	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	0.999	-0.064	-0.005	-0.013	-0.186	1.44	"5"
"休息日"	0	0	1	0	0	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	0.751	-0.019	-0.046	-0.064	-0.005	-0.013	-0.186	1.153	"3"
"传票"	0	0	0	0	0	0	0	1	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	1.526	-0.186	2	"8"
"伤亡"	0	0	0	0	1	0	0	0	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	0.999	-0.064	-0.005	-0.013	-0.186	1.44	"5"
"低迷"	0	0	0	0	0	2	0	0	0	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	-0.097	-0.042	-0.17	-0.038	-0.092	1.73	-0.01	-0.026	-0.372	2.577	"6"
"住址"	0	0	0	0	0	0	0	1	0	0.106	0.048	0.178	0.043	0.1	0.136	0.012	0.03	0.348	-0.048	-0.021	-0.085	-0.019	-0.046	-0.064	-0.005	1.526	-0.186	2	"8"
"何"	2	0	0	0	0	0	0	0	0	0.211	0.095	0.355	0.086	0.2	0.273	0.024	0.06	0.696	1.953	-0.042	-0.17	-0.038	-0.092	-0.127	-0.01	-0.026	-0.372	2.83	"1"
