"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"﹐"	0	0	4	0	0	0	0	0.337	0.108	1.581	0.617	1.094	0.067	0.196	-0.153	-0.047	1.612	-0.291	-0.555	-0.029	-0.087	2.774	"3"
"?"	0	0	0	0	1	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	0.563	-0.007	-0.022	0.934	"5"
"「"	0	0	2	0	3	0	0	0.421	0.135	1.977	0.771	1.367	0.084	0.245	-0.191	-0.059	0.184	-0.364	0.887	-0.037	-0.109	1.831	"5"
"」"	0	0	3	0	1	0	0	0.337	0.108	1.581	0.617	1.094	0.067	0.196	-0.153	-0.047	0.76	-0.291	-0.156	-0.029	-0.087	1.523	"3"
"1"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"1400"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"17日"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"４"	0	0	0	2	0	0	0	0.168	0.054	0.791	0.309	0.547	0.033	0.098	-0.076	-0.024	-0.437	1.623	-0.277	-0.015	-0.044	2.496	"4"
"6%"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"891012"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"891229"	0	0	0	0	1	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	0.563	-0.007	-0.022	0.934	"5"
"AroozooLane"	0	0	0	0	1	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	0.563	-0.007	-0.022	0.934	"5"
"KarlLagerfeld"	0	0	0	0	0	0	1	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	-0.139	-0.007	1.309	1.797	"7"
"Mok"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"udicini"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"WTO"	0	0	0	0	1	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	0.563	-0.007	-0.022	0.934	"5"
"一一"	0	0	0	0	1	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	0.563	-0.007	-0.022	0.934	"5"
"一季度"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"一度"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"一成二三"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"一直"	0	0	2	0	0	0	0	0.168	0.054	0.791	0.309	0.547	0.033	0.098	-0.076	-0.024	0.806	-0.146	-0.277	-0.015	-0.044	1.388	"3"
"一致"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"一般"	0	0	0	0	1	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	0.563	-0.007	-0.022	0.934	"5"
"一面倒"	0	0	0	0	0	0	1	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	-0.139	-0.007	1.309	1.797	"7"
"三千六百"	0	0	0	0	0	1	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	-0.139	1.777	-0.022	2.28	"6"
"三四天戏"	0	0	0	0	0	0	1	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	-0.073	-0.139	-0.007	1.309	1.797	"7"
"三通"	0	0	2	0	2	0	0	0.337	0.108	1.581	0.617	1.094	0.067	0.196	-0.153	-0.047	0.287	-0.291	0.52	-0.029	-0.087	1.414	"5"
"上升"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"上场"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"上报"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"上海市"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"上涨"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"上演"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"上述"	0	0	1	1	0	0	0	0.168	0.054	0.791	0.309	0.547	0.033	0.098	-0.076	-0.024	0.198	0.546	-0.277	-0.015	-0.044	1.18	"4"
"上阵"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"下"	61	0	9	1	1	0	1	6.142	1.969	28.861	11.261	19.963	1.221	3.583	52.76	-0.867	-6.524	-4.156	-8.674	-0.535	-0.917	74.433	"1"
"下列"	0	0	0	1	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	-0.219	0.812	-0.139	-0.007	-0.022	1.249	"4"
"下半年"	0	0	1	0	0	0	0	0.084	0.027	0.395	0.154	0.273	0.017	0.049	-0.038	-0.012	0.403	-0.073	-0.139	-0.007	-0.022	0.694	"3"
"下去"	0	0	0	0	3	0	0	0.252	0.081	1.186	0.463	0.82	0.05	0.147	-0.115	-0.036	-0.656	-0.218	1.689	-0.022	-0.066	2.802	"5"
