"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"﹑"	0	2	0	1	0	0.305	0.783	0.123	0.693	1.096	-0.14	0.773	-0.055	0.263	-0.592	1.823	"2"
"12％"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"1450"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"20世纪"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"2500"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"343"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"3万"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"500"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"50年"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"600多"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"8.5"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"863"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"891126"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"CDMA"	0	2	0	0	0	0.204	0.522	0.082	0.462	0.73	-0.093	1.167	-0.036	-0.228	-0.395	1.919	"2"
"e-bo"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"ok"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"p"	0	0	0	0	2	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	-0.228	0.875	1.495	"5"
"一些"	0	0	0	2	2	0.407	1.043	0.164	0.924	1.461	-0.186	-0.525	-0.073	0.638	0.333	1.755	"4"
"一定"	4	0	1	0	0	0.509	1.304	0.205	1.155	1.826	3.307	-0.656	0.723	-0.571	-0.987	6.244	"1"
"一百六十多"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"一般性"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"一贯"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"一齐"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"万国站"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"三亚"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"三十六"	0	0	1	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	1.386	-0.114	-0.197	1.875	"3"
"上层"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"不同"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"不得"	1	0	2	0	0	0.305	0.783	0.123	0.693	1.096	0.56	-0.394	2.308	-0.342	-0.592	4.196	"3"
"不断"	0	8	3	0	1	1.221	3.13	0.493	2.773	4.383	-0.559	2.43	1.938	-1.369	-1.471	7.767	"2"
"不至于"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"不足"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"与"	0	27	0	9	3	3.969	10.173	1.602	9.011	14.245	-1.818	7.671	-0.711	-0.232	-4.395	14.827	"2"
"专业"	0	0	0	5	0	0.509	1.304	0.205	1.155	1.826	-0.233	-0.656	-0.091	3.181	-0.987	5.148	"4"
"专家"	0	0	0	1	2	0.305	0.783	0.123	0.693	1.096	-0.14	-0.394	-0.055	0.263	0.519	1.371	"5"
"专才"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"专攻"	0	0	0	0	2	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	-0.228	0.875	1.495	"5"
"专注"	0	0	0	1	1	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	0.389	0.224	1.005	"4"
"专长"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"世界"	7	0	0	0	2	0.916	2.348	0.37	2.08	3.287	5.471	-1.181	-0.164	-1.027	-0.519	8.362	"1"
"世锦赛"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"业务"	1	0	0	4	1	0.611	1.565	0.247	1.386	2.191	0.323	-0.788	-0.109	1.546	-0.536	3.302	"4"
"东协"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"两国"	0	22	0	0	0	2.239	5.738	0.904	5.083	8.035	-1.025	12.84	-0.401	-2.51	-4.343	21.119	"2"
"两极"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"两百"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"两造"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"严格"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"严禁"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"个"	0	28	0	18	16	6.31	16.172	2.547	14.326	22.645	-2.89	3.04	-1.13	0.773	-1.302	9.135	"2"
"中亚国"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"中俄"	0	2	0	0	0	0.204	0.522	0.082	0.462	0.73	-0.093	1.167	-0.036	-0.228	-0.395	1.919	"2"
"中国家"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"中国队"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"中央"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"中央委员"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"中小学"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"中德"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"中新"	0	2	0	0	0	0.204	0.522	0.082	0.462	0.73	-0.093	1.167	-0.036	-0.228	-0.395	1.919	"2"
"中方"	0	3	0	0	0	0.305	0.783	0.123	0.693	1.096	-0.14	1.751	-0.055	-0.342	-0.592	2.88	"2"
"中长期"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"中非"	0	2	0	0	0	0.204	0.522	0.082	0.462	0.73	-0.093	1.167	-0.036	-0.228	-0.395	1.919	"2"
"丰硕"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"临时"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"为主"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"为由"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"主动性"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"主管机"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"主要"	1	0	0	0	2	0.305	0.783	0.123	0.693	1.096	0.56	-0.394	-0.055	-0.342	0.519	1.87	"1"
"举动"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"举报"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"举行"	0	0	0	0	3	0.305	0.783	0.123	0.693	1.096	-0.14	-0.394	-0.055	-0.342	1.312	2.243	"5"
"举足"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"之内"	0	0	0	0	3	0.305	0.783	0.123	0.693	1.096	-0.14	-0.394	-0.055	-0.342	1.312	2.243	"5"
"之外"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"乞讨"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"书香"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"了"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"予"	0	0	0	0	2	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	-0.228	0.875	1.495	"5"
"事业处"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"事务"	1	1	0	0	0	0.204	0.522	0.082	0.462	0.73	0.714	0.343	-0.036	-0.228	-0.395	1.716	"1"
"云林县"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"互"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"互信"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"互联网"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"互访"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"亚欧"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"交往"	0	2	0	0	0	0.204	0.522	0.082	0.462	0.73	-0.093	1.167	-0.036	-0.228	-0.395	1.919	"2"
"交换"	0	2	0	0	0	0.204	0.522	0.082	0.462	0.73	-0.093	1.167	-0.036	-0.228	-0.395	1.919	"2"
"交流"	0	14	0	1	1	1.628	4.173	0.657	3.697	5.844	-0.746	6.334	-0.292	-1.062	-2.149	10.583	"2"
"交通"	0	0	0	0	3	0.305	0.783	0.123	0.693	1.096	-0.14	-0.394	-0.055	-0.342	1.312	2.243	"5"
"产"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"产业"	0	2	0	6	0	0.814	2.087	0.329	1.848	2.922	-0.373	-0.186	-0.146	2.562	-1.579	4.846	"4"
"产品"	0	1	0	4	0	0.509	1.304	0.205	1.155	1.826	-0.233	-0.215	-0.091	1.935	-0.987	3.461	"4"
"人力"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"人才"	0	1	0	2	0	0.305	0.783	0.123	0.693	1.096	-0.14	0.225	-0.055	0.868	-0.592	1.88	"4"
"人文"	0	0	0	2	1	0.305	0.783	0.123	0.693	1.096	-0.14	-0.394	-0.055	0.868	-0.157	1.614	"4"
"人权"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"从事"	1	0	0	5	0	0.611	1.565	0.247	1.386	2.191	0.323	-0.788	-0.109	2.496	-1.184	4.9	"4"
"从而"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"代客"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"以南"	1	0	0	0	1	0.204	0.522	0.082	0.462	0.73	0.714	-0.263	-0.036	-0.228	0.224	1.465	"1"
"伊国"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"优先"	0	1	0	0	0	0.102	0.261	0.041	0.231	0.365	-0.047	0.584	-0.018	-0.114	-0.197	0.96	"2"
"优先权"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"优势"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"优化"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"会勘"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"传承"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"传播"	0	0	0	0	2	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	-0.228	0.875	1.495	"5"
"传播力"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"传染病"	0	0	0	0	2	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	-0.228	0.875	1.495	"5"
"传统"	0	0	0	4	1	0.509	1.304	0.205	1.155	1.826	-0.233	-0.656	-0.091	1.935	-0.398	3.313	"4"
"传输"	1	0	0	0	0	0.102	0.261	0.041	0.231	0.365	0.992	-0.131	-0.018	-0.114	-0.197	1.452	"1"
"佈"	0	0	0	0	1	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	-0.114	0.437	0.747	"5"
"低端"	0	0	0	1	0	0.102	0.261	0.041	0.231	0.365	-0.047	-0.131	-0.018	0.636	-0.197	1.029	"4"
"体操"	0	0	0	0	2	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	-0.228	0.875	1.495	"5"
"体育"	0	1	0	3	3	0.712	1.826	0.288	1.617	2.557	-0.326	-0.378	-0.128	0.688	0.299	1.819	"4"
"体育场"	0	0	0	1	1	0.204	0.522	0.082	0.462	0.73	-0.093	-0.263	-0.036	0.389	0.224	1.005	"4"
"作"	0	2	0	0	1	0.305	0.783	0.123	0.693	1.096	-0.14	0.773	-0.055	-0.342	-0.157	1.467	"2"
"使用"	1	0	0	0	2	0.305	0.783	0.123	0.693	1.096	0.56	-0.394	-0.055	-0.342	0.519	1.87	"1"
