"cluster"	"sigcol"
"4"	"到"
"4"	"改到"
"4"	"明天"
"4"	"去"
"4"	"赖员"
"4"	"农政"
"4"	"单"
"4"	"就"
"4"	"动员"
"4"	"工作"
"4"	"活动"
"4"	"星期"
"4"	"假日"
"4"	"就"
"4"	"看到"
"4"	"许多"
"4"	"排队"
"4"	"不少"
"4"	"今天"
"4"	"动作"
"4"	"台视"
"4"	"就"
"4"	"员"
"4"	"到齐"
"4"	"台视"
"4"	"加"
"4"	"法轮功"
"4"	"学员"
"4"	"从"
"4"	"各"
"4"	"赶来"
"4"	"学员"
"4"	"们"
"4"	"扁"
"4"	"每"
"4"	"天"
"4"	"出门"
"4"	"凌晨"
"4"	"家"
"4"	"带"
"4"	"去"
"4"	"寻找"
"4"	"第二"
"4"	"天"
"4"	"同志"
"4"	"敲开"
"4"	"记者"
"4"	"公"
"4"	"园"
"4"	"今天"
"4"	"就"
"4"	"充满"
"4"	"刺鼻"
"4"	"新战"
"4"	"士"
"4"	"服役"
"4"	"带"
"4"	"着"
"4"	"展台"
"4"	"前"
"4"	"坐"
"4"	"公共汽车"
"4"	"赶来"
"4"	"着"
"4"	"队员"
"4"	"们"
"4"	"今天"
"4"	"清"
"4"	"晨"
"4"	"就"
"4"	"来到"
"4"	"天安门"
"4"	"广场"
"4"	"中国男排"
"4"	"主教"
"4"	"练"
"4"	"汪嘉伟"
"4"	"就"
"4"	"赶来"
"4"	"百货"
"4"	"大楼"
"4"	"商场"
"4"	"就"
"4"	"热闹"
"4"	"非"
"4"	"凡"
"4"	"除夕"
"4"	"夜"
"4"	"大年初一"
"4"	"邓"
"4"	"练贤"
"4"	"就"
"4"	"赶往"
"4"	"医院"
"4"	"查房"
"4"	"上午"
"4"	"广泛"
"4"	"关注"
"4"	"五十"
"4"	"中外"
"4"	"记者"
"4"	"就"
"4"	"守候"
"4"	"市政府"
"4"	"进村"
"4"	"当天"
"4"	"村子"
"4"	"周围"
"4"	"就"
"4"	"整"
"4"	"就"
"4"	"活跃"
"4"	"起来"
"4"	"可是"
"4"	"今天"
"4"	"如今"
"4"	"又"
"4"	"OK"
"4"	"8点钟"
"4"	"就"
"4"	"化妆"
"4"	"许多"
"4"	"今天"
"4"	"就"
"4"	"排队"
"4"	"来"
"1"	"在"
"1"	"今天"
"1"	"接到"
"1"	"命令"
"1"	"遭到"
"1"	"攻击"
"1"	"在"
"1"	"蒐证"
"1"	"于"
"1"	"今天"
"1"	"花莲"
"1"	"县警局"
"1"	"警方"
"1"	"前晚"
"1"	"至"
"1"	"今天"
"1"	"飙"
"1"	"勤务"
"1"	"警方"
"1"	"高姓"
"1"	"男子"
"1"	"三时"
"1"	"左"
"1"	"右"
"1"	"手持"
"1"	"预计"
"1"	"三十日"
"1"	"华航"
"1"	"于"
"1"	"三十一日"
"1"	"返国"
"1"	"891013"
"1"	"今天"
"3"	"土反"
"3"	"拍摄到"
"3"	"九月"
"3"	"十三日"
"3"	"开车"
"3"	"前往"
"3"	"电视台女"
"1"	"抢修"
"1"	"欧晋德"
"1"	"今天"
"1"	"到"
"1"	"育乐"
"1"	"干管"
"1"	"抢修"
"1"	"现场"
"1"	"自来水处"
"1"	"今天"
"1"	"一百三十五"
"1"	"抢修"
"1"	"遗"
"1"	"台北"
"1"	"警察局"
"1"	"中山"
"1"	"分局"
"1"	"巡逻"
"1"	"警网"
"1"	"四时"
"1"	"在"
"1"	"堤"
"1"	"八十二"
"1"	"今天"
"1"	"开始"
"1"	"搜寻"
"1"	"罹难者"
"1"	"搜寻"
"1"	"县警察局"
"1"	"佈线"
"1"	"埋伏"
"1"	"今天"
"1"	"在"
"1"	"台中市"
"1"	"松竹"
"1"	"路逮"
"1"	"遭"
"1"	"检方"
"1"	"通缉"
"1"	"今天"
"1"	"柯某"
"1"	"驾车"
"1"	"前往"
"1"	"阳明"
"1"	"士林"
"1"	"分局"
"1"	"台北"
"1"	"二十八"
"1"	"日"
"1"	"今天"
"1"	"四时"
"1"	"福建省"
"1"	"附近"
"1"	"发生"
"1"	"一起"
"1"	"特大"
"1"	"在"
"1"	"今天"
"1"	"二时"
"1"	"一起"
"1"	"在"
"1"	"石城"
"1"	"警方"
"1"	"今天"
"1"	"一时"
"1"	"许"
"1"	"身穿"
"1"	"台北"
"1"	"十一月"
"1"	"一日"
"1"	"零时"
"1"	"起"
"1"	"翡翠"
"1"	"水库"
"1"	"于"
"1"	"明天"
"1"	"三时"
"1"	"洩洪"
"1"	"溪"
"1"	"新店溪"
"3"	"在"
"3"	"九月"
"3"	"日"
"3"	"男子"
"3"	"当天"
"3"	"共乘"
"3"	"车号"
"3"	"K"
"3"	"行经"
"1"	"到"
"1"	"御寒"
"1"	"董事长"
"1"	"蔡辰威"
"1"	"二时"
"1"	"现身"
"1"	"在"
"1"	"登岸"
"1"	"今天"
"1"	"三时"
"1"	"二十分"
"1"	"在"
"1"	"苗栗"
"1"	"渔港"
"1"	"搁浅"
"1"	"科学园区"
"1"	"龙松"
"1"	"变电所"
"1"	"今天"
"1"	"二时"
"1"	"二十"
"1"	"分"
"1"	"许"
"1"	"爆炸"
"1"	"起火"
"1"	"科学园区"
"1"	"科学园区"
"1"	"龙松"
"1"	"变电所"
"1"	"变压器"
"1"	"今天"
"1"	"二时"
"1"	"分"
"1"	"变压器"
"1"	"起火"
"1"	"今天"
"1"	"二时"
"1"	"五十三分"
"1"	"并联"
"1"	"台北县"
"1"	"土城"
"1"	"家俱"
"1"	"工厂"
"1"	"火警"
"1"	"火势"
"1"	"剧烈"
"1"	"台北县"
"1"	"日"
"4"	"北部"
"4"	"豪"
"4"	"特报"
"4"	"从"
"4"	"到"
"4"	"中午"
"4"	"宜兰"
"1"	"一直"
"1"	"直到"
"1"	"八日"
"1"	"二时"
"1"	"从"
"1"	"昨天"
"1"	"到"
"1"	"今天"
"1"	"十时"
"1"	"山区"
"1"	"十一时"
"1"	"签唱"
"1"	"张柏芝"
"1"	"工厂"
"1"	"警消"
"1"	"在"
"1"	"四时"
"1"	"四十九分"
"1"	"接到"
"1"	"火警"
"1"	"报案"
"1"	"到"
"1"	"搜索"
"1"	"彭百显"
"1"	"今天"
"1"	"检方"
"1"	"贪"
"1"	"声请"
"1"	"到"
"1"	"搜索"
"1"	"彭百显"
"1"	"今天"
"1"	"检方"
"1"	"贪污罪"
"1"	"声请"
"1"	"羁押"
"3"	"流星雨"
"3"	"月"
"3"	"十八日"
"3"	"再现"
"3"	"台北"
"3"	"月"
"3"	"十八日"
"3"	"凌晨"
"1"	"警察局"
"1"	"仁"
"1"	"分局"
"1"	"今天"
"1"	"逮获"
"1"	"男子"
"1"	"少年"
"1"	"少年"
"1"	"今天"
"1"	"二时"
"1"	"许"
"1"	"员警"
"1"	"花莲市"
"1"	"中山路"
"3"	"于"
"3"	"十一月"
"3"	"十日"
"3"	"在"
"3"	"巴纽"
"3"	"遭"
"3"	"持刀"
"3"	"虎尾"
"3"	"枪战"
"3"	"在逃"
"3"	"嫌犯"
"3"	"投案"
"3"	"嘉义县"
"1"	"花莲县"
"1"	"日"
"1"	"现役"
"1"	"军人"
"1"	"今天"
"1"	"在"
"1"	"花莲"
"1"	"火车站"
"1"	"搭乘"
"1"	"列车"
"1"	"行经"
"1"	"栋"
"1"	"大楼"
"1"	"今天"
"1"	"发生"
"1"	"火警"
"1"	"消防"
"3"	"警方"
"3"	"在"
"3"	"静坐"
"1"	"位于"
"1"	"台南市"
"1"	"护专"
"1"	"今天"
"1"	"一时"
"1"	"许"
"1"	"火警"
"1"	"一楼"
"3"	"日"
"3"	"九月"
"3"	"二十"
"3"	"一日"
"3"	"毁灭性"
"3"	"地震"
"3"	"在"
"3"	"月"
"3"	"日"
"3"	"二十六日"
"3"	"返国"
"3"	"友人"
"1"	"三十"
"1"	"日"
"1"	"花莲"
"1"	"自强"
"1"	"派出所"
"1"	"员警"
"1"	"陈勇秀"
"1"	"今天"
"1"	"巡逻"
"1"	"勤务"
"1"	"花莲市"
"1"	"伤重"
"1"	"台中市"
"1"	"警方"
"1"	"今天"
"1"	"三十"
"1"	"驾驶"
"1"	"轿车"
"1"	"机车"
"1"	"寄"
"1"	"车处"
"1"	"管理员"
"1"	"今天"
"1"	"在"
"1"	"地点"
"1"	"遭"
"1"	"台东"
"1"	"今天"
"1"	"一时"
"1"	"许"
"1"	"留置"
"1"	"加护"
"1"	"发生"
"1"	"时间"
"1"	"傍晚"
"1"	"五时"
"1"	"至"
"1"	"深夜"
"1"	"凌晨"
"1"	"至"
"1"	"清晨"
"1"	"在"
"1"	"嫌犯"
"1"	"逃逸"
"1"	"今天"
"1"	"一时"
"1"	"三十"
"1"	"分"
"1"	"许"
"1"	"嫌犯"
"1"	"四十五"
"1"	"警方"
"1"	"今天"
"1"	"出动"
"1"	"警力"
"1"	"民防"
"1"	"二十"
"1"	"男子"
"1"	"不幸"
"1"	"今天"
"1"	"零时"
"1"	"左右"
"1"	"台南市"
"1"	"警方"
"1"	"接获"
"1"	"报案"
"3"	"嘉义县"
"3"	"阿里山"
"3"	"发生"
"3"	"地震"
"3"	"台北"
"1"	"在"
"1"	"明天"
"1"	"二时"
"1"	"台北"
"1"	"天"
"1"	"三时"
"1"	"日"
"1"	"海巡"
"1"	"海巡队"
"1"	"三○○七"
"1"	"艇"
"1"	"今天"
"1"	"在"
"1"	"野柳"
"1"	"外海"
"1"	"查获"
"1"	"渔船"
"3"	"日"
"3"	"中正路"
"3"	"天险"
"3"	"路段"
"3"	"发生"
"3"	"小客车"
"3"	"对撞"
"3"	"意外"
"3"	"车号"
"1"	"据报"
"1"	"展开"
"1"	"拦检"
"1"	"于"
"1"	"今天"
"1"	"在"
"1"	"台九线"
"1"	"省道"
"1"	"花东"
"1"	"在"
"1"	"日"
"1"	"一时"
"1"	"左右"
"1"	"台北"
"1"	"时间"
"1"	"十七日"
"1"	"二时"
"1"	"在"
"1"	"一时"
"1"	"左"
"1"	"右"
"1"	"深夜"
"1"	"时段"
"1"	"从"
"1"	"一时"
"1"	"到"
"1"	"五时"
"1"	"蔡姓少"
"1"	"今天"
"1"	"在"
"1"	"承德路"
"1"	"四段"
"1"	"剑潭"
"1"	"搭乘"
"1"	"计程车"
"1"	"前往"
"4"	"平安"
"4"	"高中"
"4"	"杨姓"
"4"	"少年"
"4"	"友人"
"4"	"在"
"4"	"安国"
"1"	"在"
"1"	"二时"
"1"	"南部"
"1"	"驱车"
"1"	"林班地"
"1"	"火警"
"1"	"从"
"1"	"昨晚"
"1"	"延烧"
"1"	"至"
"1"	"今天"
"1"	"才"
"1"	"熄灭"
"1"	"现场"
"1"	"元旦"
"1"	"一时"
"1"	"三十分"
"1"	"至"
"1"	"六时"
"1"	"十分"
"1"	"重播"
"1"	"从"
"1"	"开场"
"1"	"进行到"
"1"	"十二时"
"1"	"三十分"
"1"	"昨晚"
"1"	"至"
"1"	"今天"
"1"	"盛况"
"1"	"时间"
"1"	"运量"
"1"	"昨晚"
"1"	"至"
"1"	"今天"
"1"	"大台北"
"1"	"一时"
"1"	"今天"
"1"	"零时"
"1"	"至"
"1"	"六时"
"1"	"运量"
"1"	"列车"
"1"	"挤"
"1"	"爆"
"1"	"在"
"1"	"零时"
"1"	"前后"
"1"	"船长"
"1"	"今天"
"1"	"安塔利亚"
"1"	"邻近"
"3"	"昨天"
"3"	"嫌犯"
"3"	"投案"
"3"	"今天"
"3"	"嫌犯"
"3"	"投案"
"3"	"寻仇"
"3"	"杀人"
"1"	"二十"
"1"	"工业区"
"1"	"今天"
"4"	"中央政府"
"4"	"九十年度"
"4"	"总预算案"
"4"	"从"
"4"	"到"
"4"	"今天"
"4"	"才"
"4"	"三读"
"4"	"九十"
"4"	"总预算案"
"4"	"从"
"4"	"到"
"4"	"今天"
"4"	"才"
"4"	"三读"
"3"	"天文台"
"3"	"今天"
"3"	"一月"
"3"	"十日"
"3"	"发生"
"3"	"月全蚀"
"1"	"警方"
"1"	"兇杀案"
"1"	"发生"
"1"	"在"
"1"	"一时"
"1"	"余"
"1"	"洪姓"
