"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"."	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"（"	0	0	0	1	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	1.024	-0.09	-0.035	-0.041	-0.029	-0.055	1.45	"4"
"]"	0	0	0	1	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	1.024	-0.09	-0.035	-0.041	-0.029	-0.055	1.45	"4"
"+"	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"11日"	0	0	0	1	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	1.024	-0.09	-0.035	-0.041	-0.029	-0.055	1.45	"4"
"17日"	0	0	1	0	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	1.189	-0.043	-0.09	-0.035	-0.041	-0.029	-0.055	1.629	"3"
"1800"	0	0	0	0	0	0	0	0	1	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	0.925	1.339	"9"
"28日"	0	0	4	0	0	0	0	0	0	0.199	1.001	0.259	0.378	0.752	0.314	0.36	0.262	0.475	-0.089	-0.501	4.758	-0.173	-0.362	-0.142	-0.164	-0.117	-0.22	6.526	"3"
"4万2000"	0	1	0	0	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	0.601	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	-0.055	0.945	"2"
"600"	0	0	0	0	0	0	0	0	1	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	0.925	1.339	"9"
"891028"	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"891103"	0	0	0	0	0	0	0	0	1	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	0.925	1.339	"9"
"891111"	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"891210"	0	0	0	1	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	1.024	-0.09	-0.035	-0.041	-0.029	-0.055	1.45	"4"
"93"	0	0	0	0	0	0	0	1	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	-0.041	1.184	-0.055	1.624	"8"
"APEC"	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"Head"	0	0	0	0	0	0	0	0	1	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	0.925	1.339	"9"
"J"	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"OfState"	0	0	0	0	0	0	0	0	1	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	0.925	1.339	"9"
"一些"	0	0	0	1	1	0	3	0	0	0.249	1.252	0.323	0.473	0.94	0.392	0.45	0.327	0.594	-0.111	-0.626	-0.145	0.407	0.189	-0.177	2.197	-0.147	-0.275	4.274	"7"
"一如"	0	0	0	0	0	3	0	0	0	0.149	0.751	0.194	0.284	0.564	0.235	0.27	0.196	0.357	-0.066	-0.375	-0.087	-0.129	-0.271	3.316	-0.123	-0.088	-0.165	4.62	"6"
"一定"	0	3	0	0	0	0	0	0	0	0.149	0.751	0.194	0.284	0.564	0.235	0.27	0.196	0.357	-0.066	1.804	-0.087	-0.129	-0.271	-0.106	-0.123	-0.088	-0.165	2.839	"2"
"一心"	0	0	0	0	0	0	1	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	-0.09	-0.035	1.045	-0.029	-0.055	1.473	"7"
"一致"	0	0	0	0	4	0	0	0	0	0.199	1.001	0.259	0.378	0.752	0.314	0.36	0.262	0.475	-0.089	-0.501	-0.116	-0.173	2.904	-0.142	-0.164	-0.117	-0.22	4.426	"5"
"万国"	0	1	0	0	0	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	0.601	-0.029	-0.043	-0.09	-0.035	-0.041	-0.029	-0.055	0.945	"2"
"三代"	0	0	0	0	0	2	0	0	2	0.199	1.001	0.259	0.378	0.752	0.314	0.36	0.262	0.475	-0.089	-0.501	-0.116	-0.173	-0.362	1.479	-0.164	-0.117	1.143	4.144	"6"
"三党"	0	0	0	0	1	0	0	0	0	0.05	0.25	0.065	0.095	0.188	0.078	0.09	0.065	0.119	-0.022	-0.125	-0.029	-0.043	0.726	-0.035	-0.041	-0.029	-0.055	1.105	"5"
"三军"	0	0	0	1	1	0	0	0	0	0.099	0.501	0.129	0.189	0.376	0.157	0.18	0.131	0.238	-0.044	-0.25	-0.058	0.744	0.468	-0.071	-0.082	-0.059	-0.11	1.886	"4"
