"Coll_Word"	"1"	"10"	"2"	"3"	"3\""	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_10"	"exp_2"	"exp_3"	"exp_3\""	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_10"	"pbin_2"	"pbin_3"	"pbin_3\""	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"手段"	0	0	0	0	0	0	0	0	2	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	1.838	-0.039	-0.065	2.667	"7"
"手法"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"手续"	0	1	0	0	0	0	0	1	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	0.693	-0.112	-0.039	-0.065	1.803	"6"
"手续费"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"打击"	0	0	0	0	0	2	0	0	1	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	-0.282	-0.029	-0.04	0	1.916	-0.133	-0.148	0.495	-0.059	-0.097	3.57	"4"
"打理"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"打造"	0	0	0	0	0	0	0	0	1	1	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	0.645	1.064	-0.065	2.499	"8"
"扩张"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"批发"	1	0	0	1	0	0	0	4	0	0	0	1.486	1.166	0.131	0.182	0.002	0.39	0.581	0.642	0.723	0.265	0.43	-0.268	-0.563	-0.058	0.772	-0.001	-0.175	-0.265	2.783	-0.335	-0.118	-0.194	5.532	"6"
"承作"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"承兑"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"承包"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"承包商"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"技术"	0	7	0	0	0	0	0	1	2	0	0	2.477	1.943	0.219	0.304	0.004	0.65	0.968	1.071	1.205	0.442	0.717	-1.236	3.143	-0.096	-0.134	-0.002	-0.292	-0.442	-0.15	0.464	-0.196	-0.323	6.478	"10"
"投机"	0	2	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	1.423	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	2.176	"10"
"投资"	1	3	0	0	0	0	0	0	0	0	2	1.486	1.166	0.131	0.182	0.002	0.39	0.581	0.642	0.723	0.265	0.43	-0.268	1.036	-0.058	-0.08	-0.001	-0.175	-0.265	-0.295	-0.335	-0.118	1.197	3.828	"9"
"投资人"	0	3	0	0	0	0	0	1	0	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	1.601	-0.038	-0.054	-0.001	-0.117	-0.177	0.439	-0.223	-0.078	-0.129	3.351	"10"
"报价"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"报章"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"抬价"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"担心"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"拆迁"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"拉各斯"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"拍卖"	0	0	0	0	0	0	0	0	2	0	1	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	-0.282	-0.029	-0.04	0	-0.088	-0.133	-0.148	1.397	-0.059	0.699	3.246	"7"
"拓展"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"招"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"招徕"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"持平"	0	0	0	0	0	0	0	4	0	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	-0.375	-0.038	-0.054	-0.001	-0.117	-0.177	3.881	-0.223	-0.078	-0.129	5.567	"6"
"持有"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"挂牌"	0	1	0	0	0	0	1	3	0	0	0	1.239	0.972	0.11	0.152	0.002	0.325	0.484	0.535	0.602	0.221	0.359	-0.618	0.18	-0.048	-0.067	-0.001	-0.146	0.399	1.984	-0.279	-0.098	-0.162	3.982	"6"
"指出"	0	1	0	0	0	0	0	0	0	1	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	1.064	-0.065	2.233	"8"
"指数"	0	0	0	0	0	0	1	3	0	0	1	1.239	0.972	0.11	0.152	0.002	0.325	0.484	0.535	0.602	0.221	0.359	-0.618	-0.469	-0.048	-0.067	-0.001	-0.146	0.399	1.984	-0.279	-0.098	0.508	4.617	"6"
"指示"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"按"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"按摩"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"换汇"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"授权"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"排名"	0	0	0	0	0	0	5	0	0	0	0	1.239	0.972	0.11	0.152	0.002	0.325	0.484	0.535	0.602	0.221	0.359	-0.618	-0.469	-0.048	-0.067	-0.001	-0.146	5.07	-0.246	-0.279	-0.098	-0.162	7.204	"5"
"排污"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"探马叻"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"接"	1	0	0	1	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	0.362	-0.188	-0.019	1.223	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	2.252	"3"
"接管"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"接过来"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"控管"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"控股"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"提供"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"提供有"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"揭发"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"搞钱"	0	0	1	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	1.659	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	2.12	"2"
"摊主"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"撮合"	0	1	0	0	0	0	0	0	1	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	-0.098	0.645	-0.039	-0.065	1.741	"7"
"操纵"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"攀高"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"支付"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"收市"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"收盘"	0	2	0	0	0	0	2	0	0	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	0.764	-0.038	-0.054	-0.001	-0.117	1.308	-0.197	-0.223	-0.078	-0.129	3.403	"5"
"收购"	1	0	0	0	0	2	0	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	0.241	-0.282	-0.029	-0.04	0	1.916	-0.133	-0.148	-0.167	-0.059	-0.097	3.112	"4"
"放宽"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"政商"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"故障"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"效率"	0	0	0	0	0	0	0	0	2	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	1.838	-0.039	-0.065	2.667	"7"
"敢"	4	1	0	0	0	0	0	0	0	0	0	1.239	0.972	0.11	0.152	0.002	0.325	0.484	0.535	0.602	0.221	0.359	1.821	0.18	-0.048	-0.067	-0.001	-0.146	-0.221	-0.246	-0.279	-0.098	-0.162	3.269	"1"
"散户"	0	3	0	0	0	0	0	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	2.134	-0.029	-0.04	0	-0.088	-0.133	-0.148	-0.167	-0.059	-0.097	3.266	"10"
"散股"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"数量"	1	0	0	0	0	0	2	0	0	0	1	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	0.168	-0.375	-0.038	-0.054	-0.001	-0.117	1.308	-0.197	-0.223	-0.078	0.589	3.148	"5"
"文本"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"文礼"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"料"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"新交所"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"新低"	0	1	0	0	0	0	1	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	0.735	-0.098	-0.112	-0.039	-0.065	1.855	"5"
"新元"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"新加坡商"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"新华"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"新增"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"新措施"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"新湖"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"新股"	0	5	0	0	0	0	0	0	0	0	0	1.239	0.972	0.11	0.152	0.002	0.325	0.484	0.535	0.602	0.221	0.359	-0.618	3.557	-0.048	-0.067	-0.001	-0.146	-0.221	-0.246	-0.279	-0.098	-0.162	5.443	"10"
"新邮政"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"新高"	0	0	0	0	0	0	1	2	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	-0.282	-0.029	-0.04	0	-0.088	0.58	1.496	-0.167	-0.059	-0.097	3.209	"6"
"方式"	0	2	0	0	0	0	0	0	2	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	0.764	-0.038	-0.054	-0.001	-0.117	-0.177	-0.197	1.132	-0.078	-0.129	3.181	"7"
"施行"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"旅"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"旅客"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"旅舍"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"旅行团"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"无效"	1	1	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	0.362	0.455	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.323	"10"
"日"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"日企"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"日圆"	0	0	0	0	0	0	9	1	0	0	0	2.477	1.943	0.219	0.304	0.004	0.65	0.968	1.071	1.205	0.442	0.717	-1.236	-0.939	-0.096	-0.134	-0.002	-0.292	8.166	-0.15	-0.558	-0.196	-0.323	12.092	"5"
"日复一日"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"旧"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"早盘"	0	1	0	0	0	0	1	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	0.735	-0.098	-0.112	-0.039	-0.065	1.855	"5"
"时候"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"时差"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"时间"	0	6	0	0	0	0	0	0	0	0	0	1.486	1.166	0.131	0.182	0.002	0.39	0.581	0.642	0.723	0.265	0.43	-0.742	4.269	-0.058	-0.08	-0.001	-0.175	-0.265	-0.295	-0.335	-0.118	-0.194	6.532	"10"
"旺"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"旺盛"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"昂贵"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"昇阳"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"明细"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"易日"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"易量"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"星方"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"春季"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"春日"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"春节期"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
