"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"----"	0	0	0	0	0	0	0	0	2	0.155	0.136	0.289	0.051	0.067	0.149	0.146	0.058	0.949	-0.07	-0.061	-0.135	-0.022	-0.03	-0.067	-0.066	-0.026	0.647	1.124	"9"
"?"	0	0	0	0	0	0	1	0	6	0.542	0.478	1.01	0.178	0.235	0.52	0.512	0.203	3.322	-0.245	-0.215	-0.474	-0.078	-0.104	-0.235	0.384	-0.089	1.324	3.148	"9"
"﹃"	0	1	0	0	0	0	0	1	0	0.155	0.136	0.289	0.051	0.067	0.149	0.146	0.058	0.949	-0.07	0.88	-0.135	-0.022	-0.03	-0.067	-0.066	1.243	-0.559	3.072	"8"
"﹄"	0	1	0	0	0	0	0	1	0	0.155	0.136	0.289	0.051	0.067	0.149	0.146	0.058	0.949	-0.07	0.88	-0.135	-0.022	-0.03	-0.067	-0.066	1.243	-0.559	3.072	"8"
"|"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891003"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891004"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891014"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891020"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891024"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891102"	0	0	0	0	0	0	0	0	1	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	-0.013	0.324	0.564	"9"
"891104"	0	0	0	0	0	0	0	1	0	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	1.538	-0.279	2.044	"8"
"891114"	0	0	0	0	0	0	0	1	0	0.077	0.068	0.144	0.025	0.034	0.074	0.073	0.029	0.475	-0.035	-0.031	-0.068	-0.011	-0.015	-0.034	-0.033	1.538	-0.279	2.044	"8"
