"","clusterID","公路ɡōnɡ_lù","道路dǎo_lù","街路jiē_lù","街道jiē_dǎo","路径lù_jìnɡ","路线lù_xiàn","马路mǎ_lù","TW","ML","SG","variant_I","lect_I","TotalFreq"
"1",1,81,1,0,0,0,0,0,5,61,16,0.975907198096371,0.595181439619274,82
"2",2,74,51,1,37,2,34,21,61,82,77,0.228264462809917,0.338305785123967,220
"3",3,2,7,0,3,0,5,2,5,8,6,0.25207756232687,0.346260387811634,19
"4",4,48,20,0,0,0,0,0,9,52,7,0.58477508650519,0.612889273356401,68
"5",5,0,5,0,0,0,14,0,4,3,12,0.612188365650969,0.46814404432133,19
"6",6,15,45,0,2,2,27,1,26,46,20,0.353024574669187,0.377126654064272,92
