"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"、"	0	13	0	2.735	8.054	2.211	-1.333	2.703	-1.053	5.089	"2"
";"	0	3	0	0.631	1.859	0.51	-0.308	0.624	-0.243	1.175	"2"
"》"	0	4	0	0.841	2.478	0.68	-0.41	0.832	-0.324	1.566	"2"
"」"	0	2	0	0.421	1.239	0.34	-0.205	0.416	-0.162	0.783	"2"
"【"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"】"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"+"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"＝"	0	0	2	0.421	1.239	0.34	-0.205	-0.839	1.539	2.583	"3"
"¤"	0	3	0	0.631	1.859	0.51	-0.308	0.624	-0.243	1.175	"2"
"127"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"198"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"2001年度"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"2150"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"3.5"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"37.5"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"5250"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"63"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"8163"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"891003"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"900111"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"A"	0	0	4	0.841	2.478	0.68	-0.41	-1.679	3.077	5.166	"3"
"ADSL"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"B2B价"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"e"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"G"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"GMP"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"HP"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"II"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"iTSC"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"JEDC"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"LINUX"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"TVBS"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"WHO"	3	0	0	0.631	1.859	0.51	2.031	-1.259	-0.243	3.533	"1"
"WTO"	0	3	0	0.631	1.859	0.51	-0.308	0.624	-0.243	1.175	"2"
"一二"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"一些"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"一元化"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"一口"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"一律"	0	2	0	0.421	1.239	0.34	-0.205	0.416	-0.162	0.783	"2"
"一揽子"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"一时间"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"一次性"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"一流"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"一点"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"一百万"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"一级"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"一般"	1	5	1	1.472	4.337	1.191	-0.261	0.334	-0.18	0.775	"2"
"一贯"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"七堵区"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"七时"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"三亚"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"上市"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"上市公司"	0	2	0	0.421	1.239	0.34	-0.205	0.416	-0.162	0.783	"2"
"上报"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"上柜"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"上班"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"上网"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"上课"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"上调"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"上限"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"下海"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不一"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不予"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不仅仅"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"不会"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不准"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不加"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"不动产"	0	0	1	0.21	0.62	0.17	-0.103	-0.42	0.769	1.292	"3"
"不可"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不同"	0	2	1	0.631	1.859	0.51	-0.308	0.17	0.368	0.846	"3"
"不移"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不致于"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"不论"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"与"	0	3	0	0.631	1.859	0.51	-0.308	0.624	-0.243	1.175	"2"
"专业"	0	3	0	0.631	1.859	0.51	-0.308	0.624	-0.243	1.175	"2"
"专案"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"专用"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"世卫"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"世界贸易组织"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"业务"	0	1	0	0.21	0.62	0.17	-0.103	0.208	-0.081	0.392	"2"
"东协"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
"东送"	1	0	0	0.21	0.62	0.17	0.677	-0.42	-0.081	1.178	"1"
