"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"﹐"	0	1	0	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	0.698	-0.178	-0.027	-0.134	1.101	"2"
";"	0	13	0	0	11	3.29	4.814	8.086	1.438	6.372	-1.537	3.651	-4.282	-0.644	1.484	11.598	"3"
"；"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"|"	0	1	0	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	0.698	-0.178	-0.027	-0.134	1.101	"2"
"1.3"	0	1	0	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	0.698	-0.178	-0.027	-0.134	1.101	"2"
"11日"	1	0	1	0	0	0.274	0.401	0.674	0.12	0.531	0.593	-0.194	0.252	-0.054	-0.268	1.361	"1"
"1993年"	0	1	0	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	0.698	-0.178	-0.027	-0.134	1.101	"2"
"1998年"	0	0	0	0	1	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	-0.178	-0.027	0.576	0.942	"5"
"2000"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"20余"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"280万"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"300"	0	0	2	0	0	0.274	0.401	0.674	0.12	0.531	-0.128	-0.194	0.945	-0.054	-0.268	1.589	"3"
"30日电"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"3248"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"3万"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
"700万"	0	0	1	0	0	0.137	0.201	0.337	0.06	0.266	-0.064	-0.097	0.472	-0.027	-0.134	0.794	"3"
