"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"5\""	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_5\""	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_5\""	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"义工"	0	0	0	0	2	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	1.05	0	-0.043	-0.027	-0.038	-0.134	1.696	"5"
"之所以"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"乒乓"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"乙组"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"九成"	0	0	0	0	1	0	0	0	0	1	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	0.294	0	-0.043	-0.027	-0.038	0.577	1.383	"9"
"书法展"	2	0	0	0	0	0	2	0	0	0	0.55	0.291	0.286	0.621	1.195	0.002	0.193	0.121	0.172	0.571	1.028	-0.131	-0.129	-0.293	-0.616	-0.001	1.884	-0.053	-0.076	-0.267	4.478	"6"
"书艺"	0	0	0	0	0	0	1	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	1.317	-0.013	-0.019	-0.067	1.772	"6"
"事件簿"	0	0	0	0	0	0	0	0	1	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	1.366	-0.067	1.823	"8"
"二级"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"于是"	0	0	0	2	0	0	0	0	0	2	0.55	0.291	0.286	0.621	1.195	0.002	0.193	0.121	0.172	0.571	-0.257	-0.131	-0.129	0.934	-0.616	-0.001	-0.086	-0.053	-0.076	0.999	3.282	"9"
"云南省"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"五百多"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"亚军"	2	0	0	0	0	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	1.724	-0.066	-0.064	-0.146	-0.308	0	-0.043	-0.027	-0.038	-0.134	2.55	"1"
"亚洲盃"	2	0	0	0	0	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	1.724	-0.066	-0.064	-0.146	-0.308	0	-0.043	-0.027	-0.038	-0.134	2.55	"1"
"亚芭耶纳多"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"交流"	0	0	0	0	3	0	0	0	0	0	0.412	0.218	0.215	0.465	0.896	0.001	0.145	0.09	0.129	0.428	-0.193	-0.098	-0.097	-0.22	1.575	-0.001	-0.064	-0.04	-0.057	-0.201	2.546	"5"
"交警"	0	0	0	2	0	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	1.619	-0.308	0	-0.043	-0.027	-0.038	-0.134	2.427	"4"
"交通安全"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"产生"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"亲子"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"亲近"	0	0	0	0	0	0	0	0	1	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	1.366	-0.067	1.823	"8"
"人才"	1	0	0	0	1	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	0.592	-0.066	-0.064	-0.146	0.294	0	-0.043	-0.027	-0.038	-0.134	1.404	"1"
"人文"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"人格"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"人生"	0	0	0	0	2	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	1.05	0	-0.043	-0.027	-0.038	-0.134	1.696	"5"
"人群"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"从事"	0	0	0	0	2	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	1.05	0	-0.043	-0.027	-0.038	-0.134	1.696	"5"
"从军"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"从戎"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"代沟"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"代表队"	3	0	0	0	0	0	0	0	0	0	0.412	0.218	0.215	0.465	0.896	0.001	0.145	0.09	0.129	0.428	2.585	-0.098	-0.097	-0.22	-0.462	-0.001	-0.064	-0.04	-0.057	-0.201	3.825	"1"
"以下"	0	0	7	1	0	0	0	0	0	0	1.1	0.582	0.572	1.241	2.389	0.003	0.386	0.241	0.344	1.141	-0.514	-0.262	7.143	-0.193	-1.232	-0.001	-0.172	-0.106	-0.153	-0.535	10.311	"3"
"以及"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"价值观"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"伍芳雄"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"休闲"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"优异"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"优秀"	1	0	0	0	0	0	1	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	0.592	-0.066	-0.064	-0.146	-0.308	0	1.026	-0.027	-0.038	-0.134	2.401	"6"
"伙"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"伙同"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"会"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"会面"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"传承给"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"传播"	0	0	0	0	2	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	1.05	0	-0.043	-0.027	-0.038	-0.134	1.696	"5"
"伤害"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"伴奏"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"伸出"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"住处"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"体"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"体坛"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"体育"	4	0	0	0	8	0	0	0	0	2	1.924	1.018	1.002	2.172	4.181	0.006	0.675	0.422	0.602	1.998	0.94	-0.459	-0.451	-1.025	1.514	-0.002	-0.301	-0.186	-0.267	0.212	5.357	"5"
"体育部"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"体育馆"	0	0	0	0	2	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	1.05	0	-0.043	-0.027	-0.038	-0.134	1.696	"5"
"体适能"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"作案"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"使用"	0	0	0	0	4	0	1	0	0	0	0.687	0.364	0.358	0.776	1.493	0.002	0.241	0.151	0.215	0.713	-0.321	-0.164	-0.161	-0.366	1.519	-0.001	0.66	-0.066	-0.095	-0.334	3.687	"5"
"供词"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"依"	0	0	0	2	0	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	1.619	-0.308	0	-0.043	-0.027	-0.038	-0.134	2.427	"4"
"侦破"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"侵犯"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"俄军"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"保护"	0	4	1	0	0	0	1	1	0	0	0.962	0.509	0.501	1.086	2.09	0.003	0.338	0.211	0.301	0.999	-0.45	3.087	0.392	-0.513	-1.078	-0.001	0.534	0.715	-0.134	-0.468	7.372	"2"
"保护法"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"保释"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"保险套"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"俱"	1	0	0	0	0	0	1	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	0.592	-0.066	-0.064	-0.146	-0.308	0	1.026	-0.027	-0.038	-0.134	2.401	"6"
"俱乐部"	7	0	0	0	2	0	1	0	0	0	1.375	0.727	0.715	1.551	2.986	0.004	0.482	0.301	0.43	1.427	4.12	-0.328	-0.322	-0.732	-0.413	-0.002	0.409	-0.133	-0.191	-0.669	7.319	"1"
"借"	1	0	0	1	2	0	0	0	0	0	0.55	0.291	0.286	0.621	1.195	0.002	0.193	0.121	0.172	0.571	0.35	-0.131	-0.129	0.309	0.461	-0.001	-0.086	-0.053	-0.076	-0.267	1.863	"5"
"借阅率"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"倡导"	0	0	0	0	0	0	1	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	1.317	-0.013	-0.019	-0.067	1.772	"6"
"倾"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"假借"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"假期"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"偏差型"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"健康"	0	3	0	0	15	0	0	0	0	0	2.474	1.309	1.288	2.793	5.375	0.007	0.868	0.543	0.774	2.568	-1.156	0.858	-0.58	-1.318	5.388	-0.003	-0.386	-0.239	-0.344	-1.203	11.475	"5"
"偶像剧"	0	0	0	0	0	0	0	0	2	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	-0.064	-0.146	-0.308	0	-0.043	-0.027	2.733	-0.134	3.649	"8"
"儿"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"儿童"	0	43	0	0	2	0	1	0	0	0	6.323	3.346	3.291	7.137	13.737	0.018	2.219	1.387	1.978	6.564	-2.954	44.856	-1.483	-3.368	-4.768	-0.008	-0.465	-0.611	-0.878	-3.076	62.467	"2"
"先锋队"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"免"	0	1	0	0	1	0	0	0	0	0	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	0.853	-0.064	-0.146	0.294	0	-0.043	-0.027	-0.038	-0.134	1.727	"2"
"入场"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"全国"	5	1	0	0	4	0	4	0	0	0	1.924	1.018	1.002	2.172	4.181	0.006	0.675	0.422	0.602	1.998	1.475	-0.137	-0.451	-1.025	-0.23	-0.002	2.436	-0.186	-0.267	-0.936	7.145	"6"
"八十六"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"公佈"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"公德心"	0	0	0	0	0	0	0	1	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	1.521	-0.019	-0.067	1.984	"7"
"公然"	0	0	1	0	0	0	0	0	0	1	0.275	0.145	0.143	0.31	0.597	0.001	0.096	0.06	0.086	0.285	-0.128	-0.066	0.86	-0.146	-0.308	0	-0.043	-0.027	-0.038	0.577	2.193	"3"
"公益"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"公益性"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"公视"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"共组"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"共青团"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"关怀"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"关爱"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"兴奋剂"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"其实"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"养"	0	0	0	0	0	0	1	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	1.317	-0.013	-0.019	-0.067	1.772	"6"
"养成"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"写作"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"冠军"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"冬训"	1	0	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	0.862	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.274	"1"
"冰"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"冰球队"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"冰雪"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"冲进"	0	0	0	1	0	0	0	0	0	2	0.412	0.218	0.215	0.465	0.896	0.001	0.145	0.09	0.129	0.428	-0.193	-0.098	-0.097	0.401	-0.462	-0.001	-0.064	-0.04	-0.057	1.258	2.671	"9"
"净化"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"凌虐"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
"减少"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"减肥药"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"几百"	0	1	0	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	1.138	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.581	"2"
"凤山"	0	0	0	0	0	0	1	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	1.317	-0.013	-0.019	-0.067	1.772	"6"
"凭借"	0	0	0	0	0	0	0	0	0	1	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	-0.154	0	-0.021	-0.013	-0.019	0.846	1.255	"9"
"凶案"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"凸显出"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"出入"	0	0	1	0	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	1.145	-0.073	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.589	"3"
"出版品"	0	0	0	0	1	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	-0.073	0.525	0	-0.021	-0.013	-0.019	-0.067	0.847	"5"
"函送"	0	0	0	1	0	0	0	0	0	0	0.137	0.073	0.072	0.155	0.299	0	0.048	0.03	0.043	0.143	-0.064	-0.033	-0.032	0.809	-0.154	0	-0.021	-0.013	-0.019	-0.067	1.212	"4"
