"cluster"	"sigcol"
"1"	"公务人员"
"1"	"职等"
"1"	"对照"
"1"	"将"
"1"	"医事"
"1"	"人员"
"1"	"俸点"
"1"	"对照"
"1"	"职等"
"1"	"本俸"
"1"	"级数"
"1"	"涉及"
"1"	"十八万"
"1"	"数目"
"1"	"依法"
"1"	"行政"
"1"	"」"
"1"	"要"
"1"	"宣誓"
"1"	"入党"
"1"	"将"
"1"	"务"
"1"	"文化局"
"1"	"文化局"
"1"	"忙"
"1"	"不可开交"
"1"	"依法"
"1"	"根据"
"1"	"因公"
"1"	"涉讼"
"1"	"辅"
"1"	"助"
"1"	"办法"
"1"	"准用"
"1"	"数十"
"1"	"退休"
"1"	"今天"
"1"	"议会"
"1"	"抗议"
"1"	"大会"
"1"	"今天"
"1"	"数十"
"1"	"位"
"1"	"退休"
"1"	"议会"
"1"	"抗议"
"1"	"议会"
"1"	"放榜"
"1"	"八十九"
"1"	"年"
"1"	"特种"
"1"	"考试"
"1"	"司法"
"1"	"人员"
"1"	"考试"
"1"	"及"
"1"	"林明锵"
"1"	"归纳"
"1"	"挑战"
"1"	"挑战"
"1"	"要求"
"1"	"劳方"
"1"	"县警局"
"1"	"课长"
"1"	"陈靖"
"1"	"平获"
"1"	"杰出"
"1"	"贡献奖"
"1"	"南投县"
"1"	"奖"
"1"	"铨叙部"
"1"	"七月"
"1"	"九日"
"1"	"发佈"
"1"	"「"
"1"	"杰出"
"1"	"贡"
"1"	"献"
"1"	"奖"
"1"	"选拔"
"1"	"及"
"1"	"表扬"
"1"	"作业"
"1"	"要点"
"1"	"」"
"1"	"期勉"
"1"	"所有"
"1"	"因应"
"1"	"世纪"
"1"	"来临"
"1"	"「"
"1"	"二"
"1"	"适时"
"1"	"保障"
"1"	"公务人员"
"1"	"繁忙"
"1"	"公务"
"1"	"将"
"1"	"激发"
"1"	"退休"
"1"	"三"
"1"	"原"
"1"	"政"
"1"	"府"
"1"	"共同"
"1"	"拨缴"
"1"	"费用"
"1"	"建立"
"1"	"退休"
"1"	"抚卹"
"1"	"基金"
"1"	"草案"
"1"	"业经"
"1"	"行政院"
"1"	"审议"
"1"	"铨叙部"
"1"	"通盘"
"1"	"请假"
"1"	"规则"
"1"	"业经"
"1"	"考试院"
"1"	"院会"
"1"	"审议"
"1"	"通过"
"1"	"缩减"
"1"	"年"
"1"	"国军"
"1"	"军官"
"1"	"外职停役"
"1"	"转任"
"1"	"检覈"
"1"	"考试"
"1"	"及格"
"1"	"权益"
"1"	"科长"
"1"	"丁若庭"
"1"	"说明"
"1"	"「"
"1"	"任用法"
"1"	"」"
"1"	"第二十八"
"1"	"条规"
"1"	"明定"
"1"	"认知"
"1"	"精进"
"1"	"研讨"
"1"	"制度"
"1"	"着重"
"1"	"公务人员"
"1"	"观念"
"1"	"革新"
"1"	"提升"
"1"	"明年"
"1"	"积极"
"1"	"培训"
"1"	"自"
"1"	"督考"
"1"	"风纪"
"1"	"失职"
"1"	"市府"
"1"	"公务员"
"1"	"无"
"1"	"涉"
"1"	"尊严"
"1"	"何在"
"1"	"无关"
"1"	"公务员"
"1"	"调整"
"1"	"心态"
"1"	"总时数"
"1"	"四十四"
"1"	"新制"
"1"	"施行"
"1"	"明年"
"1"	"放假"
"1"	"日数"
"1"	"一百一十三"
"1"	"劳工"
"1"	"九十七"
"1"	"法人"
"1"	"继续"
"1"	"担任"
"1"	"双轨制"
"1"	"全国"
"1"	"全面"
"1"	"五万"
"1"	"百分之十"
"1"	"标准"
"1"	"计划"
"1"	"薪水"
"1"	"调升"
"1"	"幅度"
"1"	"政府"
"1"	"低层"
"1"	"不满"
"1"	"政府"
"1"	"拒绝"
"1"	"强行"
"1"	"扣缴"
"3"	"政府"
"3"	"民间"
"3"	"营"
"3"	"人力"
"1"	"强化"
"1"	"行政"
"1"	"效率"
"1"	"改变"
"1"	"推"
"1"	"转型"
"1"	"政府"
"1"	"转型"
"1"	"公务员"
"1"	"转型"
"1"	"900103"
"1"	"马英九"
"1"	"勉励"
"1"	"市府"
"1"	"用心"
"1"	"思考"
"1"	"发挥"
"1"	"黄淑芳"
"1"	"一月"
"1"	"一般"
"1"	"春节"
"1"	"一月"
"1"	"二十八"
"1"	"贪污"
"1"	"舞弊"
"1"	"薪津"
"1"	"条例"
"1"	"加入"
"1"	"公务员"
"1"	"队伍"
"1"	"三十八"
"1"	"回归"
"1"	"后继"
"1"	"续"
"1"	"带领"
"1"	"队伍"
"1"	"行政"
"1"	"深信"
"1"	"队伍"
"3"	"辞去"
"3"	"香港"
"3"	"首长"
"3"	"职务"
"3"	"政务"
"3"	"陈方安生"
"1"	"高薪"
"1"	"公务员"
"1"	"缴交"
"1"	"税款"
"1"	"据称"
"1"	"缴交"
"1"	"税款"
"1"	"澳门"
"1"	"民间"
"1"	"政府"
"1"	"刑法"
"1"	"条"
"1"	"第二百十三"
"1"	"条"
"1"	"登载"
"1"	"不实"
"1"	"文书"
"1"	"罪"
"1"	"公款"
"1"	"全面"
"1"	"实施"
"1"	"週休"
"1"	"二"
"1"	"春节"
"1"	"公务员"
"1"	"贪污"
"1"	"涉"
"1"	"个别"
"1"	"名"
"1"	"贪污"
"1"	"县府"
"1"	"握"
"1"	"光阴"
"1"	"坚守"
"1"	"岗位"
"1"	"服务"
"1"	"中专"
"1"	"退休"
"1"	"年龄"
"1"	"特区"
"1"	"行政"
"1"	"长官"
"1"	"何厚铧"
"1"	"队伍"
"1"	"考试"
"1"	"制度"
"1"	"今后"
"1"	"录用"
"1"	"事业"
"1"	"继续"
"1"	"实行"
"1"	"人事部"
"1"	"张普善"
"1"	"满意"
"1"	"荣誉"
"1"	"称号"
"1"	"张普善"
"1"	"从事"
"1"	"直"
"1"	"月平均"
"1"	"工资"
"1"	"1100"
"1"	"秘鲁"
"1"	"政府"
"1"	"降低"
"1"	"工资"
"1"	"利马"
"3"	"香港"
"3"	"5000多"
"3"	"名"
"3"	"获准"
"3"	"退休"
"3"	"香港"
"3"	"香港"
"3"	"特区"
"3"	"政府"
"1"	"互派"
"1"	"李东浩"
"1"	"亳州"
"1"	"挂职"
"1"	"录用"
"1"	"计委"
"1"	"编制"
"1"	"公共"
