"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"、"	0	3	0	46	4.742	23.644	1.954	18.66	-2.166	-9.815	-0.866	15.629	28.476	"4"
"「"	0	0	0	5	0.484	2.413	0.199	1.904	-0.221	-1.431	-0.088	2.096	3.836	"4"
"」"	0	0	0	5	0.484	2.413	0.199	1.904	-0.221	-1.431	-0.088	2.096	3.836	"4"
"133"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"475"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"891108"	1	0	0	0	0.097	0.483	0.04	0.381	1.014	-0.286	-0.018	-0.208	1.526	"1"
"Arabica"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"ＣＮＮ"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"DIY"	0	0	0	2	0.194	0.965	0.08	0.762	-0.088	-0.572	-0.035	0.839	1.534	"4"
"Type"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"Vaio"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"一二"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"一定"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"一波三折"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"一般"	0	4	0	1	0.484	2.413	0.199	1.904	-0.221	0.779	-0.088	-0.431	1.519	"2"
"一贯"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"一起"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"七"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"万分"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"三七"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"三零年代"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"上千"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"上厕所"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"上品"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"上新"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"下去"	0	1	1	0	0.194	0.965	0.08	0.762	-0.088	0.135	1.107	-0.416	1.746	"3"
"下酒"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"不利"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"不可能"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"不同"	0	0	0	2	0.194	0.965	0.08	0.762	-0.088	-0.572	-0.035	0.839	1.534	"4"
"不同于"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"不同人"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"不失"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"不如"	1	0	0	0	0.097	0.483	0.04	0.381	1.014	-0.286	-0.018	-0.208	1.526	"1"
"不幸"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"不正"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"不死"	0	1	0	0	0.097	0.483	0.04	0.381	-0.044	0.316	-0.018	-0.208	0.586	"2"
"不移"	0	0	1	0	0.097	0.483	0.04	0.381	-0.044	-0.286	1.399	-0.208	1.937	"3"
"不良"	0	4	0	0	0.387	1.93	0.159	1.523	-0.177	1.266	-0.071	-0.833	2.347	"2"
"不论"	1	0	0	0	0.097	0.483	0.04	0.381	1.014	-0.286	-0.018	-0.208	1.526	"1"
"与"	0	5	0	1	0.581	2.895	0.239	2.285	-0.265	1.028	-0.106	-0.578	1.977	"2"
"专案"	7	0	0	0	0.677	3.378	0.279	2.666	7.1	-2.003	-0.124	-1.457	10.684	"1"
"专辑"	0	0	0	1	0.097	0.483	0.04	0.381	-0.044	-0.286	-0.018	0.419	0.767	"4"
"世代"	0	2	0	1	0.29	1.448	0.12	1.142	-0.133	0.324	-0.053	-0.17	0.68	"2"
"业"	0	4	0	0	0.387	1.93	0.159	1.523	-0.177	1.266	-0.071	-0.833	2.347	"2"
