"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"："	0	4	1	0	2	0	0	0	0.704	1.296	1.796	0.232	0.934	1.226	0.372	0.44	-0.322	1.593	-0.368	-0.102	0.624	-0.585	-0.166	-0.198	3.958	"2"
"！"	0	1	0	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	0.733	-0.129	-0.015	-0.062	-0.084	-0.024	-0.028	1.121	"2"
"100"	0	2	0	0	3	0	0	0	0.503	0.926	1.283	0.166	0.667	0.875	0.266	0.315	-0.23	0.634	-0.644	-0.073	1.715	-0.418	-0.119	-0.141	3.974	"5"
"1000"	0	11	1	0	0	0	1	0	1.308	2.406	3.335	0.431	1.735	2.276	0.691	0.818	-0.599	6.328	-0.934	-0.19	-0.809	-1.087	0.294	-0.367	10.608	"2"
"100万"	0	5	2	0	2	0	1	0	1.006	1.851	2.565	0.331	1.334	1.751	0.532	0.629	-0.461	1.621	-0.296	-0.146	0.405	-0.836	0.376	-0.282	4.423	"2"
"108万"	0	0	1	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	0.591	-0.015	-0.062	-0.084	-0.024	-0.028	0.939	"3"
"109万416"	0	0	0	0	0	1	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	-0.129	-0.015	-0.062	0.757	-0.024	-0.028	1.15	"6"
"10万"	0	1	0	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	0.733	-0.129	-0.015	-0.062	-0.084	-0.024	-0.028	1.121	"2"
"1200"	0	0	1	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	0.591	-0.015	-0.062	-0.084	-0.024	-0.028	0.939	"3"
"120万"	0	0	0	0	0	1	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	-0.129	-0.015	-0.062	0.757	-0.024	-0.028	1.15	"6"
"1300"	0	0	0	0	1	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	-0.129	-0.015	0.875	-0.084	-0.024	-0.028	1.29	"5"
"137,000"	0	0	1	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	0.591	-0.015	-0.062	-0.084	-0.024	-0.028	0.939	"3"
"13万7000"	0	0	1	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	0.591	-0.015	-0.062	-0.084	-0.024	-0.028	0.939	"3"
"140"	0	0	1	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	0.591	-0.015	-0.062	-0.084	-0.024	-0.028	0.939	"3"
"150"	0	0	0	0	1	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	-0.129	-0.015	0.875	-0.084	-0.024	-0.028	1.29	"5"
"1500"	0	1	0	0	1	0	0	0	0.201	0.37	0.513	0.066	0.267	0.35	0.106	0.126	-0.092	0.474	-0.257	-0.029	0.604	-0.167	-0.047	-0.056	1.726	"5"
"157万"	0	0	0	0	0	1	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	-0.129	-0.015	-0.062	0.757	-0.024	-0.028	1.15	"6"
"15万"	0	0	2	0	0	0	0	0	0.201	0.37	0.513	0.066	0.267	0.35	0.106	0.126	-0.092	-0.178	1.182	-0.029	-0.124	-0.167	-0.047	-0.056	1.875	"3"
"17万6500"	0	1	0	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	0.733	-0.129	-0.015	-0.062	-0.084	-0.024	-0.028	1.121	"2"
"187万5000"	0	0	1	0	0	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	0.591	-0.015	-0.062	-0.084	-0.024	-0.028	0.939	"3"
"199"	0	0	0	0	1	0	0	0	0.101	0.185	0.257	0.033	0.133	0.175	0.053	0.063	-0.046	-0.089	-0.129	-0.015	0.875	-0.084	-0.024	-0.028	1.29	"5"
"1万"	0	2	0	0	2	0	0	0	0.402	0.74	1.026	0.133	0.534	0.7	0.213	0.252	-0.184	0.8	-0.515	-0.059	1.052	-0.334	-0.095	-0.113	3.152	"5"
