"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	0	1	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	-0.044	-0.025	-0.026	-0.065	0.682	-0.041	-0.189	1.072	"5"
"："	0	0	0	0	4	0	0	0.382	0.221	0.236	0.559	0.833	0.359	1.41	-0.175	-0.099	-0.106	-0.262	2.726	-0.163	-0.755	4.286	"5"
"！"	0	0	0	0	1	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	-0.044	-0.025	-0.026	-0.065	0.682	-0.041	-0.189	1.072	"5"
"？"	0	0	0	0	1	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	-0.044	-0.025	-0.026	-0.065	0.682	-0.041	-0.189	1.072	"5"
"‘"	0	0	0	0	2	0	0	0.191	0.11	0.118	0.28	0.416	0.179	0.705	-0.087	-0.049	-0.053	-0.131	1.363	-0.082	-0.378	2.143	"5"
"’"	0	0	0	0	1	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	-0.044	-0.025	-0.026	-0.065	0.682	-0.041	-0.189	1.072	"5"
"《"	0	0	0	0	11	0	0	1.051	0.607	0.65	1.537	2.29	0.986	3.879	-0.48	-0.271	-0.291	-0.719	7.498	-0.449	-2.077	11.785	"5"
"》"	0	0	0	0	11	0	0	1.051	0.607	0.65	1.537	2.29	0.986	3.879	-0.48	-0.271	-0.291	-0.719	7.498	-0.449	-2.077	11.785	"5"
"「"	0	0	0	0	9	0	0	0.86	0.497	0.531	1.258	1.873	0.807	3.173	-0.393	-0.222	-0.238	-0.588	6.134	-0.367	-1.699	9.641	"5"
"」"	0	0	0	0	13	0	0	1.243	0.718	0.768	1.817	2.706	1.165	4.584	-0.567	-0.321	-0.344	-0.85	8.861	-0.53	-2.455	13.928	"5"
"%"	1	0	0	4	0	0	4	0.86	0.497	0.531	1.258	1.873	0.807	3.173	0.225	-0.222	-0.238	1.573	-0.912	-0.367	0.401	3.938	"4"
"%赞"	0	0	0	1	0	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	-0.044	-0.025	-0.026	0.855	-0.101	-0.041	-0.189	1.281	"4"
"108"	0	0	0	0	1	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	-0.044	-0.025	-0.026	-0.065	0.682	-0.041	-0.189	1.072	"5"
"11.4"	1	0	0	0	0	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	1.02	-0.025	-0.026	-0.065	-0.101	-0.041	-0.189	1.467	"1"
"12万"	1	0	0	0	0	0	0	0.096	0.055	0.059	0.14	0.208	0.09	0.353	1.02	-0.025	-0.026	-0.065	-0.101	-0.041	-0.189	1.467	"1"
