"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
":"	0	0	1	0	11	1.249	1.144	2.182	0.624	6.801	-0.573	-0.522	-0.482	-0.278	1.952	3.807	"5"
"|"	0	1	0	0	0	0.104	0.095	0.182	0.052	0.567	-0.048	1.021	-0.087	-0.023	-0.363	1.542	"2"
"─"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"■"	1	0	0	0	0	0.104	0.095	0.182	0.052	0.567	0.983	-0.044	-0.087	-0.023	-0.363	1.5	"1"
"101"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"110"	0	0	0	1	0	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	1.284	-0.363	1.826	"4"
"11日"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"12000多"	0	0	0	1	0	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	1.284	-0.363	1.826	"4"
"1211"	0	1	0	0	0	0.104	0.095	0.182	0.052	0.567	-0.048	1.021	-0.087	-0.023	-0.363	1.542	"2"
"1965年"	0	1	0	0	0	0.104	0.095	0.182	0.052	0.567	-0.048	1.021	-0.087	-0.023	-0.363	1.542	"2"
"347"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"3年"	0	1	0	0	0	0.104	0.095	0.182	0.052	0.567	-0.048	1.021	-0.087	-0.023	-0.363	1.542	"2"
"40多万"	0	0	0	1	0	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	1.284	-0.363	1.826	"4"
"500余"	0	0	1	0	0	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	0.74	-0.023	-0.363	1.218	"3"
"560"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"891118"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"900112"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"B"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"C-"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
"CDMA"	0	0	0	0	1	0.104	0.095	0.182	0.052	0.567	-0.048	-0.044	-0.087	-0.023	0.247	0.449	"5"
