"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"机器"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"机器人"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"机械"	0	17	5.953	11.047	-3.182	3.182	6.364	"1_&_2"
"机电"	0	6	2.101	3.899	-1.123	1.123	2.246	"1_&_2"
"机票"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"机组"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"机载"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"杀伤力"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"杀菌"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"杆"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"李锐光"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"材"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"材料"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"杜绝"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"杰夫"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"板"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"林德昌"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"林明彦"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"枚"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"染病"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"查封"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"查帕瓜"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"柯达"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"标准"	2	5	2.451	4.549	-0.274	0.274	0.548	"1_&_2"
"标志物"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"校正"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"样本"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"核"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"核电"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"核磁共振"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"梯"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"械"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"检修"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"检查"	4	6	3.502	6.498	0.313	-0.313	0.626	"1_&_2"
"检测"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"检疫"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"检验"	4	1	1.751	3.249	1.267	-1.267	2.534	"1_&_2"
"棉纺"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"楼下"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"模拟"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"横澜"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"武器"	3	4	2.451	4.549	0.33	-0.33	0.66	"1_&_2"
"残剩物"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"比特"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"民用"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"民警"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"气象"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"水"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"水力"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"水处"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"水电"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"水箱"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"水面"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"水龙头"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"污"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"污染"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"污染物"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"污水"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"汽车"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"沉默"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"治污"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"治疗"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"泡面"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"波得诺夫"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"泳池"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"泵"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"洗手"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"洗澡"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"洗肾"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"洗车点"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"津"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"活动中心"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"测"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"测控"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"测试"	1	5	2.101	3.899	-0.497	0.497	0.994	"1_&_2"
"测谎"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"测量"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"测量器"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"浓烟"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"浮潜"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"海水"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"消毒"	6	1	2.451	4.549	2.044	-2.044	4.088	"1_&_2"
"消毒药品"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"消防"	9	0	3.152	5.848	4.101	-4.101	8.202	"1_&_2"
"消防局"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"消防队员"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"涉嫌"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"涌现出"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"涡轮机"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"涡轮机组"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"液压"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"涵盖"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"淡化"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"淤泥"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"添上"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"添置"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"添购"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"清单"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"清洁"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"清洁工"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"清洗"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"温室"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"港口"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"游泳池"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"游艺机"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"潜在"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"激增"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"灌溉"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"火星车"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"火灾"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"灯塔"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"炉子"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"炫丽"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"炸药"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"点火"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"烟燻"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"热水"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"热能"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"烽烟"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"焚烧"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"煞车"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"煤田"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"照明"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"爆炸"	7	0	2.451	4.549	3.19	-3.19	6.38	"1_&_2"
"爆破"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"爱立信"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"牢房"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"物"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"物料"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"物测队"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"物资"	5	1	2.101	3.899	1.65	-1.65	3.3	"1_&_2"
"特定"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"特护"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"特殊"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"特种"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"猛增"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"环保"	3	1	1.401	2.599	0.897	-0.897	1.794	"1_&_2"
"现代"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"现场"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"现有"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"珍美"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"班"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"理"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"瓩"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"生产"	2	27	10.155	18.845	-3.3	3.3	6.6	"1_&_2"
"生产线"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"生物"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"生物学"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"生物科技"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"用"	2	11	4.552	8.448	-0.947	0.947	1.894	"1_&_2"
"用于"	1	4	1.751	3.249	-0.368	0.368	0.736	"1_&_2"
"用作"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"用具"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"用品"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"用户"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"电信"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"电信网"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"电力"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"电厂"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"电器"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"电子"	0	22	7.704	14.296	-4.119	4.119	8.238	"1_&_2"
"电机"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"电梯"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"电气"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"电流"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"电站"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"电线"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"电缆"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"电缆区"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"电脑"	1	12	4.552	8.448	-1.53	1.53	3.06	"1_&_2"
"电讯"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"留念"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"病人"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"病区"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"病号"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"病害"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"病家"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"病床"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"瘦身"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"白云"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"百分之一点一"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"益"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"监控"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"监视"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"直播"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"相关"	6	7	4.552	8.448	0.546	-0.546	1.092	"1_&_2"
"相应"	1	3	1.401	2.599	-0.25	0.25	0.5	"1_&_2"
"相机"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"省水"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"看看"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"真相"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"知识产权局"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"石化"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"石油"	1	6	2.451	4.549	-0.632	0.632	1.264	"1_&_2"
"码头"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"研"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"研制"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"研制出"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"研发"	2	2	1.401	2.599	0.359	-0.359	0.718	"1_&_2"
"破坏"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"破案"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"硫"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"硬"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"硬体"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"确保"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"确认"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"祖"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"福澳"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"离子"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"禾翔"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"私枭"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"种"	9	2	3.852	7.148	2.689	-2.689	5.378	"1_&_2"
"种种"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"科学"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"科技"	6	3	3.152	5.848	1.27	-1.27	2.54	"1_&_2"
"科技力量"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"科研"	2	2	1.401	2.599	0.359	-0.359	0.718	"1_&_2"
"秒钟"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"租用费"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"租赁"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"秦山"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"移动"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"程序"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"稍为"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"税控"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"稳妥"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"空"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"空气"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"空港"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"空间"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"空间站"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"窃取"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"站"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"竞技"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"竞赛"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"符合"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"等"	18	38	19.61	36.39	-0.417	0.417	0.834	"1_&_2"
"等高"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"筑"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"筹建"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"简"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"简章"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"简陋"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"管内"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"管理"	0	9	3.152	5.848	-1.685	1.685	3.37	"1_&_2"
"管理系"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"类"	3	3	2.101	3.899	0.452	-0.452	0.904	"1_&_2"
"类股"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"精密"	0	7	2.451	4.549	-1.31	1.31	2.62	"1_&_2"
"精确"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"糖厂"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"系统"	1	19	7.004	12.996	-2.673	2.673	5.346	"1_&_2"
"系统公"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"紧急"	3	2	1.751	3.249	0.628	-0.628	1.256	"1_&_2"
"累积"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"红外线"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"纺织"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"纺织品"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"纽"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"纽带"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"线形"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"线路"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"组件"	1	4	1.751	3.249	-0.368	0.368	0.736	"1_&_2"
"组委会"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"组屋区"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"组织"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"细化"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"终端"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"经常性"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"经建"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"经费"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"经过"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"绘画"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"给"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"给出"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"络"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"统"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"维"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"维修"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"维修工"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"维护"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"编辑"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"缩短"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"缺乏"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"网"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"网络"	0	6	2.101	3.899	-1.123	1.123	2.246	"1_&_2"
"网路"	0	9	3.152	5.848	-1.685	1.685	3.37	"1_&_2"
"网际"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"置"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"置钞匣"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"美元"	1	13	4.902	9.098	-1.689	1.689	3.378	"1_&_2"
"美容院"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"美称"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"翡翠台"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"老人"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"老人家"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"老化"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"老弱"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"考点"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"考试"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"耗"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"耗材"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"联网"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"胡家财"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"能够"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"能源"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"脑"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"自付"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"自动"	2	5	2.451	4.549	-0.274	0.274	0.548	"1_&_2"
"自动化"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"自动扶"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"自嘲"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"自来水"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"臭氧层"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"舒适"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"航天"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"航天飞机"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"航空"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"舱"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"船舶"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"船艇"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"良好"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"艺"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"艺术"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"艺术展"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"节"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"节水"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"芯片"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"花钱"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"苏州"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"苏恺"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"英特"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"药品"	2	2	1.401	2.599	0.359	-0.359	0.718	"1_&_2"
"药物"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"营运"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"落后"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"蒸气"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"蒸汽"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"蓝牙"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"蓝芽"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"藏有"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"行业"	1	4	1.751	3.249	-0.368	0.368	0.736	"1_&_2"
"补充"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"补助款"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"表征"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"表演"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"裁判员"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"裂变"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"装"	5	1	2.101	3.899	1.65	-1.65	3.3	"1_&_2"
"装修"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"装卸"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"装备"	6	2	2.801	5.199	1.595	-1.595	3.19	"1_&_2"
"装置"	1	10	3.852	7.148	-1.219	1.219	2.438	"1_&_2"
"西方"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"要"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"观光业"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"观测"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"观测站"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"规则"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"规模"	1	3	1.401	2.599	-0.25	0.25	0.5	"1_&_2"
"视"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
