"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	0	0	0	2	0	0.087	0.102	0.13	0.094	0.582	0.171	0.143	0.691	-0.039	-0.045	-0.058	-0.042	-0.298	-0.077	2.289	-0.368	3.216	"7"
"﹐"	0	0	0	0	4	0	0	3	0.304	0.357	0.455	0.331	2.036	0.597	0.502	2.418	-0.135	-0.159	-0.204	-0.147	0.941	-0.271	-0.226	0.34	2.423	"5"
"："	0	0	0	0	4	0	4	2	0.435	0.51	0.65	0.472	2.908	0.853	0.717	3.455	-0.193	-0.227	-0.292	-0.21	0.487	-0.387	2.409	-0.566	4.771	"7"
"○"	0	0	0	0	0	0	1	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	1.145	-0.184	1.609	"7"
"0.2"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"0.84"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"01"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"1.28"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1.4"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1％"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1000万"	0	0	0	0	0	0	1	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	1.145	-0.184	1.609	"7"
"10万"	0	0	0	0	1	0	0	1	0.087	0.102	0.13	0.094	0.582	0.171	0.143	0.691	-0.039	-0.045	-0.058	-0.042	0.304	-0.077	-0.065	0.243	0.873	"5"
"1200多"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"122"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1319"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"1343"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"136"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"139"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"139亿"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1488亿"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"164万"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"178万"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"1800万"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1800年"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"1963年"	1	0	0	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	1.362	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	-0.184	1.839	"1"
"1972年"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"1993年"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1997年"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1998年"	0	1	0	0	1	0	0	1	0.13	0.153	0.195	0.142	0.872	0.256	0.215	1.036	-0.058	0.838	-0.088	-0.063	0.192	-0.116	-0.097	-0.14	1.592	"2"
"1999年"	0	0	0	0	1	2	0	3	0.261	0.306	0.39	0.283	1.745	0.512	0.43	2.073	-0.116	-0.136	-0.175	-0.126	-0.356	1.062	-0.194	0.464	2.629	"6"
"1万"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"1万2000"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"1亿8500万"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"2.1"	0	1	0	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	1.293	-0.029	-0.021	-0.149	-0.039	-0.032	-0.184	1.766	"2"
"200"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"2000"	0	1	0	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	1.293	-0.029	-0.021	-0.149	-0.039	-0.032	-0.184	1.766	"2"
"2000年"	0	0	2	0	0	0	0	0	0.087	0.102	0.13	0.094	0.582	0.171	0.143	0.691	-0.039	-0.045	2.374	-0.042	-0.298	-0.077	-0.065	-0.368	3.308	"3"
"2001年"	1	0	0	0	0	0	1	1	0.13	0.153	0.195	0.142	0.872	0.256	0.215	1.036	0.903	-0.068	-0.088	-0.063	-0.448	-0.116	0.699	-0.14	2.525	"1"
"2003年"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"2020年"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"20世纪"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"20亿"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"2341"	0	0	0	0	0	0	1	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	1.145	-0.184	1.609	"7"
"24日"	0	0	1	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	1.187	-0.021	-0.149	-0.039	-0.032	-0.184	1.654	"3"
"2730万"	0	0	0	0	0	0	1	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	1.145	-0.184	1.609	"7"
"30万"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"30日"	0	1	0	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	1.293	-0.029	-0.021	-0.149	-0.039	-0.032	-0.184	1.766	"2"
"38亿"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"3万多"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"3月"	0	1	0	0	0	0	0	1	0.087	0.102	0.13	0.094	0.582	0.171	0.143	0.691	-0.039	1.003	-0.058	-0.042	-0.298	-0.077	-0.065	0.243	1.825	"2"
"3月份"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"40"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"4000"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"404亿"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"43"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"489"	0	1	0	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	1.293	-0.029	-0.021	-0.149	-0.039	-0.032	-0.184	1.766	"2"
"4月"	0	1	2	0	1	0	0	2	0.261	0.306	0.39	0.283	1.745	0.512	0.43	2.073	-0.116	0.57	1.274	-0.126	-0.356	-0.232	-0.194	-0.183	3.051	"3"
"50"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"500亿"	0	0	0	1	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	1.326	-0.149	-0.039	-0.032	-0.184	1.801	"4"
"500多"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"5万"	0	0	0	0	1	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	0.536	-0.039	-0.032	-0.184	0.883	"5"
"5月"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"617亿"	1	0	0	0	0	0	0	0	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	1.362	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	-0.184	1.839	"1"
"690"	0	0	0	0	0	0	0	1	0.043	0.051	0.065	0.047	0.291	0.085	0.072	0.345	-0.019	-0.023	-0.029	-0.021	-0.149	-0.039	-0.032	0.462	0.774	"8"
"6月"	1	0	0	0	0	0	0	1	0.087	0.102	0.13	0.094	0.582	0.171	0.143	0.691	1.07	-0.045	-0.058	-0.042	-0.298	-0.077	-0.065	0.243	1.898	"1"
"7万"	0	0	0	0	1	0	0	1	0.087	0.102	0.13	0.094	0.582	0.171	0.143	0.691	-0.039	-0.045	-0.058	-0.042	0.304	-0.077	-0.065	0.243	0.873	"5"
