"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"-"	0	1	3	2.169	1.489	0.342	-1.357	-0.281	2.63	4.268	"3"
"."	0	1	1	1.084	0.744	0.171	-0.679	0.218	0.786	1.683	"3"
"%"	0	27	2	15.725	10.795	2.48	-9.841	9.365	-0.265	19.471	"1"
"═"	0	2	0	1.084	0.744	0.171	-0.679	0.858	-0.078	1.615	"2"
"11％"	0	0	1	0.542	0.372	0.086	-0.339	-0.202	1.068	1.609	"3"
"12.9"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"16.5"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"186亿"	1	0	0	0.542	0.372	0.086	0.266	-0.202	-0.039	0.507	"1"
"1万余"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"2005年"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"25271亿"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"270万"	1	0	0	0.542	0.372	0.086	0.266	-0.202	-0.039	0.507	"1"
"2月"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"3.6"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"30"	0	0	4	2.169	1.489	0.342	-1.357	-0.809	4.272	6.438	"3"
"30％"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"3000多万"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"3200亿"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"3236"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"3292亿"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"4%"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"4391"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"45亿"	1	0	0	0.542	0.372	0.086	0.266	-0.202	-0.039	0.507	"1"
"4月"	1	0	1	1.084	0.744	0.171	-0.151	-0.404	0.786	1.341	"3"
"5%"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"5000多"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"55.1"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"5月"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"6.5％"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"66"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"6月"	0	0	1	0.542	0.372	0.086	-0.339	-0.202	1.068	1.609	"3"
"7700万"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"8.6"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"80亿"	1	0	0	0.542	0.372	0.086	0.266	-0.202	-0.039	0.507	"1"
"80年代"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"891012"	1	0	0	0.542	0.372	0.086	0.266	-0.202	-0.039	0.507	"1"
"891115"	0	0	1	0.542	0.372	0.086	-0.339	-0.202	1.068	1.609	"3"
"900109"	1	0	0	0.542	0.372	0.086	0.266	-0.202	-0.039	0.507	"1"
"ChinaFoodIndustries"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"Chuan"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"ERA"	0	0	1	0.542	0.372	0.086	-0.339	-0.202	1.068	1.609	"3"
"IC"	3	0	0	1.627	1.117	0.257	0.797	-0.607	-0.116	1.52	"1"
"iLIUP"	0	1	0	0.542	0.372	0.086	-0.339	0.429	-0.039	0.807	"2"
"IT"	1	1	0	1.084	0.744	0.171	-0.151	0.218	-0.078	0.447	"2"
