"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
":"	0	0	0	0	0	1	3	3	0	1.865	0.444	0.326	1.282	0.193	0.14	0.15	1.568	1.031	-0.942	-0.199	-0.145	-0.615	-0.085	0.881	3.488	0.717	-0.484	7.556	"7"
"＊"	1	0	0	0	0	0	0	0	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	0.574	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	-0.11	-0.069	0.92	"1"
"1965年"	0	0	0	0	0	1	0	0	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	-0.021	-0.088	-0.012	1.7	-0.009	-0.11	-0.069	2.172	"6"
"2000年度"	0	0	0	0	0	0	0	1	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	0.65	-0.069	1.021	"8"
"2002年度"	0	0	0	0	0	0	0	1	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	0.65	-0.069	1.021	"8"
"891023"	0	0	0	0	0	0	0	0	1	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	-0.11	0.832	1.244	"9"
"891229"	1	0	0	0	0	0	0	0	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	0.574	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	-0.11	-0.069	0.92	"1"
"900101"	0	0	0	0	0	0	0	1	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	0.65	-0.069	1.021	"8"
"900121"	0	0	1	0	0	0	0	0	0	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	1.332	-0.088	-0.012	-0.009	-0.009	-0.11	-0.069	1.792	"3"
"90130"	0	0	0	0	0	0	0	0	1	0.266	0.063	0.047	0.183	0.028	0.02	0.021	0.224	0.147	-0.135	-0.028	-0.021	-0.088	-0.012	-0.009	-0.009	-0.11	0.832	1.244	"9"
