"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"《"	71	0	0	0	15.344	21.929	6.108	27.619	47.237	-11.391	-2.774	-15.191	76.593	"1"
"》"	87	1	0	7	20.531	29.341	8.172	36.956	47.633	-13.603	-3.711	-11.6	76.547	"1"
"0109"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"10时"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"1280"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"13"	0	4	0	0	0.864	1.235	0.344	1.556	-0.423	2.041	-0.156	-0.856	3.476	"2"
"14"	0	2	0	0	0.432	0.618	0.172	0.778	-0.211	1.02	-0.078	-0.428	1.737	"2"
"15.6"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"16.3"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"166"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"18万"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"19"	1	2	0	0	0.648	0.927	0.258	1.167	0.285	0.643	-0.117	-0.642	1.687	"2"
"2000年"	0	1	0	3	0.864	1.235	0.344	1.556	-0.423	-0.197	-0.156	0.778	1.554	"4"
"2001年"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"2001年度"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"2002"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"2002年"	0	0	0	2	0.432	0.618	0.172	0.778	-0.211	-0.321	-0.078	0.82	1.43	"4"
"2002年度"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"2003年"	1	0	0	2	0.648	0.927	0.258	1.167	0.285	-0.481	-0.117	0.473	1.356	"2"
"2003年度"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"23"	1	1	0	0	0.432	0.618	0.172	0.778	0.414	0.282	-0.078	-0.428	1.202	"4"
"2305"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"24"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"2400亿"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"25"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"26"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"28"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"29"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"361"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"400亿"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"45亿"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"6.6"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"6%"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"67"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"877"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"891114"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"891206"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"9"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"900"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"900124"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"9079.8"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"918"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"BBC"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"CHP"	0	0	0	2	0.432	0.618	0.172	0.778	-0.211	-0.321	-0.078	0.82	1.43	"4"
"HIV"	0	0	1	0	0.216	0.309	0.086	0.389	-0.106	-0.16	1.065	-0.214	1.545	"3"
"Infosys"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"iTV"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"Merrilynch"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"MinorityReport"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"NHK"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"NTV"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"Technologies"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"TVN"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"YAK"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
"Young"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"一月"	0	0	0	2	0.432	0.618	0.172	0.778	-0.211	-0.321	-0.078	0.82	1.43	"4"
"三二"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"三日"	0	0	0	1	0.216	0.309	0.086	0.389	-0.106	-0.16	-0.039	0.41	0.715	"4"
"上半年"	1	0	0	0	0.216	0.309	0.086	0.389	0.665	-0.16	-0.039	-0.214	1.078	"1"
"上报"	0	0	1	1	0.432	0.618	0.172	0.778	-0.211	-0.321	0.783	0.203	1.518	"3"
"上级"	0	0	0	2	0.432	0.618	0.172	0.778	-0.211	-0.321	-0.078	0.82	1.43	"4"
"上述"	2	0	0	2	0.864	1.235	0.344	1.556	0.686	-0.642	-0.156	0.296	1.78	"1"
"不实"	0	1	0	0	0.216	0.309	0.086	0.389	-0.106	0.51	-0.039	-0.214	0.869	"2"
