"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"比方"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"比起"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"比较"	0	1	0	0	0	1	0.268	0.321	0.248	0.295	0.075	0.794	-0.125	0.53	-0.115	-0.139	-0.033	0.196	1.138	"2"
"毕竟"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"毛泽东"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"民主"	0	0	0	3	1	0	0.535	0.641	0.496	0.59	0.15	1.588	-0.25	-0.304	-0.23	1.942	0.85	-0.879	4.455	"4"
"民主党派"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"民国"	0	0	3	0	0	0	0.401	0.481	0.372	0.443	0.112	1.191	-0.187	-0.228	2.72	-0.208	-0.05	-0.659	4.052	"3"
"民歌"	0	0	0	1	0	1	0.268	0.321	0.248	0.295	0.075	0.794	-0.125	-0.152	-0.115	0.563	-0.033	0.196	1.184	"4"
"气息"	0	0	0	0	0	2	0.268	0.321	0.248	0.295	0.075	0.794	-0.125	-0.152	-0.115	-0.139	-0.033	0.803	1.367	"6"
"水利府"	0	0	2	0	0	0	0.268	0.321	0.248	0.295	0.075	0.794	-0.125	-0.152	1.813	-0.139	-0.033	-0.439	2.701	"3"
"水杯"	0	0	0	1	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	0.831	-0.017	-0.22	1.263	"4"
"求"	0	0	0	0	1	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	1.427	-0.22	1.911	"5"
"求学"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"汉口"	0	0	0	0	0	1	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	-0.057	-0.069	-0.017	0.401	0.682	"6"
"汉晋"	0	0	1	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	0.907	-0.069	-0.017	-0.22	1.351	"3"
"汉魏"	0	0	1	0	0	0	0.134	0.16	0.124	0.148	0.037	0.397	-0.062	-0.076	0.907	-0.069	-0.017	-0.22	1.351	"3"
