"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"、"	0	7	0	35	4.281	20.354	1.55	15.815	-1.961	-4.751	-0.686	8.799	16.197	"4"
"「"	0	0	0	6	0.612	2.908	0.221	2.259	-0.28	-1.727	-0.098	2.545	4.65	"4"
"」"	0	0	0	4	0.408	1.938	0.148	1.506	-0.187	-1.151	-0.065	1.697	3.1	"4"
"18万"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"19.4"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"1万4000多"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"３"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"30年代"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"891108"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"891126"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"AP"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"APEC"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"Blog"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"commonlaw"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"EC"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"Impreza"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"Mrvica"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"TVBS"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"Wasabi"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"WRC"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"一代"	0	0	1	0	0.102	0.485	0.037	0.377	-0.047	-0.288	1.433	-0.205	1.973	"3"
"一向"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"一旦"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"一统"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"一般"	0	2	0	0	0.204	0.969	0.074	0.753	-0.093	0.629	-0.033	-0.41	1.165	"2"
"一贯"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"一辈子"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"七"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"三思"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"上万"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"上方"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"上网"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"下来"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"下酒"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"不会"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"不利"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"不可能"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"不同"	0	3	0	2	0.51	2.423	0.185	1.883	-0.233	0.327	-0.082	0.207	0.849	"2"
"不失"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"不懈努力"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"不按"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"不料"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"不移"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"不良"	0	2	0	0	0.204	0.969	0.074	0.753	-0.093	0.629	-0.033	-0.41	1.165	"2"
"不论"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"与"	0	8	0	1	0.917	4.362	0.332	3.389	-0.42	1.807	-0.147	-1.038	3.412	"2"
"专利"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"专栏"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"专案"	4	0	0	0	0.408	1.938	0.148	1.506	3.967	-1.151	-0.065	-0.821	6.004	"1"
"世界贸易组织"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"业"	3	1	0	0	0.408	1.938	0.148	1.506	2.408	-0.474	-0.065	-0.821	3.768	"1"
"东方"	0	0	0	3	0.306	1.454	0.111	1.13	-0.14	-0.864	-0.049	1.273	2.326	"4"
"东西"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"两国"	0	0	8	2	1.019	4.846	0.369	3.765	-0.467	-2.879	9.839	-0.682	13.867	"3"
"丧失"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"个人"	0	7	0	1	0.815	3.877	0.295	3.012	-0.374	1.539	-0.131	-0.876	2.92	"2"
"中医师"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"中医药"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"中华"	0	1	0	12	1.325	6.3	0.48	4.895	-0.607	-2.621	-0.212	4.162	7.602	"4"
"中华民族"	0	0	0	3	0.306	1.454	0.111	1.13	-0.14	-0.864	-0.049	1.273	2.326	"4"
"中国"	0	0	0	23	2.344	11.146	0.849	8.66	-1.074	-6.621	-0.376	9.756	17.827	"4"
"中国人"	0	5	0	2	0.714	3.392	0.258	2.636	-0.327	0.694	-0.114	-0.326	1.461	"2"
"中国画"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"中埔乡"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"中小"	2	0	0	0	0.204	0.969	0.074	0.753	1.983	-0.576	-0.033	-0.41	3.002	"1"
"中小企业"	2	0	0	0	0.204	0.969	0.074	0.753	1.983	-0.576	-0.033	-0.41	3.002	"1"
"中小型"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"中柬"	0	0	1	0	0.102	0.485	0.037	0.377	-0.047	-0.288	1.433	-0.205	1.973	"3"
"中正人"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"中秋"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"中秋节"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"中药"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"中队"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"丰富"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"为主"	2	1	0	3	0.612	2.908	0.221	2.259	0.928	-0.905	-0.098	0.39	2.321	"1"
"为荣"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"主将"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"举办"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"举国"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"之中"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"之间"	0	0	6	0	0.612	2.908	0.221	2.259	-0.28	-1.727	8.597	-1.231	11.835	"3"
"乐器"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"乙"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"习俗"	0	4	0	0	0.408	1.938	0.148	1.506	-0.187	1.258	-0.065	-0.821	2.331	"2"
"习惯"	0	7	0	1	0.815	3.877	0.295	3.012	-0.374	1.539	-0.131	-0.876	2.92	"2"
"习惯于"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"习惯法"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"习题"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"乡土"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"书报"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"书法"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"书香"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"乱丢"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"乳"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"了解"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"五月"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"些"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"亡灵"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"交往"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"交流"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"交织"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"产"	1	1	0	0	0.204	0.969	0.074	0.753	0.713	0.134	-0.033	-0.41	1.29	"1"
"产业"	49	0	0	0	4.995	23.746	1.808	18.45	48.593	-14.106	-0.8	-10.054	73.553	"1"
"产业股"	0	4	0	0	0.408	1.938	0.148	1.506	-0.187	1.258	-0.065	-0.821	2.331	"2"
"产品"	1	4	0	0	0.51	2.423	0.185	1.883	0.381	0.772	-0.082	-1.026	2.261	"4"
"京苏菜"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"亮丽"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"人们"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"人士"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"人情"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"人文"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"人文景"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"人脉"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"从小"	0	2	0	0	0.204	0.969	0.074	0.753	-0.093	0.629	-0.033	-0.41	1.165	"2"
"代发"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"以"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"以及"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"仪式"	0	1	0	3	0.408	1.938	0.148	1.506	-0.187	-0.474	-0.065	0.815	1.541	"4"
"们"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"价值"	0	1	0	1	0.204	0.969	0.074	0.753	-0.093	0.134	-0.033	0.214	0.474	"4"
"价值观"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"任意"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"企"	2	0	0	0	0.204	0.969	0.074	0.753	1.983	-0.576	-0.033	-0.41	3.002	"1"
"众志成城"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"优势"	1	3	0	0	0.408	1.938	0.148	1.506	0.457	0.538	-0.065	-0.821	1.881	"4"
"优厚"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"优秀"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"优良"	0	0	0	9	0.917	4.362	0.332	3.389	-0.42	-2.591	-0.147	3.818	6.976	"4"
"伙伴"	0	0	3	0	0.306	1.454	0.111	1.13	-0.14	-0.864	4.299	-0.616	5.919	"3"
"会友"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"会徽"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"会议"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"传承"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"传统"	4	5	0	20	2.956	14.054	1.07	10.92	0.466	-3.31	-0.474	3.207	7.457	"2"
"伦理"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"伴奏"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"低利"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"住民"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"体会"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"体坛"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"体温"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"体现"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"体系"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"体育"	1	0	0	6	0.714	3.392	0.258	2.636	0.277	-2.015	-0.114	1.869	4.275	"2"
"体能"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"体质"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"体验"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"余天"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"佛塔"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"佛教"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"佛陀"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"作品"	0	2	0	0	0.204	0.969	0.074	0.753	-0.093	0.629	-0.033	-0.41	1.165	"2"
"作息"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"作者"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"作风"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"佳节"	0	2	0	0	0.204	0.969	0.074	0.753	-0.093	0.629	-0.033	-0.41	1.165	"2"
"併购"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"使命"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"使用"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"供过于求"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"依"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"依归"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"依循"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"依照"	0	3	0	2	0.51	2.423	0.185	1.883	-0.233	0.327	-0.082	0.207	0.849	"2"
"依赖"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"依靠"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"侧重"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"侨团"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"侨校"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"侨民"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"侨界"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"侨社"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"侨领"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"促使"	2	0	0	0	0.204	0.969	0.074	0.753	1.983	-0.576	-0.033	-0.41	3.002	"1"
"俄勒冈州"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"保健"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"保存"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"保守"	0	0	0	2	0.204	0.969	0.074	0.753	-0.093	-0.576	-0.033	0.848	1.55	"4"
"保持"	0	3	1	3	0.714	3.392	0.258	2.636	-0.327	-0.273	0.636	0.277	1.513	"3"
"保有"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"保留"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"信仰"	0	0	0	3	0.306	1.454	0.111	1.13	-0.14	-0.864	-0.049	1.273	2.326	"4"
"信奉"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"信息产业"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"信息化"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"信息技术"	4	0	0	0	0.408	1.938	0.148	1.506	3.967	-1.151	-0.065	-0.821	6.004	"1"
"信息量"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"信用"	1	0	0	0	0.102	0.485	0.037	0.377	0.992	-0.288	-0.016	-0.205	1.501	"1"
"信赖"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"修建"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"倒"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"借"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"借着"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"倡导"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"倾向"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"偏重"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"偏食"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"做法"	1	1	0	2	0.408	1.938	0.148	1.506	0.457	-0.474	-0.065	0.315	1.311	"2"
"健"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"健康"	0	3	0	0	0.306	1.454	0.111	1.13	-0.14	0.944	-0.049	-0.616	1.749	"2"
"傍晚"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"先进"	1	2	0	2	0.51	2.423	0.185	1.883	0.381	-0.277	-0.082	0.207	0.947	"1"
"光荣"	0	0	0	4	0.408	1.938	0.148	1.506	-0.187	-1.151	-0.065	1.697	3.1	"4"
"八大"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"公众"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"公共"	0	4	0	0	0.408	1.938	0.148	1.506	-0.187	1.258	-0.065	-0.821	2.331	"2"
"公平"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"共产"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"共同"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"共和党"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"共和党人"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"共处"	0	0	1	0	0.102	0.485	0.037	0.377	-0.047	-0.288	1.433	-0.205	1.973	"3"
"关系"	0	1	10	0	1.121	5.331	0.406	4.142	-0.514	-2.112	13.302	-2.257	18.185	"3"
"具体"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"具有"	0	2	1	3	0.612	2.908	0.221	2.259	-0.28	-0.428	0.695	0.39	1.793	"3"
"典型"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
"养成"	0	10	0	0	1.019	4.846	0.369	3.765	-0.467	3.146	-0.163	-2.052	5.828	"2"
"养羊"	0	1	0	0	0.102	0.485	0.037	0.377	-0.047	0.315	-0.016	-0.205	0.583	"2"
"养老金"	0	2	0	0	0.204	0.969	0.074	0.753	-0.093	0.629	-0.033	-0.41	1.165	"2"
"兼顾"	2	0	0	0	0.204	0.969	0.074	0.753	1.983	-0.576	-0.033	-0.41	3.002	"1"
"内容"	0	0	0	1	0.102	0.485	0.037	0.377	-0.047	-0.288	-0.016	0.424	0.775	"4"
