"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"□"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"1700多"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"180多"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"519万"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"54.4"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"76"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"891119"	0	0	1	0	0.414	0.191	0.083	0.312	-0.232	-0.092	1.08	-0.163	1.567	"3"
"9洞"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"BBR"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"LongelesGalaxy"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"M"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"一以贯之"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"一律"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"一经"	3	0	0	0	1.242	0.572	0.249	0.937	1.149	-0.275	-0.113	-0.488	2.025	"1"
"一般"	0	1	0	4	2.07	0.953	0.415	1.562	-1.16	0.185	-0.188	1.447	2.98	"4"
"一金"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"上"	0	3	0	1	1.656	0.762	0.332	1.25	-0.928	1.625	-0.151	-0.201	2.905	"2"
"上乘"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"上佳"	0	0	1	0	0.414	0.191	0.083	0.312	-0.232	-0.092	1.08	-0.163	1.567	"3"
"上半时"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"上场"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"上市"	0	2	0	0	0.828	0.381	0.166	0.625	-0.464	1.44	-0.075	-0.325	2.304	"2"
"上柜"	0	3	0	0	1.242	0.572	0.249	0.937	-0.696	2.16	-0.113	-0.488	3.457	"2"
"上色"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"上路"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"上述"	0	0	1	0	0.414	0.191	0.083	0.312	-0.232	-0.092	1.08	-0.163	1.567	"3"
"上阵"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"下"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"不"	0	6	0	24	12.418	5.716	2.493	9.373	-6.962	0.284	-1.13	7.279	15.655	"4"
"不一"	0	3	0	0	1.242	0.572	0.249	0.937	-0.696	2.16	-0.113	-0.488	3.457	"2"
"不佳"	0	6	0	0	2.484	1.143	0.499	1.875	-1.392	4.32	-0.226	-0.976	6.914	"2"
"不可"	3	0	0	0	1.242	0.572	0.249	0.937	1.149	-0.275	-0.113	-0.488	2.025	"1"
"不可能"	2	0	0	0	0.828	0.381	0.166	0.625	0.766	-0.184	-0.075	-0.325	1.35	"1"
"不如"	0	0	1	1	0.828	0.381	0.166	0.625	-0.464	-0.184	0.798	0.278	1.724	"3"
"不实"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"不尽"	0	0	0	1	0.414	0.191	0.083	0.312	-0.232	-0.092	-0.038	0.505	0.867	"4"
"不当"	3	0	0	0	1.242	0.572	0.249	0.937	1.149	-0.275	-0.113	-0.488	2.025	"1"
"不得"	3	0	0	0	1.242	0.572	0.249	0.937	1.149	-0.275	-0.113	-0.488	2.025	"1"
"不必要"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"不文"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"不无"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"不智"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
"不比"	0	1	0	0	0.414	0.191	0.083	0.312	-0.232	0.72	-0.038	-0.163	1.153	"2"
"不法"	2	0	0	0	0.828	0.381	0.166	0.625	0.766	-0.184	-0.075	-0.325	1.35	"1"
"不法者"	1	0	0	0	0.414	0.191	0.083	0.312	0.383	-0.092	-0.038	-0.163	0.676	"1"
