"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"﹐"	0	0	0	0	2	0	0	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	1.113	-0.05	-0.438	1.847	"5"
"10年"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"1997年"	0	0	1	0	0	0	1	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	1.024	-0.077	-0.282	-0.05	0.197	1.756	"3"
"242"	0	1	0	0	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	0.94	-0.022	-0.038	-0.141	-0.025	-0.219	1.395	"2"
"24日电"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"700多万"	0	0	0	0	0	1	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	1.25	-0.219	1.733	"6"
"891109"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"900129"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"CD-R"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"Change"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"Lacoste"	0	0	0	0	0	0	2	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	-0.282	-0.05	0.805	1.383	"7"
"Major"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"NBA"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"X"	0	0	0	2	0	0	0	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	2.148	-0.282	-0.05	-0.438	3.087	"4"
"一下子"	0	0	0	0	2	0	0	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	1.113	-0.05	-0.438	1.847	"5"
"一些"	0	2	0	1	0	0	6	0.204	1.033	0.437	0.759	2.498	0.506	3.563	-0.09	0.558	-0.194	0.262	-1.271	-0.226	1.023	3.624	"5"
"一切"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"一向"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"一方面"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"一朝一夕"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"一级棒"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"一贯"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"七成三"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"万千"	0	0	0	0	0	2	0	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	-0.282	2.5	-0.438	3.466	"6"
"万多"	0	0	0	0	0	1	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	1.25	-0.219	1.733	"6"
"三十八年"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"三峡"	0	1	0	0	0	0	2	0.068	0.344	0.146	0.253	0.833	0.169	1.188	-0.03	0.514	-0.065	-0.115	-0.424	-0.075	0.461	1.684	"2"
"三峡库"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"下方"	0	0	0	0	0	1	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	1.25	-0.219	1.733	"6"
"不会"	0	3	0	2	13	0	2	0.454	2.295	0.971	1.687	5.551	1.125	7.918	-0.199	0.39	-0.432	0.291	3.247	-0.503	-2.397	7.459	"5"
"不停"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"不可"	0	0	0	0	0	1	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	1.25	-0.219	1.733	"6"
"不可能"	0	0	0	0	3	0	1	0.091	0.459	0.194	0.337	1.11	0.225	1.584	-0.04	-0.212	-0.086	-0.153	1.169	-0.101	-0.317	2.078	"5"
"不同"	0	0	0	0	0	0	3	0.068	0.344	0.146	0.253	0.833	0.169	1.188	-0.03	-0.159	-0.065	-0.115	-0.424	-0.075	1.207	2.075	"7"
"不外"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"不定"	0	0	0	0	0	1	1	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	-0.282	0.961	0.197	1.686	"6"
"不容"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"不应该"	0	0	0	0	1	0	1	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	0.321	-0.05	0.197	0.814	"5"
"不断"	0	0	0	0	0	0	10	0.227	1.147	0.485	0.844	2.776	0.562	3.959	-0.1	-0.529	-0.216	-0.383	-1.412	-0.251	4.024	6.915	"7"
"不景气"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"不用说"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"不能"	0	0	0	0	5	0	0	0.113	0.574	0.243	0.422	1.388	0.281	1.98	-0.05	-0.265	-0.108	-0.191	2.783	-0.126	-1.095	4.618	"5"
"不致"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"不良"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"不论"	0	0	0	0	2	0	0	0.045	0.229	0.097	0.169	0.555	0.112	0.792	-0.02	-0.106	-0.043	-0.077	1.113	-0.05	-0.438	1.847	"5"
"且"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"世事"	0	0	0	0	0	1	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	1.25	-0.219	1.733	"6"
"世界"	0	1	1	1	1	2	5	0.249	1.262	0.534	0.928	3.053	0.619	4.355	-0.11	-0.197	0.375	0.207	-0.835	0.906	0.341	2.971	"6"
"世界军"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"世界观"	0	0	0	0	0	0	1	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	-0.141	-0.025	0.402	0.691	"7"
"业绩"	0	1	0	0	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	0.94	-0.022	-0.038	-0.141	-0.025	-0.219	1.395	"2"
"丛生"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"两岸"	0	0	0	0	5	0	4	0.204	1.033	0.437	0.759	2.498	0.506	3.563	-0.09	-0.476	-0.194	-0.344	1.133	-0.226	0.295	2.758	"5"
"个别"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
"中国国"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"中日"	0	1	0	0	0	0	2	0.068	0.344	0.146	0.253	0.833	0.169	1.188	-0.03	0.514	-0.065	-0.115	-0.424	-0.075	0.461	1.684	"2"
"中高档"	0	0	0	1	0	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	1.074	-0.141	-0.025	-0.219	1.544	"4"
"主要"	0	0	0	0	1	0	2	0.068	0.344	0.146	0.253	0.833	0.169	1.188	-0.03	-0.159	-0.065	-0.115	0.206	-0.075	0.461	1.111	"7"
"乃至于"	0	0	0	0	1	0	0	0.023	0.115	0.049	0.084	0.278	0.056	0.396	-0.01	-0.053	-0.022	-0.038	0.557	-0.025	-0.219	0.924	"5"
