top20dca_collo	cluster	concept	variant_I	lect_I	manual_culling	notes	meaning
建筑 主体 启用 征用 夯土 项目 现代 宋代 岳阳 形式 文庙 新江汉 民居 屋顶 保留 仁慈 会馆 构成 艺术 NA	2	construction_02913152-n	0.905	0.42	in		
设计 材料 智能 可见 强度 德梅隆 焚烧 研究院 原 搞 格 纵火 上海 采用 NA NA NA NA NA NA	3	construction_02913152-n	1	0.4579591837	out	fixed_expression	建筑材料 建筑设计
面积 层 座 栋 楼 平方米 规划 万 地上 占地 艺术馆 住房 总 旅馆 分局 平方 平米 广交会 方米 钓鱼台	4	construction_02913152-n	0.5487514863	0.3489892985	in		
公司 执照 承包商 工程 件 土地 九二一 使用 公会 安全 市 总公司 成本 标准 及 下降 佔 全 劳工 商	5	construction_02913152-n	0.5760768176	0.3446364883	in		
定居 地面 施工 标志性 破坏 处 内 倒塌 拆除 住宅 工地 美军 修建 危险 或 清理 犹太 非法 周围 比较	6	construction_02913152-n	0.5721410973	0.3661438615	in		
激烈 面临 保持 更 环境 经营 国际 全球 面对 竞争 云集 农产品 却步 发达 同行 呈现出 国内 型态 如此 形势	1	contest_07456188-n	1	0.3422222222	out	polysemy	competition
市场 公平 优势 公司 之间 产品 企业 者 其他 压力 参与 能力 行业 竞争 业者 成本 实力 全球 充分 全球化	2	contest_07456188-n	0.9412304867	0.3333333333	out	polysemy	competition
场 这 球 球季 对阵 本 半 国家队 NBA 入球 击出 剩下 友谊 发 在下 热身赛 男双 美国队 阿申 领队	3	contest_07456188-n	0.95125	0.4290625	in		
轮 联赛 队 0 主场 杆 局 双打 圈 胜 中国队 赛季 第一 对垒 联队 阿加西 足球 结束 进行 主将	4	contest_07456188-n	0.8950617284	0.5212191358	in		
对手 次 接下来 进行到 队员 分钟 公斤 双方 主要 刘易斯 得 挺举 日期 球迷 瓦尔加斯 试举 裁判 国家队 精彩 中	5	contest_07456188-n	0.7774234694	0.4266581633	in		
举办 引入 主办 中油 八十九年 军备 十二日 十二月 台塑 国际杯 学生 电讯 督导 绘画 考核 转播权 项 转播 大学生 NA	6	contest_07456188-n	0.3977509371	0.345272803	in		
参加 选手 届 项目 本次 奥运会 站 米 运动员 项 女子 夺得 金牌 公开赛 男子 成绩 获得 农运会 单项 枚	7	contest_07456188-n	0.7466849566	0.513793629	in		
签订 CHP 房地产 采购 伯坎普 开发 亿 元 合作 投资 俄罗斯 与 NA NA NA NA NA NA NA NA	1	contract_06520944-n	0.4255983351	0.4693028096	in		
美元 外资 金额 % 占 直接 亿 增长 总值 公司 供应 利用 外资额 投资 项目 增加 外商 上海 全 卫星	2	contract_06520944-n	0.669094693	0.4089490114	in		
签 命题 客户 富士 承包商 盾 老师 署 ; 赛季 16万8600亿 16万9700亿 300万 490万 4国 两造 丧权辱国 二手 保密 保障	3	contract_06520944-n	0.3155555556	0.4488888889	in		
新闻 工程 使用 供 文字 关系 稿 应 合同 台电 保险 包商 合约 规定 兵役制 投信 投顾 汤姆笙 新华社 未	4	contract_06520944-n	0.2705466482	0.3440222194	in		
签定 价值 为期 乌克兰 年 续约 1亿 1亿2000万 2000万 8840万 供货 安通 批量 联手 合作 1971年 万 俱乐部 经贸 美	5	contract_06520944-n	0.53125	0.78125	in		
与 到期 年 签下 曼联 半导体 铼德 2004年 南艺 服务 特许 终止 续约 2004 制造商 单位 塔纳特 如果 工业园 张	6	contract_06520944-n	0.324931737	0.3967653854	in		
达成 双方 北韩 和平 巴 WTO 会谈 受害者 同意 有关 谈判 未 中欧 互访 公路局 勒沃库森 墨西哥 意向 柯林顿 永久	7	contract_06520944-n	1	0.3400666389	out	fixed_expression	达成协议
签署 环境署 合作 自由 》 贸易 18日 军事 俄 关税 布隆迪 有效期 示范区 结为 车臣 防务 能源 金 实施 1995年	8	contract_06520944-n	1	0.6232686981	?in	fixed_expression	签署XX协议
协议 》 框架 内容 达致 生效 航空 韩朝 和解 联盟 可能性 宣言 开城 引渡 核电站 草签 规定 两国 刑事 刚果	9	contract_06520944-n	0.8766909469	0.4027055151	in		
停火 以色列 结束 埃及 巴 促成 中东 过渡 和平 克林顿 夏姆 红海 耶路撒冷 钖克 巴勒斯坦 朝鲜 达成 制止 和谈 岱顿	10	contract_06520944-n	1	0.36375	out	fixed_expression	停火协议和平协议休战协议
传统 高超 制作 美术 、 绘画 精湛 技艺 文物 表演 类 原住民 娴熟 展示 赢得 其 30多 600 传习 俗	1	craftsmanship_05638063-n	0.3518518519	0.3957475995	rerun		
学院 学生 教育学 教育学院 院 中学 大学 理工学院 研究所 、 课程 初级 小学 工学院 所 高级 和 理 别墅 双十国庆	2	craftsmanship_05638063-n	0.7222222222	0.5987654321	rerun	fixed_expression	工艺教育学院
学习 传授 教导 更 教学 掌握 演奏 人士 动作 华语 客人 彝族 沟通 演出 觉得 运动 好 门 义工 份	3	craftsmanship_05638063-n	0.2689536651	0.3433802631	rerun		
以 采取 解决 使用 政治 和平 暴力 军事 恐怖 目的 非法 主张 採取 外交 一切 用 手段 来 任何 政权	4	craftsmanship_05638063-n	0.9855080185	0.3723693324	rerun		
新 技术 、 生产 先进 产品 设备 和 落后 新材料 淘汰 采用 批 装备 成熟 污染 中药 冶炼 原料 品种	5	craftsmanship_05638063-n	0.6244628099	0.8320661157	rerun		
现代 通过 法律 运用 等 行政 科技 管理 种 充分 信息 利用 综合 依靠 通信 高科技 交易 有效 经济 治疗	6	craftsmanship_05638063-n	0.9312397212	0.6699819876	rerun		
医院 病人 病房 接受 病患 加护 隔离 例 送 送入 男童 送往 送进 目前 头部 现时 接 留医 确诊 康复	1	cure_method_04074482-n	0.9194878472	0.3621961806	in		
接受 依约 卫 回国 玛格丽特 瘟疫 细心 集镇 飞回 并发症 或者 抑郁症 正确 轻伤 NA NA NA NA NA NA	2	cure_method_04074482-n	1	0.3388429752	out	fixed_expression	接受治疗
接受 血小板 正在 良好 贾氏症 定点 早 需要 SARS 医务 目前 医生 899 DOTS EHT 不予 伤兵 兵符 同声 哈拉雷	3	cure_method_04074482-n	1	0.3784722222	out	fixed_expression	接受治疗
医师 心理 医生 不良症 光武 医药 按摩 生医院 程启峰 送医 陈笃 痛 药品 院 学童 寻求 抢救 挂号 有助 沈阳	4	cure_method_04074482-n	0.82	0.34	in		
住院 患者 病情 感染 卫生部 肺炎 及时 非典型 必须 方案 隔离 不幸 多巴 注射液 生脉 病状 有效 需要 发烧 炎	5	cure_method_04074482-n	0.8673469388	0.4183673469	in		
药物 近视 为辅 系主任 经前 辉瑞 青光眼 给予 方面 疫苗 抑制 种 基因 病毒 NA NA NA NA NA NA	6	cure_method_04074482-n	0.933412604	0.3959571938	in		
方法 大部分 理想 反应 留 院 病人 非典 寻找 激障碍 登革热 现时 创伤 留院 NA NA NA NA NA NA	7	cure_method_04074482-n	1	0.6096938776	out	fixed_expression	治疗方法
癌症 疾病 疗法 肿瘤 结合 中西医 预防 效果 研究 用于 临床 治疗 早期 诊断 化学 脊柱 针灸 手术 免疫 中医药	8	cure_method_04074482-n	0.669618232	0.3920017419	in		
， 顾客 买 餐馆 让 效果 一些 能 蔬菜 吃 好处 小姐 生意 男 老 菜 食物 高兴 多 上门	1	customer_client_09984659-n	0.8203450327	0.6041046996	in		
银行 客户 交易 信贷 户头 证券 公司 存款 网上银行 贷款 律师 低于 公积金局 凡是 外汇 大华 干洗店 挂钩 提早 激增	2	customer_client_09984659-n	0.752402922	0.3710111496	in		
服务 提供 电话 用户 户 使用 手机 为 信息 底 网络 网 利用 资讯 达到 收费 互联网 信箱 安装 数码	3	customer_client_09984659-n	0.369140625	0.3530815972	in		
物价 指数 信心 份 上涨率 年增率 上涨 主计处 扣除额 欧元区 百分之零点二 上扬 下跌 对 消费 使 增加 大幅 美国 NA	4	customer_client_09984659-n	0.9232	0.4176	in		
保护 权益 协会 维护 委员 行为 行政院 消费者 保障 合法 订定 赔偿 不仅 假冒 公平 打击 更 旅游 Case e	5	customer_client_09984659-n	1	0.3988657845	out	fixed_expression	保护消费者权益
损失 投诉 佔 交付 净水场 减 因特网 新车 机票 洽谈 消保会 煤炭 燃气 率 移动 竞争 诉讼 资深 超过 受到	6	customer_client_09984659-n	0.3454222222	0.3379555556	in		
需求 吸引 更多 产品 对 买到 品牌 折扣 深受 商品 选择 推出 消费 健康 确保 给予 购物 为了 优待 欢迎	7	customer_client_09984659-n	0.3753652301	0.3357377648	in		
蒙受 导致 使 全民 所 巨大 460万 产 双重 唯一 巨额 延误 张吉龙 德甲 拖 数字 灾民 粮食 缓冲 财	1	damage_00403092-n	0.8950617284	0.3580246914	in		
赔偿 请求 精神 侵权 非 马主 湖北省 万 新元 及 行为 责任 元 3000万 5000 50万 一亿 一千万 作出 关东升	2	damage_00403092-n	0.5155709343	0.3494809689	in		
元 约 经济 美元 亿 直接 达 损失 农民 惨重 人民币 投资 挽回 估计 初步 无法 估算 农田 度 摊提	3	damage_00403092-n	0.9611802764	0.3475149495	out	polysemy	loss
健康 保险 毒品 人类 社会 意外 身体 大 不可 孩子 感情 权益 病 致 人体 安全 构成 对 人民 承担	4	damage_00403092-n	0.2292657551	0.358613258	in		
造成 对 以上 十亿 新台币 给 股票 资产 NA NA NA NA NA NA NA NA NA NA NA NA	5	damage_00403092-n	0.439453125	0.3984375	in		
造成 在于 韩元 所 停电 可能 大 NA NA NA NA NA NA NA NA NA NA NA NA NA	6	damage_00403092-n	0.4155555556	0.3533333333	in		
财产 受到 严重 伤亡 地震 形象 遭受 人员 气旋 重大 国家 因此 举重 劳工 同情 声誉 壹周刊 德国 计算机 食道	7	damage_00403092-n	0.253877551	0.3942857143	in		
好过 天 到来 越 越过 往后 改 不会 好了 艰难 一连串 伤心 伤感 写 可是 同事 哪 坐 婚后 就职	1	date_15159583-n	0.7146254459	0.3977407848	in		
一段 我 大概 警署 隔 没 的确 了 很 好 Q 似的 何去何从 依旧 充满 动物园 友格 变得 回忆 宝贵	2	date_15159583-n	1	1	out	fixed_expression	一段日子
段 过 里 我们 这些 ？ 那 走 好 着 我 些 以来 没有 沙斯 怎么 得 你 家 想起	3	date_15159583-n	1	0.5436790874	out	polysemy	time
截止 报名 为 月 表格 申请 申办 本 下 详情 之前 售股 抽奖 索取 股票 认购 询问 30 明年 比赛	4	date_15159583-n	1	0.447135717	out	fixed_expression	截止日期
： 时间 地点 （ 至 》 5月 星期六 9月 即日 30分 星期日 4月 ！ . 音乐 11日 10月 2003年 28日	5	date_15159583-n	1	1	out	formulaic_language	
决定 解约 举行 间 日期 具体 奥运会 检验 确定 决议 展延 或者 未 提前 透露 七月 之后 九月 依 出发	6	date_15159583-n	0.9829072533	0.3525564804	in		
科技 资讯 知识经济 随着 变化 全球化 来临 电脑 趋势 信息 传播 快速 数位 网路 e 抓住 潮流 知识 精确 网络	1	day_15249236-n	0.8432850625	0.3358460623	in		
非典 新 进入 工作 经济 今后 处于 SARS 重要 当前 关键 发展 个 1939年 典型 动员 带给 抗击 方针 结构	2	day_15249236-n	0.6098155769	0.4823959762	in		
石器 遗址 古 战国 发现 旧 宋 建筑 民国 记载 距 文物 下来 久远 南北朝 发掘出 古人类 唐宋 城墙 墓地	3	day_15249236-n	0.4140625	0.3828125	in		
冷战 过渡 国民党 苏联 萨达姆 分治 审判 戒严 条例 案件 殖民 统治 脱离 民主 90 一去不复返 不当 亲 军政府 匪谍	4	day_15249236-n	0.4508035611	0.3506763788	in		
《 》 广场 杂志 周刊 891123 产物 人造 四孝 宋朝 封面 市长 战战兢兢 披露 敢为 曼哈顿 李玟 求 洛克斐勒 满满	5	day_15249236-n	1	0.4016620499	out	polysemy	时代周刊时代广场
历史 那 同 不同 一段 以来 精神 长 伟大 战争 担任 建设 思想 特色 近 过去 英雄 个 曾 相当	6	day_15249236-n	0.407028067	0.3706994115	in		
自由 协定 国 达成 贸易 双边 签订 签署 合作 自由化 美国 双方 新加坡 NA NA NA NA NA NA NA	1	deal_01110274-n	1	0.4706994329	out	fixed_expression	自由贸易协议
经济 与 对外 部长 投资 世界 欧盟 国际 发展 贸易 伙伴 关系 谈判 公平 发展局 壁垒 组织 促进 大陆 加入	2	deal_01110274-n	0.7065231321	0.3766500064	in		
市场 出口 电子 加工 美元 房地产 网 商务 平台 增长 中心 网络 提供 有限公司 网上 零售 会 亿 商业 总额	3	deal_01110274-n	0.3213380027	0.3508030431	in		
， 做 笔 活动 ’ 一些 一样 业者 价值 原本 发射 受到 商家 因为 德士 拉法叶舰 现在 纠纷 行为 完成	4	deal_01110274-n	0.2596346625	0.3678993094	in		
银行 商业 国有 存款 独资 票据 行 业务 及 第一 万通 储蓄 分行 利率 办理 华南 彰化 执照 机构 表外	5	deal_01110274-n	0.8579881657	0.3639053254	in		
交易 股票 股 股市 证券 时间 买卖 柜台 佔 交易所 点 金额 展示会 盘 财政部 转手 限制 信用 上市 上柜	6	deal_01110274-n	0.6104334772	0.3657346594	in		
控制 中心 预防 县 北京市 党委 防 应急 流行病学 肺炎 上海市 卫 广东省 省 专家组 乡里 出血 副主任 孙承斌 所长	1	disease_14070360-n	1	0.5906517637	out	fixed_expression	疾病控制中心
管制局 卫生署 美国 CDC 局长 行政院 专电 汇整 检疫 通报 疫情 患 医师 感染 防疫 NA NA NA NA NA	2	disease_14070360-n	1	0.5858480749	out	fixed_expression	疾病管制局
种 基因 免疫 人类 研究 系统 药物 丧失 患上 知道 统 科学家 人体 能力 疫苗 器官 对抗 布雷曼 疗法 硬化症	3	disease_14070360-n	0.830078125	0.4140625	in		
血管 慢性 心血管 心脏 高血压 糖尿病 罹患 死亡率 减少 中风 心脏病 动脉 发病率 肿瘤 造成 癌症 冠状 心 死亡 等	4	disease_14070360-n	0.8628257888	0.4403292181	in		
治疗 症状 疾病 患者 呼吸 传染性 病人 病 感染 患有 住院 致命 医院 出现 呼吸道 感冒 是否 流行性 脑部 诊断	5	disease_14070360-n	0.7048	0.3514	in		
预防 报告 机构 熊猫 种群 级 自有 财力 应当 网络 控制 引起 疫情 全国性 制局 学童 控制机 破坏 聚合 肾脏	6	disease_14070360-n	1	0.5555555556	out	fixed_expression	预防疾病
传染 传播 WHO 切断 动物 病媒 途径 海曼 生动物 主任 部门 避免 性 引起 HO 侦测 失调性 就诊 幼童 彻底	7	disease_14070360-n	0.9002770083	0.379501385	in		
精神 防治 管制 卫生 保险 科学 食物 体系 患病率 投保 检体 流行 机制 一般人 中毒 斗争 卫生部 制 基金会 增强	8	disease_14070360-n	0.9474068663	0.3396639883	out	unsure	
罕见 儿童 病童 基金会 罹患 凯悦饭 埔里 孤军 弱势 患童 极为 献唱 病例 筛检 联名 饱受 种 专攻 工作量 诊	9	disease_14070360-n	0.8472222222	0.8472222222	in		
先天 肆虐 死亡 战胜 诱发 威胁 引发 人因 人患 优生 单一 发生率 口腔 小儿 每 疼痛 缠身 防治所 导致 脑	10	disease_14070360-n	0.7788815895	0.3340810768	in		
引起 891113 参议院 曾 民主党人 登记 此 法案 是否 NA NA NA NA NA NA NA NA NA NA NA	1	dispute_07181935-n	0.6603569497	0.3942671714	in		
引发 近来 党籍 北投 排入 缆车 立委 修法 有线电视法 社论 国民党 间 NA NA NA NA NA NA NA NA	2	dispute_07181935-n	0.8210197711	0.5296566077	in		
选票 佛州 最高法院 佛罗里达州 张 选举 布希 计票 裁决 总统 重新 戈尔 阵营 高尔 1.4 州 大选 柯林顿 作出 选	3	dispute_07181935-n	0.57598702	0.3953488372	in		
备受 评审 万国 前因 地铁站 容忍 特赦法 缩短 行事 资政 赦 鲍耶 週 高雄市 圣地 犹太教 耶路撒冷 法 NA NA	4	dispute_07181935-n	1	0.5061728395	out	fixed_expression	备受争议
发生 两 激烈 焦点 而 与 较 起 双方 WTO 上 华文 结果 颇 因 不下 具 判罚 即使 围绕	5	dispute_07181935-n	0.3480570684	0.36222393	in		
解决 以 谈判 和平 巴 贸易 以色列 体现 寻求 规则 应 通过 争端 方式 分歧 两国 关键 协议 叙利亚 尽快	6	dispute_07181935-n	0.5385802469	0.3765432099	in		
核四 行政院长 张俊雄 停建 释宪 大法官 去职 存废 座谈会 就 政策 扩大 核 兴建 续建 倒阁 国民党 在野党 针对 NA	7	dispute_07181935-n	1	1	out	fixed_expression	核四争议
搁置 中央社 劳资 不休 朝野 化解 体制 宪政 九二 宪法 武力 共识 两岸 对话 院 原则 沟通 议题 『 』	8	dispute_07181935-n	0.6734239252	0.7236578303	in		
明天 ） （ 天气 预报 时间 发佈 新加坡 气象局 后天 联赛 明夜 30分 今夜 皇家 至 西班牙 马德里 尤文图斯 甲级	1	early_morning_hour_15169136-n	0.5457003786	0.5327203894	in		
今天 台风 典礼 油站 管理员 搜寻 到 昨晚 高雄市 勤务 NA NA NA NA NA NA NA NA NA NA	2	early_morning_hour_15169136-n	0.4122546104	0.7025580012	in		
一时 三时 二时 三十分 五时 火警 台北 六时 四时 零时 七时 科学园区 今天 停电 许 五十分 公车 南投县 变电所 家俱	3	early_morning_hour_15169136-n	0.5395507813	0.9106445313	in		
美军 当天 11日 武装 袭击 8日 10日 巴格达 突袭 军 士兵 暴雨 24日 27日 2日 5月 中心 占领 库尔德 萨达姆	4	early_morning_hour_15169136-n	0.5240928019	0.6716240333	in		
4时 1时 左右 2时 5时 3时 7时 许 6时 11时 8时 响起 星期四 45分 10分 1点 开闸 淮河 爆炸声 王家坝	5	early_morning_hour_15169136-n	0.5399106388	0.5295254196	in		
就 ， 天 点 回家 终于 当地 个 便 假日 到达 女郎 记者 晚上 2点 凌晨 列车 班 聊天 专机	6	early_morning_hour_15169136-n	0.2475345168	0.3504273504	in		
警方 发生 昨日 昨天 地震 时分 查获 于 低温 员警 大火 搜查 突击 花莲 警员 车祸 在 宿舍 消防局 抵达	7	early_morning_hour_15169136-n	0.5839623566	0.369473581	in		
宣传 非典 预防 有效 防治 艾滋病 受精卵 惟有 消毒 科普 进万 防止 加强 意识 群众 防范 防疫 NA NA NA	1	education_05984287-n	0.5918367347	0.5943877551	rerun		
和 科技 学习 管理 等 能力 卫生 基本 产业 人才 普及 水平 科学 网络 计算机 知识 注重 专业 技术 拥有	2	education_05984287-n	0.7201836547	0.3492745638	rerun		
只有 这样 武力 赢得 两岸 进一步 使 下 互相 共渡 凭借 制度化 县区 和平 回归 土壤 壮大 安定 战术 打开	3	education_05984287-n	1	0.5138888889	rerun		
后 必须 需要 等到 完成 确定 之后 通过 时间 须 需 全部 决议 同意 重新 领取 三读 何时 分晓 制裁	4	education_05984287-n	1	0.3555106813	rerun		
唯有 如此 解决 891205 e-learning 三通 亚卓市 亚太营 信赖 分工 利基 岸 投入 掌理 放眼 敲醒 稳健 立足 统合 自由自在	5	education_05984287-n	1	0.68	rerun		
只有 严惩 主权国 争 公平 加快 发达 弥补 息息相关 房改 旺盛 治好 海尔德波特 生命力 资格 间 维护 走向 NA NA	6	education_05984287-n	1	0.7024793388	rerun		
得到 获得 份子 侦测 兵法 拯救 直航 谈 特产 两岸 NA NA NA NA NA NA NA NA NA NA	7	education_05984287-n	0.8203450327	0.3456276026	rerun		
让 才能 要 真正 使 什么 好 得 中东 怎样 时候 发挥 够 实现 利益 动议 因应 对话 彻底 找出	8	education_05984287-n	0.8619927159	0.3541883455	rerun		
临床 治疗 医院 病人 药物 新药 研究 Glivec IgG q 一多 亚洲区 人造 减轻 华新 口服 台湾岛 哮喘症 国外 域	1	experiment_00785959-n	0.52	0.42	rerun		
鼠 ﹐ 产生 基因 机体 实验 作用 人员 细胞 抗体 神经 中 CD2AP EB 体内 供 原有 变造 听到声 培育出	2	experiment_00785959-n	0.8892733564	0.3979238754	rerun		
动物 研究 人体 患者 表明 实验 室 发现 科学家 生物 病毒 药物 化学 注射 检测 结果 实验室 治疗 细胞 只	3	experiment_00785959-n	0.57996495	0.4266493301	rerun		
项 卫星 成功 进行 试验 飞行 计划 技术 科学 站 开始 利用 发射 导弹 机组 核 神舟 飞船 系列 运行	4	experiment_00785959-n	0.5852578	0.5132434725	rerun		
次 新 新航 努力 方式 首 我 中期 全新 公园处 关键 女性 实学 小说 林秀伟 标志 表演 计 那么 长航医院	5	experiment_00785959-n	0.8673469388	0.3367346939	rerun		
自己 让 过 做 她 去 没有 被告 它 新 一些 失败 敢 联络 还 手术 我 我们 一直 东西	6	experiment_00785959-n	0.7254539858	0.5777162204	rerun		
用 可以 大胆 将 学习 种 了解 使用者 创作 台大 名称 搞 改革 教育局 自主 透过 基地 探索 经过 过程	7	experiment_00785959-n	0.3829717291	0.3394970414	rerun		
基础 建设 项目 城市 投资 领域 能源 环境 资源 产业 开发 农业 农林 资金 大大 水利 重点 农村 条件 加强	1	facility_03315023-n	1	0.652092325	out	fixed_expression	基础设施
网路 制造商 光纤 惠普 电讯 思科 成长 科技 电脑 Atotech HiNet JDSUniphase 个股 乙太网 供应商 北方 国小 希望工程 手机 捐赠	2	facility_03315023-n	1	0.6449704142	out	fixed_expression	网路设备
设备 先进 企业 制造 技术 电子 产品 生产 制造业 工艺 进口 飞机 机械 落后 工业 仪器 化工 引进 机器 配备	3	facility_03315023-n	0.811634349	0.4867590028	in		
等 、 医疗 材料 工具 物资 购置 和 资讯 改造 Silentnight 互联网 制 危及 商店 探测仪 文经 毒品 求刑 消毒	4	facility_03315023-n	0.5032870709	0.4466764061	in		
齐全 规模 销售 娱乐 服务 功能 内 保健 大学城 宏大 技术力 景 最先 航天 辅助 运转 雄厚 零配件 厂 完备	5	facility_03315023-n	0.6033057851	0.4049586777	in		
公共 施工 相关 完善 障碍 体育 设施 工程 配套 休闲 场馆 基 小三通 经费 基本 污水 修建 坡心 度假 景点	6	facility_03315023-n	0.734739369	0.3489368999	in		
核 伊朗 原子能 检查 朝鲜 核查 突袭式 进行 方面 包头 建造 排放 摧毁 核武 核能 混乱 监测到 秘密 空袭 突击	7	facility_03315023-n	1	0.4710743802	out	fixed_expression	核设施
不足 通讯 广播 电力 轰炸 供应 军事 同传 太阳能 指挥 损坏 新型 民用 水电 自动 袭击 註销 破坏 套 电视	8	facility_03315023-n	0.5150222222	0.3731555556	in		
照明 家禽 车床族 场所 冷气 应付 校方 牙医 简陋 陈培昕 足够 隔离 机场 更多 100多万 2万2000 一体 一目了然 与此同时 人满为患	9	facility_03315023-n	0.5	0.36625	in		
罹难者 家属 新航 空难 慰问 表示 赔偿 哀悼 协助 罹难 提供 遗体 并 善后 处理 人员 死难者 援助 利比亚 办理	1	family_07970721-n	0.78799351	0.352352623	rerun		
其 萨达姆 及 及其 受害人 犯人 成员 扶养 抗议 本人 囚犯 所有 表达 人权 党员 发动 受难 受难者 吴铭 恳亲会	2	family_07970721-n	0.3362919132	0.3435239974	rerun		
离散 安排 会面 南北 朝韩 红十字会 互访 北南 客机 汉城 相聚 第七 解决 说话 非转向 韩朝 来 囚犯 NA NA	3	family_07970721-n	0.5	0.5	rerun		
「 」 《 》 由 历史 方氏 社会 经营 凭 刘氏 力宝 合唱 多 封建 式 拥有 控制 旧金山 热爱	4	family_07970721-n	0.4715972377	0.3744709289	rerun		
死者 不好 事故 爱好 翁安德鲁 器官 拒绝 殡仪馆 没 警方 下葬 不治 举殡 二十万 以便 伤 伤重 典型肺 凭着 出事	5	family_07970721-n	0.52	0.46	rerun		
病人 病毒 传给 出境 隔离 133 一千零八十一 传播给 冠 减轻 分支 家居 州人 巨型 得名 怀疑 总共 患病 护士 探病	6	family_07970721-n	0.321799308	0.6955017301	rerun		
朋友 想到 访客 与 都 常 送 或 居住 自己 关心 500 亚利桑那 传染给 免不了 分发给 到 前去 办喜事 去世	7	family_07970721-n	0.495	0.625	rerun		
她 我 他 与 团聚 感到 都 和 担心 不幸 身边 家人 他们 一起 觉得 钱 名 令 女儿 NA	8	family_07970721-n	0.3932981431	0.3827881987	rerun		
比赛 队 队员 们 场 中国队 发挥 训练 都 参加 3 主力 前 进攻 5 上场 老 赛 国家队 代表队	1	fellow_member_10307234-n	0.9382073336	0.6308284292	out	polysemy	sport_team_member
名 15 反政府武装 法轮 法轮功 登山 督导团 功 委员 来自 包括 组成 NA NA NA NA NA NA NA NA	2	fellow_member_10307234-n	0.6505102041	0.4005102041	in		
组织 回教 回祈团 祈祷 团 哈马斯 激进 伊拉克 该 扬言 萨达姆 变动 国民大会 复兴 头颅 敢死队 部队 高兹 伊 基地	3	fellow_member_10307234-n	0.880488909	0.4431869624	out	unsure	XX组织成员
家庭 700 俩 受雇 患非 汤姆士汤姆士 职总 自理 达姆 负责 萨达姆 NA NA NA NA NA NA NA NA NA	4	fellow_member_10307234-n	1	0.5061728395	out	fixed_expression	家庭成员
会员 元 公积金 户头 信件 储蓄 普通 投资 非 动用 填补 接到 消协 特别 理事会 申请 15 NA NA NA	5	fellow_member_10307234-n	1	0.8024691358	out	fixed_expression	
家族 皇室 租用 旅 各 提供 创业 厂商 家 抗炎 招募 校友会 王室 监察院 科大 组合 荣誉 读书会 足球场 位	6	fellow_member_10307234-n	0.4004152249	0.3403460208	in		
内阁 临管 谈判 人选 任命 切尼 参拜 国神社 康夫 撤消 福田 职务 阿沙姆 靖 提名 提案 新政府 议会 NA NA	7	fellow_member_10307234-n	1	0.40625	out	fixed_expression	内阁成员
会议 其他 世贸组织 所有 集团 成为 成员 亚太 党团 安理会 联合国 论坛 欧盟 台湾 正式 谈判 部分 WHO 亚欧 担任	8	fellow_member_10307234-n	0.7456332703	0.3857088847	in		
小组 开会 专责 党派 跨 三十多 主 六十多 决策 判刑 副院长 召集 台联 咨询 妥协 存証 执行长 摄影 政策会 新光	9	fellow_member_10307234-n	1	0.5510204082	out		
委员会 全体 代表团 大会 协会 包括 工会 总会 监事 联谊会 任 会长 渔会 理监事 考察团 董事会 请 会 代表 团体	10	fellow_member_10307234-n	0.4779892921	0.3429506246	out	fixed_expression	小组成员
演讲 会议 报告 讨论 研讨会 」 发表 为题 变革 展览 论坛 进行 主办 研讨 次 讲座 SONY 会 做 十五	1	field_05996646-n	0.5092975207	0.4876033058	rerun		
是 这 特色 不同 》 作为 创作 文章 今年 《 ： 作业 咖啡店 团结 围绕 壁画 时代 设计 锁定 和平	2	field_05996646-n	0.3296300972	0.3844211589	rerun		
” “ 为 活动 公园 」 「 世界 是 主题 届 次 运动 专家组 关爱 反吸烟 基因组 开幕 挑战 机器人	3	field_05996646-n	1	0.3550347222	rerun		
合作 加强 在 两国 各 双方 国 与 关系 友好 进一步 经贸 发展 交流 推动 特别 中方 互利 成效 信任	4	field_05996646-n	1	0.6878858025	rerun		
经济 取得 个 在 新 消费 进展 投资 拓宽 材料 表现 地位 外资 拓展 各 各自 工业 犯罪 行业 资本	5	field_05996646-n	0.95125	0.5390625	rerun		
等 科技 文化 教育 体育 合 学术 保险 化 对话 能源 技术 关键 广阔 中非 交通 克隆 外贸 家电 微机电	6	field_05996646-n	0.931122449	0.4241071429	rerun		
、 研究 学 多 应用 科学 科研 技术 信息技术 大学 学科 教学 开展 一流 专业 培养 测验 生命 研发 量子	7	field_05996646-n	0.5055596137	0.4367340313	rerun		
、 计划 工业 石油 % 换 等 经营 饮料 卫生 新华 吨 包装 和 类 联合国 制造 医药 涨 食品安全	1	food_nutrient_00021265-n	0.8655744591	0.386870172	in		
药品 管理局 药物 监督 暨 美国 负责人 FDA 鲑鱼 和 制售 局 必需品 批准 监 督 商品 NA NA NA	2	food_nutrient_00021265-n	1	0.3904320988	out	fixed_expression	食品药监局
食品 基因 改造 标示 大众 收回 检测 规定 丝瓜 佳乐 做成 出售 加工商 堪虑 安全性 山东肉 生猪 素 美 腌制	3	food_nutrient_00021265-n	0.830078125	0.3452148438	in		
中毒 事件 发生 武汉 集体 原因 玉树 青海 学生 传染病 群体性 起 出炉 孩子 450多 七成 严防 之多 乌克兰 出院	4	food_nutrient_00021265-n	1	0.6543209877	?in	fixed_expression	食物中毒
