top20dca_collo	cluster	concept	variant_I	lect_I	manual_culling	notes	meaning
妻子 名 岁 （ 死者 男子 杀害 遭 被告 42 泰籍 男 经理 合艾 惨遭 洋 46 宋钰 富商 年轻	6	wife_marriedwoman_10780632-n	0.9677506047	0.7640419242	rerun		
孩子 买通 抚养权 育有 莫宁 陷害 台商 个 指 50多 三 争夺 人乳 以为 伊莲娜 受孕 喂 坚信 影子 快要	7	wife_marriedwoman_10780632-n	0.5387523629	0.6143667297	rerun		
他 担心 告诉 其 说 1975年 63 9时 东阳 了事 养鸡场 刘易斯 助手 匿名 厨艺 及其 喜多郎 坚强 多 审讯	8	wife_marriedwoman_10780632-n	0.6878251821	0.5837669095	rerun		
太太 先生 婚 拦 柯林顿 涂 便 做 护士 离 还 我 张 NA NA NA NA NA NA NA	9	wife_marriedwoman_10780632-n	0.7013232514	0.5387523629	rerun		
我 老婆 着 一起 没 回家 你 ’ 「 」 怕 没想到 男人 带 那 ： ‘ 了 司机 探险家	10	wife_marriedwoman_10780632-n	0.2943119793	0.6554151106	rerun		
名 岁 外籍 老年 马来 年龄 其中 40 华族 当场 粘贴 贴上 男子 NA NA NA NA NA NA NA	1	woman_10787470-n	0.572892562	0.3626446281	in		
儿童 打击 保护 贩卖 卖 拐 不道德 公寓 状况 大多数 教育 犯罪 妇女 权益 NA NA NA NA NA NA	2	woman_10787470-n	1	0.5803402647	out	fixed_expression	妇女儿童
妇女 九 炸弹 提高 PPA 代表团 歧视 创业 代表 协会 大会 NA NA NA NA NA NA NA NA NA	3	woman_10787470-n	0.8715814507	0.3816884661	in		
男性 女性 比 调查 不必 副作用 担心 显示 较 45 东亚 传染给 公务员 害 征服 愈来愈 抗拒 整容者 杂志 自主	4	woman_10787470-n	0.931122449	0.3411989796	in		
个 女人 」 《 》 她 男人 「 我 她们 婚姻 ： 中年 跟 丈夫 什么 嫁 怕 朋友 节目	5	woman_10787470-n	0.4883786848	0.5002834467	in		
乳癌 怀孕 医师 患 手术 流产 罹患 患者 服用 更年期 不孕 乳腺癌 二手菸 五十 产下 危险 小孩 居多 早产 服食	6	woman_10787470-n	0.6192536506	0.3488372093	in		
运动 年轻 不少 协会 就业 健胸 劳委会 越来越 妇 全国 一向 促进 保障 内衣 出任 卖淫 参与 多数 已婚 强暴	7	woman_10787470-n	0.4550113379	0.3407256236	in		
市场 技能 就业 培训 农村 技术 劳动力 生产力 素质 农业 向 城市 富余 行业 低 转移 下岗 具有 农民 分流	1	worker_09632518-n	0.2208	0.3768	rerun		
和 职工 广大 医务 群众 体育 队伍 劳动 教育 干部 非典 全国 先进 党 困难 称号 第一线 线 制度 思想	2	worker_09632518-n	0.4934601665	0.7532699168	rerun		
劳工 工时 行政院 委员会 权益 团体 僱主 劳委会 工时案 同意 立法院 失业 及 八四 共体时艰 副主任委员 台电 宣导 游行 经	3	worker_09632518-n	0.5433445745	0.7262447927	rerun		
雇主 成本 津贴 薪金 工资 保住 公积金 收入 工人 减少 享有 低廉 减低 竞争力 缴交 节省 预先 协助 削减 土地	4	worker_09632518-n	0.2793209877	0.5617283951	rerun		
员工 薪水 中船 薪资 体总 年终 公司 休假 奖金 裁员 给 235 五千二百三十二 农产 年兴 提早 无薪假 海基会 结算 运销	5	worker_09632518-n	0.8540433925	0.5476660092	rerun		
铁路 台铁 市府 车 南钢 古墓群 汉代 洗 职等 连署书 随意 鲜卑 一起 陞迁 改制 NA NA NA NA NA	6	worker_09632518-n	0.2905133029	0.3426498253	rerun		
退休 新闻 让 新加坡 要求 联合会 组织 近 工厂 总会 假期 内部 医院 发展局 法案 消费 特困 罢工 酒楼 住宅	7	worker_09632518-n	0.2235996327	0.3440082645	rerun		
公司 名 人数 工作 总数 约 裁 裁退 全职 兼职 聘用 外籍 U 一千 南韩 花冈 裁减 办公室 合约 救出	8	worker_09632518-n	0.4731221075	0.3948024208	rerun		
