"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"1943年"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"1955年"	0	0	0	0	0	0	0	1	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	-0.143	-0.014	0.796	1.202	"8"
"5日电"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"891007"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"891203"	0	0	0	1	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	1.07	-0.015	-0.143	-0.014	-0.076	1.513	"4"
"930"	0	0	0	0	1	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	1.475	-0.143	-0.014	-0.076	1.942	"5"
"C"	0	0	0	1	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	1.07	-0.015	-0.143	-0.014	-0.076	1.513	"4"
"CEPA"	0	0	0	0	0	0	0	1	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	-0.143	-0.014	0.796	1.202	"8"
"DNA"	0	0	0	2	0	0	0	0	0.423	0.138	0.26	0.17	0.067	0.56	0.062	0.32	-0.206	-0.062	-0.121	2.139	-0.03	-0.285	-0.027	-0.151	3.021	"4"
"ei-Nets"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"ID"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"mission"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"NBA"	1	0	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	0.675	-0.031	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.054	"1"
"permanent"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"PIN"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"Schwarzenegger"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"TO"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"TSIA"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"WHA"	3	0	0	0	0	0	0	0	0.634	0.207	0.39	0.256	0.1	0.84	0.093	0.479	2.024	-0.093	-0.182	-0.116	-0.044	-0.428	-0.041	-0.227	3.155	"1"
"WHO"	3	0	0	0	0	0	0	0	0.634	0.207	0.39	0.256	0.1	0.84	0.093	0.479	2.024	-0.093	-0.182	-0.116	-0.044	-0.428	-0.041	-0.227	3.155	"1"
"X"	0	0	0	1	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	1.07	-0.015	-0.143	-0.014	-0.076	1.513	"4"
"Yap"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"一世纪"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"一向"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"一哥"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"一定"	0	1	0	0	1	1	0	0	0.634	0.207	0.39	0.256	0.1	0.84	0.093	0.479	-0.31	0.715	-0.182	-0.116	1.013	0.203	-0.041	-0.227	2.807	"5"
"一直"	0	0	0	0	1	1	0	0	0.423	0.138	0.26	0.17	0.067	0.56	0.062	0.32	-0.206	-0.062	-0.121	-0.077	1.181	0.317	-0.027	-0.151	2.142	"5"
"一落千丈"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"三零一"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"上升"	0	0	0	0	0	1	0	1	0.423	0.138	0.26	0.17	0.067	0.56	0.062	0.32	-0.206	-0.062	-0.121	-0.077	-0.03	0.317	-0.027	0.532	1.372	"8"
"上场"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"上市"	0	0	0	0	0	2	0	0	0.423	0.138	0.26	0.17	0.067	0.56	0.062	0.32	-0.206	-0.062	-0.121	-0.077	-0.03	1.106	-0.027	-0.151	1.78	"6"
"上达"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"上阵"	1	0	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	0.675	-0.031	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.054	"1"
"下策"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"不便"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"不保"	0	1	0	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	1.162	-0.061	-0.039	-0.015	-0.143	-0.014	-0.076	1.613	"2"
"不利"	0	0	1	0	0	2	0	0	0.634	0.207	0.39	0.256	0.1	0.84	0.093	0.479	-0.31	-0.093	0.466	-0.116	-0.044	0.719	-0.041	-0.227	2.016	"6"
"不变"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"不可"	0	0	0	0	0	2	0	0	0.423	0.138	0.26	0.17	0.067	0.56	0.062	0.32	-0.206	-0.062	-0.121	-0.077	-0.03	1.106	-0.027	-0.151	1.78	"6"
"不同于"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"不平"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"不支"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"不断"	0	0	0	0	1	1	0	1	0.634	0.207	0.39	0.256	0.1	0.84	0.093	0.479	-0.31	-0.093	-0.182	-0.116	1.013	0.203	-0.041	0.391	2.349	"5"
"不明"	0	0	0	9	0	0	0	0	1.903	0.62	1.171	0.767	0.301	2.519	0.28	1.438	-0.929	-0.279	-0.545	9.628	-0.133	-1.283	-0.123	-0.681	13.601	"4"
"不比"	0	0	1	0	0	0	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	0.886	-0.039	-0.015	-0.143	-0.014	-0.076	1.307	"3"
"不要"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
"不见得"	0	0	0	0	0	1	0	0	0.211	0.069	0.13	0.085	0.033	0.28	0.031	0.16	-0.103	-0.031	-0.061	-0.039	-0.015	0.553	-0.014	-0.076	0.892	"6"
