"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
";"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"104"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"890103"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"891108"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"Integration"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"service-learning"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"阿利耶夫"	1	0	0	0.266	0.242	0.492	0.575	-0.12	-0.294	0.989	"1"
"爱丽"	1	0	0	0.266	0.242	0.492	0.575	-0.12	-0.294	0.989	"1"
"爱琳娜"	1	0	0	0.266	0.242	0.492	0.575	-0.12	-0.294	0.989	"1"
"安全"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"按"	0	0	4	1.065	0.967	1.969	-0.538	-0.48	1.231	2.249	"3"
"按法律"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"按照"	0	0	3	0.798	0.725	1.477	-0.403	-0.36	0.924	1.687	"3"
"案"	0	0	6	1.597	1.45	2.953	-0.806	-0.721	1.847	3.374	"3"
"案发"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"案重审"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"把关"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"罢了"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"搬演"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"办"	0	0	2	0.532	0.483	0.984	-0.269	-0.24	0.616	1.125	"3"
"办案"	0	0	2	0.532	0.483	0.984	-0.269	-0.24	0.616	1.125	"3"
"办法"	0	0	2	0.532	0.483	0.984	-0.269	-0.24	0.616	1.125	"3"
"办好"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"办理"	0	0	23	6.122	5.558	11.321	-3.091	-2.763	7.081	12.935	"3"
"办事"	0	0	4	1.065	0.967	1.969	-0.538	-0.48	1.231	2.249	"3"
"办妥"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"扮演"	4	0	0	1.065	0.967	1.969	2.299	-0.48	-1.177	3.956	"1"
"邦联"	0	2	0	0.532	0.483	0.984	-0.269	1.234	-0.589	2.092	"2"
"胞妹"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"保户"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"保暖"	1	0	0	0.266	0.242	0.492	0.575	-0.12	-0.294	0.989	"1"
"报备"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"报到"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"报告"	0	0	4	1.065	0.967	1.969	-0.538	-0.48	1.231	2.249	"3"
"报关"	0	0	3	0.798	0.725	1.477	-0.403	-0.36	0.924	1.687	"3"
"报关单"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"报请"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"报验"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"暴雨"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"备询"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"被害人"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"本年度"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"本身"	0	3	0	0.798	0.725	1.477	-0.403	1.85	-0.883	3.136	"2"
"比照"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"必"	0	3	0	0.798	0.725	1.477	-0.403	1.85	-0.883	3.136	"2"
"必然"	0	1	0	0.266	0.242	0.492	-0.134	0.617	-0.294	1.045	"2"
"必须"	1	0	5	1.597	1.45	2.953	-0.304	-0.721	0.99	2.015	"3"
"必要"	0	0	2	0.532	0.483	0.984	-0.269	-0.24	0.616	1.125	"3"
"边依"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"编列"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"编码"	1	0	0	0.266	0.242	0.492	0.575	-0.12	-0.294	0.989	"1"
"变得"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"变更"	1	0	4	1.331	1.208	2.461	-0.223	-0.601	0.75	1.574	"3"
"便利"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"便民"	0	0	1	0.266	0.242	0.492	-0.134	-0.12	0.308	0.562	"3"
"标准"	0	0	5	1.331	1.208	2.461	-0.672	-0.601	1.539	2.812	"3"
