"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"10日电"	0	0	0	0	0	0	1	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	-0.033	-0.037	-0.023	-0.045	0.469	0.781	"7"
"14时"	0	1	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	0.624	-0.033	-0.037	-0.023	-0.045	-0.18	0.998	"2"
"2004年"	1	0	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	0.919	-0.118	-0.033	-0.037	-0.023	-0.045	-0.18	1.355	"1"
"21世纪"	0	1	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	0.624	-0.033	-0.037	-0.023	-0.045	-0.18	0.998	"2"
"30日电"	0	0	1	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	1.139	-0.037	-0.023	-0.045	-0.18	1.598	"3"
"430"	0	0	0	0	1	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	-0.033	-0.037	1.289	-0.045	-0.18	1.758	"5"
"891021"	0	1	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	0.624	-0.033	-0.037	-0.023	-0.045	-0.18	0.998	"2"
"891212"	1	0	0	0	0	1	0	0.241	0.475	0.145	0.162	0.103	0.195	0.679	0.645	-0.235	-0.065	-0.074	-0.046	0.731	-0.36	2.156	"6"
"9％"	0	0	0	0	1	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	-0.033	-0.037	1.289	-0.045	-0.18	1.758	"5"
"90年代"	0	0	1	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	1.139	-0.037	-0.023	-0.045	-0.18	1.598	"3"
"CEPA"	0	0	0	0	0	0	1	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	-0.033	-0.037	-0.023	-0.045	0.469	0.781	"7"
"IBM"	0	1	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	0.624	-0.033	-0.037	-0.023	-0.045	-0.18	0.998	"2"
"IDC"	0	1	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	0.624	-0.033	-0.037	-0.023	-0.045	-0.18	0.998	"2"
"IT"	0	0	0	0	0	1	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	-0.033	-0.037	-0.023	1.011	-0.18	1.458	"6"
"R.J.Reynolds"	0	0	0	0	0	0	1	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	-0.118	-0.033	-0.037	-0.023	-0.045	0.469	0.781	"7"
"TA"	0	1	0	0	0	0	0	0.12	0.237	0.073	0.081	0.051	0.098	0.339	-0.056	0.624	-0.033	-0.037	-0.023	-0.045	-0.18	0.998	"2"
"一向"	1	1	0	0	0	0	0	0.241	0.475	0.145	0.162	0.103	0.195	0.679	0.645	0.378	-0.065	-0.074	-0.046	-0.089	-0.36	1.657	"1"
"一致"	2	1	0	0	0	0	0	0.361	0.712	0.218	0.244	0.154	0.293	1.018	1.398	0.254	-0.098	-0.11	-0.069	-0.134	-0.54	2.603	"1"
