"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"－－"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"..."	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"+"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"129"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"13.9"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"138亿"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"1400"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"160"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"1997"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"1997年"	2	0	1	0	0	0.506	0.507	0.832	0.44	0.714	1.12	-0.241	0.206	-0.207	-0.354	2.128	"1"
"20.6"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"200亿"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"27亿"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"465亿"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"50％"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"6.70"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"6142亿"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"7.6"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"891006"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"891108"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"891218"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"97"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"HSBC"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"IMF"	4	0	0	0	0	0.675	0.676	1.11	0.587	0.952	3.091	-0.322	-0.565	-0.276	-0.472	4.726	"1"
"M1"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"M1A"	0	0	5	0	0	0.844	0.845	1.387	0.734	1.19	-0.401	-0.402	2.784	-0.345	-0.59	4.522	"3"
"M1B"	0	0	8	0	0	1.35	1.352	2.22	1.174	1.904	-0.642	-0.643	4.454	-0.551	-0.944	7.234	"3"
"M2"	0	0	9	0	0	1.519	1.521	2.497	1.321	2.142	-0.722	-0.724	5.011	-0.62	-1.063	8.14	"3"
"M3"	0	0	5	0	0	0.844	0.845	1.387	0.734	1.19	-0.401	-0.402	2.784	-0.345	-0.59	4.522	"3"
"NetCurrency"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"SDR"	2	0	0	0	0	0.337	0.338	0.555	0.293	0.476	1.546	-0.161	-0.282	-0.138	-0.236	2.363	"1"
"一九九九年"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"一九八○年"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"一成不变"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"一般而言"	0	1	1	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	0.509	0.321	-0.138	-0.236	1.365	"2"
"万亿"	0	0	2	0	1	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	0.725	-0.207	0.254	1.668	"3"
"上升"	1	0	3	0	1	0.844	0.845	1.387	0.734	1.19	0.22	-0.402	0.871	-0.345	-0.182	2.02	"3"
"上半年"	0	1	2	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	0.37	0.725	-0.207	-0.354	1.897	"3"
"上扬"	0	0	3	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	1.67	-0.207	-0.354	2.713	"3"
"上限"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"下挫"	0	0	0	0	2	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	-0.282	-0.138	1.247	1.989	"5"
"下滑"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"下调"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"下跌"	0	0	1	0	6	1.181	1.183	1.942	1.027	1.666	-0.562	-0.563	-0.421	-0.482	2.994	5.022	"5"
"下降"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"不休"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"不确定性"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"世界"	27	0	3	0	4	5.737	5.747	9.435	4.989	8.093	14.675	-2.734	-2.16	-2.343	-1.175	23.087	"1"
"世界贸易组织"	3	0	0	0	0	0.506	0.507	0.832	0.44	0.714	2.318	-0.241	-0.423	-0.207	-0.354	3.543	"1"
"东亚"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"东北亚"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"东南亚"	0	0	3	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	1.67	-0.207	-0.354	2.713	"3"
"中介商"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"中国人"	0	1	1	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	0.509	0.321	-0.138	-0.236	1.365	"2"
"中止"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"中立"	0	2	1	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	1.119	0.206	-0.207	-0.354	2.127	"2"
"中间"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"主导"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"主管"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"主要"	1	1	5	8	33	8.099	8.113	13.32	7.043	11.425	-2.821	-2.828	-2.481	0.389	10.24	18.759	"5"
"之所以"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"乘数"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"事务"	1	0	1	0	1	0.506	0.507	0.832	0.44	0.714	0.371	-0.241	0.206	-0.207	0.254	1.279	"1"
"二千五百亿"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"互换"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"互见"	0	0	0	0	3	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	-0.423	-0.207	1.87	2.982	"5"
"五百八十亿"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"亚洲"	3	3	0	0	37	7.255	7.268	11.932	6.309	10.235	-1.275	-1.279	-6.07	-2.963	16.967	28.554	"5"
"亚洲区"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"交易"	0	1	6	0	2	1.519	1.521	2.497	1.321	2.142	-0.722	-0.272	1.767	-0.62	-0.198	3.579	"3"
"交易员"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"交易商"	0	0	0	0	15	2.531	2.535	4.162	2.201	3.57	-1.204	-1.206	-2.117	-1.034	9.351	14.912	"5"
"亦即"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"人民币"	0	2	12	58	4	12.823	12.846	21.089	11.152	18.09	-6.099	-3.983	-1.966	32.461	-4.806	49.315	"4"
"以外"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"价格"	0	0	0	31	2	5.568	5.578	9.157	4.842	7.855	-2.648	-2.654	-4.658	23.248	-2.098	35.306	"4"
"优于"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"优惠"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"会"	0	3	0	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	2.316	-0.423	-0.207	-0.354	3.541	"2"
"会主席"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"会员体"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"会员国"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"传导"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"伦敦"	0	0	0	16	0	2.7	2.704	4.44	2.348	3.808	-1.284	-1.287	-2.259	13.336	-1.889	20.055	"4"
"伪造"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"位"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"低头"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"低潮"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"低迷"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"住房"	0	0	5	0	0	0.844	0.845	1.387	0.734	1.19	-0.401	-0.402	2.784	-0.345	-0.59	4.522	"3"
"体系"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"佔"	0	0	3	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	1.67	-0.207	-0.354	2.713	"3"
"何"	0	1	1	0	1	0.506	0.507	0.832	0.44	0.714	-0.241	0.37	0.206	-0.207	0.254	1.278	"2"
"何锳"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"余额"	0	0	3	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	1.67	-0.207	-0.354	2.713	"3"
"作为"	0	2	5	0	4	1.856	1.859	3.052	1.614	2.618	-0.883	0.238	0.786	-0.758	0.595	3.26	"1"
"佩德罗"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"使用"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"例会"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"供"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"供应"	0	2	8	0	0	1.687	1.69	2.775	1.467	2.38	-0.803	0.281	3.046	-0.689	-1.181	6	"3"
"供应量"	0	0	9	0	0	1.519	1.521	2.497	1.321	2.142	-0.722	-0.724	5.011	-0.62	-1.063	8.14	"3"
"供给"	0	0	6	0	0	1.012	1.014	1.665	0.88	1.428	-0.482	-0.482	3.34	-0.413	-0.708	5.425	"3"
"供给量"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"供给额"	0	0	14	0	0	2.362	2.366	3.885	2.054	3.332	-1.124	-1.126	7.794	-0.965	-1.653	12.662	"3"
"依据"	0	2	1	0	0	0.506	0.507	0.832	0.44	0.714	-0.241	1.119	0.206	-0.207	-0.354	2.127	"2"
"促进"	1	0	0	0	0	0.169	0.169	0.277	0.147	0.238	0.773	-0.08	-0.141	-0.069	-0.118	1.181	"1"
"保持"	0	7	8	0	2	2.868	2.873	4.717	2.494	4.046	-1.364	1.8	1.152	-1.172	-0.715	6.203	"2"
"保有"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"信号"	0	2	0	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	1.544	-0.282	-0.138	-0.236	2.361	"2"
"信用"	0	1	0	0	1	0.337	0.338	0.555	0.293	0.476	-0.161	0.509	-0.282	-0.138	0.377	1.467	"2"
"信贷"	0	0	11	0	0	1.856	1.859	3.052	1.614	2.618	-0.883	-0.885	6.124	-0.758	-1.299	9.949	"3"
"信赖度"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"修改为"	0	2	0	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	1.544	-0.282	-0.138	-0.236	2.361	"2"
"修正"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"倍"	0	0	5	0	0	0.844	0.845	1.387	0.734	1.19	-0.401	-0.402	2.784	-0.345	-0.59	4.522	"3"
"债券"	0	1	4	0	3	1.35	1.352	2.22	1.174	1.904	-0.642	-0.224	0.809	-0.551	0.535	2.761	"3"
"债务"	3	0	0	0	0	0.506	0.507	0.832	0.44	0.714	2.318	-0.241	-0.423	-0.207	-0.354	3.543	"1"
"值衡"	0	0	0	0	1	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	-0.141	-0.069	0.623	0.993	"5"
"倾向"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"偏"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"偏向"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"偏快"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"做为"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"停止"	1	0	1	0	0	0.337	0.338	0.555	0.293	0.476	0.51	-0.161	0.321	-0.138	-0.236	1.366	"1"
"偿还"	2	0	0	0	0	0.337	0.338	0.555	0.293	0.476	1.546	-0.161	-0.282	-0.138	-0.236	2.363	"1"
"储备"	0	0	0	0	4	0.675	0.676	1.11	0.587	0.952	-0.321	-0.322	-0.565	-0.276	2.494	3.978	"5"
"储蓄"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"允许"	0	0	1	1	1	0.506	0.507	0.832	0.44	0.714	-0.241	-0.241	0.206	0.422	0.254	1.364	"4"
"元"	0	0	0	0	2	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	-0.282	-0.138	1.247	1.989	"5"
"充裕"	0	0	1	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	-0.08	0.557	-0.069	-0.118	0.904	"3"
"充足"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"先兆"	0	1	0	0	0	0.169	0.169	0.277	0.147	0.238	-0.08	0.772	-0.141	-0.069	-0.118	1.18	"2"
"克勒"	7	0	0	0	0	1.181	1.183	1.942	1.027	1.666	5.41	-0.563	-0.988	-0.482	-0.826	8.269	"1"
"兑"	0	1	0	0	20	3.543	3.55	5.827	3.081	4.998	-1.685	-0.967	-2.964	-1.447	11.257	18.32	"5"
"兑亚"	0	0	0	0	2	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	-0.282	-0.138	1.247	1.989	"5"
"兑换"	0	0	2	45	0	7.93	7.944	13.042	6.896	11.187	-3.772	-3.779	-4.383	34.607	-5.549	52.09	"4"
"兑换率"	0	0	2	0	0	0.337	0.338	0.555	0.293	0.476	-0.161	-0.161	1.113	-0.138	-0.236	1.809	"3"
"全球"	3	2	7	0	2	2.362	2.366	3.885	2.054	3.332	0.368	-0.244	1.191	-0.965	-0.499	3.267	"3"
