"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"！"	0	0	0	3	1.046	0.309	0.092	1.553	-0.559	-0.142	-0.041	0.858	1.6	"4"
"100万"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"100亿"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"110"	1	0	0	0	0.349	0.103	0.031	0.518	0.458	-0.047	-0.014	-0.317	0.836	"1"
"11亿"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"13日电"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"2008年"	1	0	0	0	0.349	0.103	0.031	0.518	0.458	-0.047	-0.014	-0.317	0.836	"1"
"203"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"319万"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"40多万"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"450"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"500多万"	1	0	0	0	0.349	0.103	0.031	0.518	0.458	-0.047	-0.014	-0.317	0.836	"1"
"50周年"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"63亿"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"6500万"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"67"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"7.36"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"891114"	0	0	0	2	0.697	0.206	0.062	1.035	-0.372	-0.094	-0.027	0.572	1.065	"4"
"891201"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"891215"	0	0	0	2	0.697	0.206	0.062	1.035	-0.372	-0.094	-0.027	0.572	1.065	"4"
"900101"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"900102"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"900109"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"900110"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"950万"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"AirtimeSales"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"ARS"	1	0	0	0	0.349	0.103	0.031	0.518	0.458	-0.047	-0.014	-0.317	0.836	"1"
"CA"	0	0	0	2	0.697	0.206	0.062	1.035	-0.372	-0.094	-0.027	0.572	1.065	"4"
"ERA"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"Extrim"	0	1	0	0	0.349	0.103	0.031	0.518	-0.186	0.987	-0.014	-0.317	1.504	"2"
"HEY"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"J-PHONE"	0	0	1	0	0.349	0.103	0.031	0.518	-0.186	-0.047	1.512	-0.317	2.062	"3"
"MV"	0	0	1	0	0.349	0.103	0.031	0.518	-0.186	-0.047	1.512	-0.317	2.062	"3"
"Overture"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"Qoo"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"Race"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"redcarpet"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"Servette"	0	0	0	1	0.349	0.103	0.031	0.518	-0.186	-0.047	-0.014	0.286	0.533	"4"
"SingaporeRoars"	1	0	0	0	0.349	0.103	0.031	0.518	0.458	-0.047	-0.014	-0.317	0.836	"1"
