"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"--"	0	1	0	0	0	0.042	0.373	0.245	0.124	0.215	-0.019	0.428	-0.122	-0.058	-0.105	0.732	"2"
"－－"	0	0	0	1	0	0.042	0.373	0.245	0.124	0.215	-0.019	-0.203	-0.122	0.906	-0.105	1.355	"4"
";"	0	0	0	2	0	0.084	0.746	0.49	0.248	0.431	-0.037	-0.406	-0.244	1.812	-0.211	2.71	"4"
"；"	0	1	4	0	0	0.211	1.865	1.226	0.621	1.077	-0.094	-0.415	1.838	-0.288	-0.527	3.162	"3"
"："	1	0	46	0	8	2.322	20.518	13.485	6.828	11.847	-0.496	-11.153	19.351	-3.166	-0.872	35.038	"3"
"."	0	0	4	0	0	0.169	1.492	0.981	0.497	0.862	-0.075	-0.811	2.442	-0.23	-0.421	3.979	"3"
"……"	0	0	0	0	1	0.042	0.373	0.245	0.124	0.215	-0.019	-0.203	-0.122	-0.058	0.667	1.069	"5"
"（"	1	1	21	0	16	1.646	14.549	9.562	4.842	8.4	-0.296	-6.524	4.095	-2.245	2.325	15.485	"2"
"）"	2	3	23	0	12	1.688	14.922	9.808	4.966	8.616	0.294	-4.734	5.06	-2.303	0.87	13.261	"3"
"＊"	0	0	3	0	0	0.127	1.119	0.736	0.372	0.646	-0.056	-0.608	1.831	-0.173	-0.316	2.984	"3"
"＝"	0	0	2	0	0	0.084	0.746	0.49	0.248	0.431	-0.037	-0.406	1.221	-0.115	-0.211	1.99	"3"
"■"	0	0	2	0	0	0.084	0.746	0.49	0.248	0.431	-0.037	-0.406	1.221	-0.115	-0.211	1.99	"3"
"◆"	0	0	3	0	0	0.127	1.119	0.736	0.372	0.646	-0.056	-0.608	1.831	-0.173	-0.316	2.984	"3"
"00"	0	0	0	0	1	0.042	0.373	0.245	0.124	0.215	-0.019	-0.203	-0.122	-0.058	0.667	1.069	"5"
"006"	0	0	0	0	1	0.042	0.373	0.245	0.124	0.215	-0.019	-0.203	-0.122	-0.058	0.667	1.069	"5"
"01"	0	1	0	0	0	0.042	0.373	0.245	0.124	0.215	-0.019	0.428	-0.122	-0.058	-0.105	0.732	"2"
"05分"	0	0	1	0	0	0.042	0.373	0.245	0.124	0.215	-0.019	-0.203	0.61	-0.058	-0.105	0.995	"3"
"10日"	0	0	2	0	0	0.084	0.746	0.49	0.248	0.431	-0.037	-0.406	1.221	-0.115	-0.211	1.99	"3"
