"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"－－"	0	0	4	0	0	0	2	0.422	0.915	2.176	0.638	0.653	0.954	0.242	-0.19	-0.431	0.88	-0.293	-0.3	-0.451	1.661	4.206	"7"
"、"	0	0	2	0	0	10	0	0.844	1.83	4.352	1.275	1.307	1.909	0.483	-0.38	-0.862	-0.882	-0.586	-0.601	6.3	-0.214	9.825	"6"
"."	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"|"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"1"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"1.34"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"1.5"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"110"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"1287"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"140"	0	1	1	0	0	0	0	0.141	0.305	0.725	0.213	0.218	0.318	0.081	-0.063	0.55	0.226	-0.098	-0.1	-0.15	-0.036	1.223	"2"
"1423"	1	0	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	1.153	-0.072	-0.196	-0.049	-0.05	-0.075	-0.018	1.613	"1"
"148"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"15时"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"1750"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"17日"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"181.4"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"1993年"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"19世纪"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"2.7"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"200"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"2000亿"	1	0	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	1.153	-0.072	-0.196	-0.049	-0.05	-0.075	-0.018	1.613	"1"
"2007年"	1	0	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	1.153	-0.072	-0.196	-0.049	-0.05	-0.075	-0.018	1.613	"1"
"2009年"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"2020年"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"23日电"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"250"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"29日电"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"2万多"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"3000多"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"30亿"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"310.8"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"35分"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"368"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"3月"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"49"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"4号线"	0	0	2	0	0	0	0	0.141	0.305	0.725	0.213	0.218	0.318	0.081	-0.063	-0.144	0.881	-0.098	-0.1	-0.15	-0.036	1.472	"3"
"50分"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"51.67"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"600万"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"6日"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"700"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"7000多"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"891013"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"891107"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"900103"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"900110"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"90多"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"96"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"98"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"999"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"9日电"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"Alstom"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"B"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"BOT"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"Electrocomponents"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"K"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"KTM"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"Railtrack"	0	0	0	0	0	4	0	0.281	0.61	1.451	0.425	0.436	0.636	0.161	-0.127	-0.287	-0.783	-0.195	-0.2	3.194	-0.071	4.857	"6"
"Telewest"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"一九七一年"	1	0	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	1.153	-0.072	-0.196	-0.049	-0.05	-0.075	-0.018	1.613	"1"
"一九九五年"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"一体"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"一千亿"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"一团糟"	0	0	0	0	0	1	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	-0.05	0.798	-0.018	1.215	"6"
"一成"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"一日电"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"一段"	0	1	2	0	0	0	0	0.211	0.457	1.088	0.319	0.327	0.477	0.121	-0.095	0.408	0.524	-0.146	-0.15	-0.226	-0.054	1.603	"3"
"一流"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"一点一滴"	1	0	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	1.153	-0.072	-0.196	-0.049	-0.05	-0.075	-0.018	1.613	"1"
"万"	0	0	1	0	4	0	0	0.351	0.762	1.814	0.531	0.545	0.795	0.201	-0.158	-0.359	-0.393	-0.244	3.192	-0.376	-0.089	4.811	"5"
"三点七"	0	0	0	0	1	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	-0.049	0.963	-0.075	-0.018	1.405	"5"
"上"	0	0	7	6	0	6	1	1.406	3.05	7.254	2.125	2.178	3.182	0.805	-0.633	-1.437	-0.257	1.825	-1.002	1.07	0.251	6.475	"4"
"上将"	0	0	0	1	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	-0.196	0.974	-0.05	-0.075	-0.018	1.417	"4"
"上来"	0	0	0	0	0	3	0	0.211	0.457	1.088	0.319	0.327	0.477	0.121	-0.095	-0.216	-0.587	-0.146	-0.15	2.395	-0.054	3.643	"6"
"上海"	3	0	11	1	4	0	0	1.336	2.897	6.891	2.019	2.069	3.022	0.765	0.838	-1.365	1.347	-0.414	0.838	-1.43	-0.339	6.571	"6"
"上海站"	0	0	1	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	-0.072	0.44	-0.049	-0.05	-0.075	-0.018	0.736	"3"
"上行"	0	1	0	0	0	0	0	0.07	0.152	0.363	0.106	0.109	0.159	0.04	-0.032	0.817	-0.196	-0.049	-0.05	-0.075	-0.018	1.237	"2"
"下去"	0	0	0	1	0	1	0	0.141	0.305	0.725	0.213	0.218	0.318	0.081	-0.063	-0.144	-0.391	0.696	-0.1	0.533	-0.036	1.963	"4"
