"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"﹔"	0	0	0	2	0.09	0.464	0.14	1.306	-0.04	-0.23	-0.063	0.37	0.703	"4"
"＼"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"+"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"2257"	0	1	0	0	0.045	0.232	0.07	0.653	-0.02	0.634	-0.031	-0.46	1.145	"2"
"3G"	0	0	1	0	0.045	0.232	0.07	0.653	-0.02	-0.115	1.156	-0.46	1.751	"3"
"5566"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"6.3"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"ＣＫＰ"	1	0	0	0	0.045	0.232	0.07	0.653	1.348	-0.115	-0.031	-0.46	1.954	"1"
"internet＼login"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"KongWay"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"Legrand"	0	0	1	0	0.045	0.232	0.07	0.653	-0.02	-0.115	1.156	-0.46	1.751	"3"
"SARS"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"SNG"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"ww.dbd.com＼ebanking"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"一些"	0	4	0	2	0.269	1.393	0.419	3.919	-0.12	1.538	-0.188	-0.943	2.789	"2"
"一切"	1	2	0	4	0.314	1.625	0.488	4.572	0.561	0.293	-0.22	-0.337	1.411	"1"
"上述"	1	0	0	2	0.135	0.697	0.209	1.959	0.89	-0.344	-0.094	0.141	1.469	"1"
"上门"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"下放"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"不人道"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"不切实际"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"不力"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"不同"	0	0	0	5	0.225	1.161	0.349	3.266	-0.1	-0.574	-0.157	0.925	1.756	"4"
"不断"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"不正"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"不能"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"丙肝"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"严"	0	1	0	0	0.045	0.232	0.07	0.653	-0.02	0.634	-0.031	-0.46	1.145	"2"
"严刑"	0	1	0	0	0.045	0.232	0.07	0.653	-0.02	0.634	-0.031	-0.46	1.145	"2"
"严厉"	1	1	0	0	0.09	0.464	0.14	1.306	1.056	0.387	-0.063	-0.92	2.426	"1"
"严密"	0	2	0	1	0.135	0.697	0.209	1.959	-0.06	0.864	-0.094	-0.557	1.575	"2"
"严格"	1	4	0	1	0.269	1.393	0.419	3.919	0.618	1.538	-0.188	-1.669	4.013	"4"
"中期"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"临床"	0	0	0	2	0.09	0.464	0.14	1.306	-0.04	-0.23	-0.063	0.37	0.703	"4"
"临时"	0	0	0	2	0.09	0.464	0.14	1.306	-0.04	-0.23	-0.063	0.37	0.703	"4"
"为佳"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"为辅"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"主要"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"乏力"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"乞讨"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"习惯"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"书写"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"买进"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"了事"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"争取"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"争议"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"二百亿"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"互信"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"互动"	0	0	2	1	0.135	0.697	0.209	1.959	-0.06	-0.344	1.856	-0.557	2.817	"3"
"互惠"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"五小"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"交割"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"交往"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"产"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"人们"	0	0	0	2	0.09	0.464	0.14	1.306	-0.04	-0.23	-0.063	0.37	0.703	"4"
"人们吸"	0	1	0	0	0.045	0.232	0.07	0.653	-0.02	0.634	-0.031	-0.46	1.145	"2"
"人性化"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"他国"	0	0	0	1	0.045	0.232	0.07	0.653	-0.02	-0.115	-0.031	0.185	0.351	"4"
"以"	1	0	40	24	2.919	15.093	4.534	42.453	-0.689	-7.459	29.207	-5.542	42.897	"3"
"以便"	1	0	0	0	0.045	0.232	0.07	0.653	1.348	-0.115	-0.031	-0.46	1.954	"1"
"以免"	1	1	0	0	0.09	0.464	0.14	1.306	1.056	0.387	-0.063	-0.92	2.426	"1"
"以往"	0	0	2	1	0.135	0.697	0.209	1.959	-0.06	-0.344	1.856	-0.557	2.817	"3"
