"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"，"	145	8	0	1	56.978	57.453	11.607	27.962	50.378	-20.177	-5.241	-11.855	87.651	"1"
"……"	1	0	0	0	0.37	0.373	0.075	0.182	0.432	-0.203	-0.034	-0.087	0.756	"1"
"‘"	1	0	0	0	0.37	0.373	0.075	0.182	0.432	-0.203	-0.034	-0.087	0.756	"1"
"＊"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"&amp;"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"100"	1	0	0	0	0.37	0.373	0.075	0.182	0.432	-0.203	-0.034	-0.087	0.756	"1"
"100万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"150"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"1500"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"155万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"160万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"1640万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"180多"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"2.35"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"20％"	1	0	0	0	0.37	0.373	0.075	0.182	0.432	-0.203	-0.034	-0.087	0.756	"1"
"200万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"24万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"2846.8"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"2亿5600万"	0	0	0	1	0.37	0.373	0.075	0.182	-0.201	-0.203	-0.034	0.741	1.179	"4"
"30％"	0	0	0	1	0.37	0.373	0.075	0.182	-0.201	-0.203	-0.034	0.741	1.179	"4"
"300"	1	0	0	0	0.37	0.373	0.075	0.182	0.432	-0.203	-0.034	-0.087	0.756	"1"
"3320万"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"3650"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
"3G"	0	1	0	0	0.37	0.373	0.075	0.182	-0.201	0.428	-0.034	-0.087	0.75	"2"
