"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－－"	2	0	0	1.016	0.079	0.905	0.588	-0.035	-0.523	1.146	"1"
"─"	2	0	0	1.016	0.079	0.905	0.588	-0.035	-0.523	1.146	"1"
"1.5"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"11日电"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"1街"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"2.15"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"200万"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"20时"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"250"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"2月"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"35800"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"4.9"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"4号线"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"506"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"507"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"511"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"512"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"518"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"55亿"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"5年"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"61"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"69"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"690"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"83"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"891129"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"900111"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"98"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"LED"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"ㄙ"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"阿巴斯"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"阿加西"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"埃及"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"爱沙尼亚"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"安排"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"安排好"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"安全"	3	1	1	2.54	0.197	2.263	0.288	0.741	-0.598	1.627	"2"
"按照"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"奥特"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"奥运村"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"八达"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"八十六点五"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"巴"	0	0	3	1.524	0.118	1.358	-0.924	-0.052	1.033	2.009	"3"
"巴士"	8	0	0	4.065	0.314	3.621	2.353	-0.139	-2.094	4.586	"1"
"巴士站"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"巴希尔"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"霸级"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"白眼"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"百四十五"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"摆脱"	1	0	2	1.524	0.118	1.358	-0.312	-0.052	0.367	0.731	"3"
"败北"	0	0	1	0.508	0.039	0.453	-0.308	-0.017	0.344	0.669	"3"
"班次"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
"搬迁"	1	0	0	0.508	0.039	0.453	0.294	-0.017	-0.262	0.573	"1"
