"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"、"	0	3	0	0	0	6	26	2.896	4.894	3.57	6.264	4.703	4.647	8.026	-1.313	-0.586	-1.635	-2.997	-2.194	0.498	9.753	18.976	"7"
"："	0	3	0	0	0	0	0	0.248	0.419	0.306	0.537	0.403	0.398	0.688	-0.113	2.563	-0.14	-0.257	-0.188	-0.186	-0.339	3.786	"2"
"“"	3	8	27	0	0	0	0	3.144	5.314	3.876	6.801	5.106	5.046	8.714	-0.212	0.816	18.183	-3.254	-2.382	-2.351	-4.299	31.497	"3"
"”"	3	5	28	0	0	0	0	2.979	5.034	3.672	6.443	4.838	4.78	8.255	0.235	-0.215	20.64	-3.083	-2.256	-2.227	-4.072	32.728	"3"
"《"	1	4	0	0	0	0	0	0.414	0.699	0.51	0.895	0.672	0.664	1.147	0.455	2.77	-0.234	-0.428	-0.313	-0.309	-0.566	5.075	"2"
"》"	1	5	0	0	0	0	0	0.496	0.839	0.612	1.074	0.806	0.797	1.376	0.393	3.548	-0.28	-0.514	-0.376	-0.371	-0.679	6.161	"2"
"「"	2	3	7	0	0	0	0	0.993	1.678	1.224	2.148	1.613	1.593	2.752	0.583	0.639	4.244	-1.028	-0.752	-0.742	-1.357	9.345	"3"
"」"	9	2	10	0	0	0	0	1.738	2.936	2.142	3.758	2.822	2.788	4.816	4.673	-0.375	4.83	-1.798	-1.316	-1.299	-2.376	16.667	"3"
"173"	0	0	0	0	0	0	1	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	-0.062	0.64	1.001	"7"
"20万"	0	0	0	0	0	0	1	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	-0.062	0.64	1.001	"7"
"20世纪"	0	0	0	0	0	1	0	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	0.877	-0.113	1.289	"6"
"21世纪"	0	0	0	0	0	0	1	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	-0.062	0.64	1.001	"7"
"50多"	0	0	0	0	0	1	0	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	0.877	-0.113	1.289	"6"
"6.9"	0	0	0	0	1	0	0	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	0.872	-0.062	-0.113	1.283	"5"
"863"	0	1	1	0	0	0	0	0.165	0.28	0.204	0.358	0.269	0.266	0.459	-0.075	0.585	0.713	-0.171	-0.125	-0.124	-0.226	2.019	"3"
"90年代"	0	0	0	0	0	1	0	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	0.877	-0.113	1.289	"6"
"goods-producingindustries"	0	0	0	0	0	0	1	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	-0.062	0.64	1.001	"7"
"LobangKing"	0	1	0	0	0	0	0	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	0.854	-0.047	-0.086	-0.063	-0.062	-0.113	1.263	"2"
"services-producingindustries"	0	0	0	0	0	0	1	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	-0.047	-0.086	-0.063	-0.062	0.64	1.001	"7"
"SONY"	2	0	0	0	0	0	0	0.165	0.28	0.204	0.358	0.269	0.266	0.459	2.165	-0.131	-0.093	-0.171	-0.125	-0.124	-0.226	3.035	"1"
"WEAI"	0	0	1	0	0	0	0	0.083	0.14	0.102	0.179	0.134	0.133	0.229	-0.038	-0.065	0.991	-0.086	-0.063	-0.062	-0.113	1.418	"3"
