"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"模块"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"模拟"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"横向"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"欠佳"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"正常"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"步伐"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"武器"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"残骸"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"毁"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"毒品"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"比美"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"民用"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"气体"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"气罩"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"氧气"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水上"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"水利"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"水平"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水渠"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水源"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"水电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水稻"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水管"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"水路"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"汉阳"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"污"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"污染"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"污水"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"污水处"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"汽车"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"沖毁"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"沙玻璃"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"油井"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"治疗"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"沿江"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"法规"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"泡汤"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"波大"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"泳池"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"泵"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"洗手"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"洗手盆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"洗衣机"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"洞烛机先"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"活动室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"流出物"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"流域"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"测"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"测出"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"测控"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"测试"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"测速"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"浦东人"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"浴室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"浴缸"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"海事"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"海信"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"海巡署"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"海港"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"消毒"	0	7	0.942	6.058	-0.439	0.439	0.878	"1_&_2"
"消费"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"消防"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"消防车"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"润滑油型"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"淘汰"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"淤泥"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"深处"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"清扫"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"清洁"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"清洗"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"渔船"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"温室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"温控"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"温泉"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"港元"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"港口"	2	1	0.404	2.596	1.306	-1.306	2.612	"1_&_2"
"港埠"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"港湾"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"游人"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"游憩"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"游戏"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"游泳池"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"湍急"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"溪水"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"滞"	3	1	0.538	3.462	2.058	-2.058	4.116	"1_&_2"
"漂"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"漏水"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"演"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"激光"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"火控"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"火星"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"火警"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"灭火"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"灾害"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"炸"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"炸弹"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"点"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"热轧"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"焚化炉"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"然后"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"煤气"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"照明"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"照相"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"燃料"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"燃烧"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"燃烧室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"爆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"爆炸"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"物"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"物力"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"物品"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"物流"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"物资"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"牵头"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"特惠价"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"特殊"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"特种"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"率领"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"环"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"环保"	2	3	0.673	4.327	0.863	-0.863	1.726	"1_&_2"
"环保车"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"环卫"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"环境"	2	10	1.614	10.386	0.306	-0.306	0.612	"1_&_2"
"现代化"	1	5	0.807	5.193	0.237	-0.237	0.474	"1_&_2"
"现有"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"现有文"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"理"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"瓜"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"瓦"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"生产"	1	24	3.363	21.637	-0.88	0.88	1.76	"1_&_2"
"生产线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"生命科"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"生态"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"生物"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"用"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"用于"	2	7	1.211	7.789	0.46	-0.46	0.92	"1_&_2"
"用于额"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"用地"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"用户"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"用来"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"用水"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"用途"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电信"	1	6	0.942	6.058	0.196	-0.196	0.392	"1_&_2"
"电力"	2	5	0.942	6.058	0.619	-0.619	1.238	"1_&_2"
"电动"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"电化"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电厂"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电器"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电子"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"电板"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电气"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"电波"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电灯"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电磁"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电站"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电网"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"电脑"	0	11	1.48	9.52	-0.69	0.69	1.38	"1_&_2"
"电脑室"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"电视"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"电讯"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"疏松症"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"疏通"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"疗"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"病区"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"病房"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"百分之九十七"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"的"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"监测"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"监理"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"监管"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"监视"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"盛港新镇"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"盲胞"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"相关"	0	11	1.48	9.52	-0.69	0.69	1.38	"1_&_2"
"相应"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"省区"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"省级"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"真空"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"眼睛"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"着陆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"短缺"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"石化"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"石油"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"矿物质"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"码头"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"研制"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"研发"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"破坏"	1	3	0.538	3.462	0.358	-0.358	0.716	"1_&_2"
"础"	2	2	0.538	3.462	1.045	-1.045	2.09	"1_&_2"
"硫"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"硬"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"硬体"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"确保"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"社区"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"离子"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"私家"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"种"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"种种"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"种类"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"科学仪"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"科技"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"科技力量"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"科普"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"科研"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"秘密"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"秦山"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"移"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"移动"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"移动式"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"程控"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"空调"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"空间"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"空间站"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"突发性"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"突袭"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"突袭式"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"站"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"站点"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"竞技场"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"竣工"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"符合"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"第二十一"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"等"	10	53	8.475	54.525	0.471	-0.471	0.942	"1_&_2"
"等高"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"筹集"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"管制"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"管理"	4	12	2.152	13.848	0.799	-0.799	1.598	"1_&_2"
"管理业"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"管理区"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"管线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"类"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"类似"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"精确"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"精神科"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"系统"	0	12	1.614	10.386	-0.753	0.753	1.506	"1_&_2"
"紧急"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"繁殖"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"红外线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"红色"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"纪录器"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"线路"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"组合屋"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"组屋区"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"细菌"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"终端"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"绍"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"经常性"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"经费"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"绘画"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"络"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"统计学"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"维修"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"维护"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"绿化"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"绿地"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"网"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"网络"	1	4	0.673	4.327	0.289	-0.289	0.578	"1_&_2"
"网路"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"网际"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"美元"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"美术馆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"翻新"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"老人"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"老化"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"老年人"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"老旧"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"考试"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"而且"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"而提"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"耗电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"耳目一新"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"联合"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"肉类"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"育"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"能源"	2	1	0.404	2.596	1.306	-1.306	2.612	"1_&_2"
"脱"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"脱序"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"腾出"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"自制"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"自动"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"自动化"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"自动车门"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"自来水处"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"舒适"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"舞厅"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"航管"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"舱段"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"船"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"船舶"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"良好"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"艺术"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"艺术村"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"艺术表"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"英格利斯"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"茶座"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"荟萃"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"药品"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"萤光屏"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"营运"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"落"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"落伍"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"落后"	2	1	0.404	2.596	1.306	-1.306	2.612	"1_&_2"
"落成"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"蒸气"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"蒸汽"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"蒸馏"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"蓄水池"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"蔬菜"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"藏"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"虚拟"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"行业"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"衔接"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"补救"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"袭击"	1	2	0.404	2.596	0.454	-0.454	0.908	"1_&_2"
"装"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"装备"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"装置"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"装置系"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"裕廊"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"西部"	4	0	0.538	3.462	3.485	-3.485	6.97	"1_&_2"
"要害"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"要素"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"观光"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"规划"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"规划为"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"规模"	1	3	0.538	3.462	0.358	-0.358	0.716	"1_&_2"
"视"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"视障"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"视障者"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"计划"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"计算机"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"订货"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"认证"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"训练"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"训练场"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"记录下来"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"设"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"设备"	0	30	4.036	25.964	-1.882	1.882	3.764	"1_&_2"
"设施"	5	21	3.498	22.502	0.574	-0.574	1.148	"1_&_2"
"设有"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"设立"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"设置"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"设计"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"诊断"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"该"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"语音"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"误判"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"诱发"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"调"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"调试"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"调阅"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"调高"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"谷仓"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"豪华"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"负压"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"负担"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"财力"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"责任"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"质量"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
