"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
""	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"－－"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"－－P-Net"	0	1	0	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	0.272	-0.072	-0.023	-0.122	0.496	"2"
"﹔"	0	1	0	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	0.272	-0.072	-0.023	-0.122	0.496	"2"
"|"	0	0	1	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	0.818	-0.023	-0.122	1.302	"3"
"1.3"	0	0	1	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	0.818	-0.023	-0.122	1.302	"3"
"107"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"110万"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"13.5％"	0	1	0	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	0.272	-0.072	-0.023	-0.122	0.496	"2"
"13楼"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"174"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"1755"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"1960"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"200多"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"21.2"	0	0	0	1	0	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	1.29	-0.122	1.823	"4"
"21.5"	0	1	0	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	0.272	-0.072	-0.023	-0.122	0.496	"2"
"437"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"450"	1	0	0	0	0	0.016	0.535	0.152	0.051	0.245	1.784	-0.332	-0.072	-0.023	-0.122	2.333	"1"
"468"	0	0	1	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	0.818	-0.023	-0.122	1.302	"3"
"48"	0	0	0	0	1	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	-0.072	-0.023	0.61	1.044	"5"
"500余"	0	1	0	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	0.272	-0.072	-0.023	-0.122	0.496	"2"
"538万余"	0	0	1	0	0	0.016	0.535	0.152	0.051	0.245	-0.007	-0.332	0.818	-0.023	-0.122	1.302	"3"
