"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"﹐"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"15时"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"17日电"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"1989年"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"1997年"	0	2	0	0	0.273	0.099	0.927	0.701	-0.127	2.612	-0.541	-0.375	3.655	"2"
"20世纪"	1	0	0	0	0.136	0.049	0.463	0.351	0.865	-0.022	-0.27	-0.188	1.345	"1"
"24日电"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"8.6"	0	1	0	0	0.136	0.049	0.463	0.351	-0.064	1.306	-0.27	-0.188	1.828	"2"
"891026"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"891108"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"891215"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"900116"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"900128"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"EKG"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"rock"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"Tanya"	0	0	2	0	0.273	0.099	0.927	0.701	-0.127	-0.044	0.668	-0.375	1.214	"3"
"theboat"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"X"	0	0	1	1	0.273	0.099	0.927	0.701	-0.127	-0.044	0.147	0.238	0.556	"4"
"一"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"一下"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"一九六○年"	0	0	0	1	0.136	0.049	0.463	0.351	-0.064	-0.022	-0.27	0.455	0.811	"4"
"一些"	1	1	0	2	0.545	0.198	1.854	1.403	0.353	0.736	-1.082	0.358	2.529	"3"
"一切"	0	0	3	0	0.409	0.148	1.39	1.052	-0.191	-0.066	1.002	-0.563	1.822	"3"
"一蹴"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"万千"	0	0	1	0	0.136	0.049	0.463	0.351	-0.064	-0.022	0.334	-0.188	0.608	"3"
"三峡"	2	0	1	2	0.682	0.247	2.317	1.754	0.853	-0.11	-0.626	0.242	1.831	"1"
