"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"."	0	2	0	0	0.179	0.997	0.719	0.106	-0.081	0.605	-0.387	-0.047	1.12	"2"
".."	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"1.8"	1	0	0	0	0.089	0.498	0.359	0.053	1.049	-0.3	-0.193	-0.024	1.566	"1"
"10739"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"11日电"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"1250"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"14时"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"151"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"1990年"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"203"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"21世纪"	0	0	1	2	0.268	1.495	1.078	0.159	-0.122	-0.899	-0.152	2.09	3.263	"4"
"250"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"300亿"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"365"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"3650"	1	0	0	0	0.089	0.498	0.359	0.053	1.049	-0.3	-0.193	-0.024	1.566	"1"
"4－－6"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"450"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"4号线"	1	0	0	0	0.089	0.498	0.359	0.053	1.049	-0.3	-0.193	-0.024	1.566	"1"
"502"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"506"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"55亿"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"61"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"638"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"650"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"690亿"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"7亿"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"84"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"85"	1	2	0	0	0.268	1.495	1.078	0.159	0.611	0.303	-0.58	-0.071	1.565	"1"
"853"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"900115"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"96"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"C"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"IBSR"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"N-SAT"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"nice"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"thirdrailinsulator"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"V-MIX"	0	0	0	1	0.089	0.498	0.359	0.053	-0.041	-0.3	-0.193	1.276	1.81	"4"
"一个个"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"一之七号"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"一二"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"一体"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"一体化"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"一切"	0	0	3	0	0.268	1.495	1.078	0.159	-0.122	-0.899	1.333	-0.071	2.425	"3"
"一定"	0	1	1	0	0.179	0.997	0.719	0.106	-0.081	0.126	0.229	-0.047	0.483	"3"
"一帆风顺"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"一带"	1	0	0	0	0.089	0.498	0.359	0.053	1.049	-0.3	-0.193	-0.024	1.566	"1"
"一般"	0	2	0	0	0.179	0.997	0.719	0.106	-0.081	0.605	-0.387	-0.047	1.12	"2"
"一览表"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"一贯"	0	0	1	0	0.089	0.498	0.359	0.053	-0.041	-0.3	0.444	-0.024	0.809	"3"
"一路"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"万多"	1	0	0	0	0.089	0.498	0.359	0.053	1.049	-0.3	-0.193	-0.024	1.566	"1"
"三巴旺站"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"三百九十二"	0	1	0	0	0.089	0.498	0.359	0.053	-0.041	0.302	-0.193	-0.024	0.56	"2"
"三读"	1	0	0	0	0.089	0.498	0.359	0.053	1.049	-0.3	-0.193	-0.024	1.566	"1"
"上"	3	13	15	1	2.858	15.947	11.499	1.696	0.257	-0.713	0.87	-0.311	2.151	"3"
"上将"	0	2	0	0	0.179	0.997	0.719	0.106	-0.081	0.605	-0.387	-0.047	1.12	"2"
