"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"－"	0	0	0	0	0	0	2	0.113	0.239	0.151	0.114	0.311	0.064	1.008	-0.051	-0.111	-0.068	-0.051	-0.147	-0.028	0.595	1.051	"7"
"--"	0	42	0	0	0	0	1	2.437	5.143	3.244	2.452	6.683	1.376	21.664	-1.09	37.154	-1.465	-1.096	-3.155	-0.607	-11.438	56.005	"2"
"－－"	0	0	1	0	1	0	1	0.17	0.359	0.226	0.171	0.466	0.096	1.511	-0.076	-0.166	0.678	-0.076	0.401	-0.042	-0.306	1.745	"3"
"（"	0	0	2	1	3	0	26	1.814	3.828	2.414	1.825	4.974	1.024	16.122	-0.811	-1.77	-0.25	-0.348	-0.61	-0.452	3.505	7.746	"7"
"）"	0	0	1	2	3	0	32	2.154	4.545	2.867	2.167	5.906	1.216	19.145	-0.963	-2.102	-0.682	-0.2	-0.862	-0.537	4.827	10.173	"7"
"＊"	0	0	2	0	0	0	0	0.113	0.239	0.151	0.114	0.311	0.064	1.008	-0.051	-0.111	2.245	-0.051	-0.147	-0.028	-0.609	3.242	"3"
"#"	0	0	0	0	0	0	3	0.17	0.359	0.226	0.171	0.466	0.096	1.511	-0.076	-0.166	-0.102	-0.076	-0.22	-0.042	0.893	1.575	"7"
"◎"	0	0	0	0	0	0	1	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	-0.073	-0.014	0.298	0.524	"7"
"01"	0	0	0	0	0	0	2	0.113	0.239	0.151	0.114	0.311	0.064	1.008	-0.051	-0.111	-0.068	-0.051	-0.147	-0.028	0.595	1.051	"7"
"02"	0	0	0	0	0	0	2	0.113	0.239	0.151	0.114	0.311	0.064	1.008	-0.051	-0.111	-0.068	-0.051	-0.147	-0.028	0.595	1.051	"7"
"08"	0	0	0	0	0	0	1	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	-0.073	-0.014	0.298	0.524	"7"
"1.1"	0	0	0	0	1	0	0	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	0.808	-0.014	-0.304	1.265	"5"
"10％"	0	0	0	0	0	0	1	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	-0.073	-0.014	0.298	0.524	"7"
"101"	0	0	0	0	1	0	0	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	0.808	-0.014	-0.304	1.265	"5"
"1017"	0	0	0	0	1	0	0	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	0.808	-0.014	-0.304	1.265	"5"
"11时"	0	0	0	0	0	0	1	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	-0.073	-0.014	0.298	0.524	"7"
"12月"	0	0	0	0	0	0	2	0.113	0.239	0.151	0.114	0.311	0.064	1.008	-0.051	-0.111	-0.068	-0.051	-0.147	-0.028	0.595	1.051	"7"
"13楼"	0	0	0	0	0	0	1	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	-0.073	-0.014	0.298	0.524	"7"
"140"	0	0	0	0	0	0	1	0.057	0.12	0.075	0.057	0.155	0.032	0.504	-0.025	-0.055	-0.034	-0.025	-0.073	-0.014	0.298	0.524	"7"
