"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"SumAbsDev"	"LargestDev"
"－－"	1	2	0	0	1	0	0.826	1.282	0.209	0.389	0.26	1.034	0.219	0.415	-0.093	-0.178	0.627	-0.519	2.051	"5"
"﹐"	1	0	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	0.685	-0.168	-0.023	-0.044	-0.029	-0.13	1.079	"1"
"！"	3	14	0	0	3	1	4.337	6.731	1.098	2.042	1.366	5.427	-0.465	2.925	-0.49	-0.933	0.815	-1.807	7.435	"2"
"？"	0	16	0	0	0	0	3.304	5.129	0.836	1.556	1.041	4.135	-1.607	7.906	-0.373	-0.711	-0.467	-2.077	13.141	"2"
"."	2	4	0	0	3	1	2.065	3.205	0.523	0.972	0.651	2.584	-0.182	0.392	-0.233	-0.444	1.631	-0.647	3.529	"5"
"…"	0	1	0	0	0	1	0.413	0.641	0.105	0.194	0.13	0.517	-0.201	0.269	-0.047	-0.089	-0.058	0.347	1.011	"6"
"‘"	0	1	0	1	0	0	0.413	0.641	0.105	0.194	0.13	0.517	-0.201	0.269	-0.047	0.733	-0.058	-0.26	1.568	"4"
"’"	0	2	0	1	0	0	0.62	0.962	0.157	0.292	0.195	0.775	-0.301	0.616	-0.07	0.578	-0.088	-0.39	2.043	"2"
"︶"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"《"	1	3	0	4	3	23	7.021	10.898	1.777	3.306	2.212	8.786	-2.422	-2.82	-0.793	0.372	0.418	6.415	13.24	"6"
"》"	1	3	1	4	3	20	6.608	10.257	1.673	3.111	2.082	8.269	-2.245	-2.56	-0.304	0.422	0.461	4.865	10.857	"6"
"■"	0	1	0	0	0	2	0.62	0.962	0.157	0.292	0.195	0.775	-0.301	0.163	-0.07	-0.133	-0.088	0.78	1.535	"6"
"◎"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"１"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"10多"	1	0	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	0.685	-0.168	-0.023	-0.044	-0.029	-0.13	1.079	"1"
"1200"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"179369"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"２"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"３"	0	2	0	0	0	0	0.413	0.641	0.105	0.194	0.13	0.517	-0.201	0.988	-0.047	-0.089	-0.058	-0.26	1.643	"2"
"3378913"	0	0	0	0	0	1	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	-0.168	-0.023	-0.044	-0.029	0.588	0.952	"6"
"４"	0	2	0	0	0	0	0.413	0.641	0.105	0.194	0.13	0.517	-0.201	0.988	-0.047	-0.089	-0.058	-0.26	1.643	"2"
"400多"	0	0	0	1	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	-0.168	-0.023	1.012	-0.029	-0.13	1.462	"4"
"891013"	1	0	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	0.685	-0.168	-0.023	-0.044	-0.029	-0.13	1.079	"1"
"891027"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"891117"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
"AdamSandler"	0	1	0	0	0	0	0.207	0.321	0.052	0.097	0.065	0.258	-0.1	0.494	-0.023	-0.044	-0.029	-0.13	0.82	"2"
