"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"、"	0	0	0	0	0	53	0	0	17	4.357	3.582	1.684	2.833	11.627	12.321	16.785	0.935	15.876	-1.953	-1.597	-0.74	-1.256	-5.522	25.488	-8.334	-0.409	0.377	45.676	"6"
"1988年"	0	0	0	0	1	0	0	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	0.78	-0.084	-0.119	-0.006	-0.112	1.181	"5"
"80年代"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"891205"	0	0	0	0	0	0	0	0	1	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	-0.119	-0.006	0.644	1.012	"9"
"891227"	0	0	0	0	0	0	0	0	1	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	-0.119	-0.006	0.644	1.012	"9"
"aeger-LeCoultre"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"Boutique"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"designerstyle"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"EnterThragon"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"Erasure"	0	0	0	0	0	0	2	0	0	0.124	0.102	0.048	0.081	0.332	0.352	0.48	0.027	0.454	-0.056	-0.046	-0.021	-0.036	-0.158	-0.168	1.24	-0.012	-0.223	1.96	"7"
"GradeReserve"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"Hello"	0	0	0	0	0	0	0	0	2	0.124	0.102	0.048	0.081	0.332	0.352	0.48	0.027	0.454	-0.056	-0.046	-0.021	-0.036	-0.158	-0.168	-0.238	-0.012	1.289	2.024	"9"
"Hop"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"Kitty"	0	0	0	0	0	0	0	0	2	0.124	0.102	0.048	0.081	0.332	0.352	0.48	0.027	0.454	-0.056	-0.046	-0.021	-0.036	-0.158	-0.168	-0.238	-0.012	1.289	2.024	"9"
"Lindy"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"MTV"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"Reverso"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"Savoy"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
"The"	0	0	0	0	0	0	1	0	0	0.062	0.051	0.024	0.04	0.166	0.176	0.24	0.013	0.227	-0.028	-0.023	-0.011	-0.018	-0.079	-0.084	0.62	-0.006	-0.112	0.981	"7"
