"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
"－－"	0	0	0	0	0	0	3	0.433	0.393	0.122	0.24	0.577	0.347	0.889	-0.203	-0.183	-0.054	-0.109	-0.278	-0.16	1.585	2.572	"7"
"；"	0	0	0	0	1	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	0.716	-0.053	-0.153	1.105	"5"
"﹔"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"："	0	0	0	0	6	0	0	0.866	0.785	0.245	0.48	1.154	0.694	1.777	-0.406	-0.365	-0.109	-0.217	4.297	-0.32	-0.915	6.629	"5"
"！"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"？"	0	0	0	0	8	0	1	1.299	1.178	0.367	0.719	1.73	1.041	2.666	-0.609	-0.548	-0.163	-0.326	4.856	-0.481	-0.693	7.676	"5"
"︰"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"…"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"……"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"‘"	0	0	0	0	1	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	0.716	-0.053	-0.153	1.105	"5"
"《"	0	0	0	0	11	0	2	1.876	1.701	0.531	1.039	2.499	1.504	3.85	-0.88	-0.792	-0.235	-0.47	6.153	-0.694	-0.676	9.9	"5"
"》"	0	0	0	0	11	0	0	1.587	1.439	0.449	0.879	2.115	1.273	3.258	-0.744	-0.67	-0.199	-0.398	7.877	-0.587	-1.678	12.153	"5"
"「"	0	0	0	0	5	0	1	0.866	0.785	0.245	0.48	1.154	0.694	1.777	-0.406	-0.365	-0.109	-0.217	2.878	-0.32	-0.368	4.663	"5"
"」"	0	0	0	0	7	0	1	1.154	1.047	0.326	0.639	1.538	0.926	2.369	-0.541	-0.487	-0.145	-0.289	4.19	-0.427	-0.58	6.659	"5"
"%"	2	0	0	0	0	0	1	0.433	0.393	0.122	0.24	0.577	0.347	0.889	1.248	-0.183	-0.054	-0.109	-0.278	-0.16	0.186	2.218	"1"
"0.7"	0	1	0	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	0.883	-0.018	-0.036	-0.093	-0.053	-0.153	1.304	"2"
"12时"	0	0	1	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	1.389	-0.036	-0.093	-0.053	-0.153	1.853	"3"
"1632"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"1998"	0	0	0	0	0	1	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	0.937	-0.153	1.366	"6"
"２"	0	0	0	0	0	0	2	0.289	0.262	0.082	0.16	0.385	0.231	0.592	-0.135	-0.122	-0.036	-0.072	-0.185	-0.107	1.057	1.714	"7"
"2003年度"	0	0	0	0	0	1	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	0.937	-0.153	1.366	"6"
"20多"	0	1	0	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	0.883	-0.018	-0.036	-0.093	-0.053	-0.153	1.304	"2"
"2万"	0	0	0	0	0	1	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	0.937	-0.153	1.366	"6"
"30多"	0	0	1	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	1.389	-0.036	-0.093	-0.053	-0.153	1.853	"3"
"40"	1	0	0	0	0	0	1	0.289	0.262	0.082	0.16	0.385	0.231	0.592	0.572	-0.122	-0.036	-0.072	-0.185	-0.107	0.297	1.391	"1"
"43.5"	1	0	0	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	0.841	-0.061	-0.018	-0.036	-0.093	-0.053	-0.153	1.255	"1"
"５"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"51％"	0	0	0	0	0	0	1	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	-0.061	-0.018	-0.036	-0.093	-0.053	0.528	0.857	"7"
"52"	0	1	0	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	0.883	-0.018	-0.036	-0.093	-0.053	-0.153	1.304	"2"
"54"	0	1	0	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	-0.068	0.883	-0.018	-0.036	-0.093	-0.053	-0.153	1.304	"2"
"56.5"	1	0	0	0	0	0	0	0.144	0.131	0.041	0.08	0.192	0.116	0.296	0.841	-0.061	-0.018	-0.036	-0.093	-0.053	-0.153	1.255	"1"
