"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－－"	2	0	0	2	0.886	1.241	0.634	1.239	0.668	-0.645	-0.3	0.437	2.05	"1"
"﹑"	0	0	0	2	0.443	0.62	0.317	0.62	-0.217	-0.322	-0.15	1.018	1.707	"4"
";"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"《"	0	0	0	3	0.664	0.93	0.476	0.929	-0.326	-0.484	-0.225	1.527	2.562	"4"
"》"	0	0	0	3	0.664	0.93	0.476	0.929	-0.326	-0.484	-0.225	1.527	2.562	"4"
"+"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
"1.2"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"1000万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"100万"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
"100多亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"110亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"125亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"1360多亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"140亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"1440万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"15亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"15亿多"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"1600万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"17万5000"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"1997年"	1	1	0	0	0.443	0.62	0.317	0.62	0.405	0.281	-0.15	-0.322	1.158	"1"
"1999"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"1万"	0	0	1	1	0.443	0.62	0.317	0.62	-0.217	-0.322	0.534	0.281	1.354	"3"
"1亿"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"1亿1630万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"1亿5700万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"2000万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"2001年度"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
"20万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"2100万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"213"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"2200"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"23日电"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
"26615"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"2778亿"	1	0	0	0	0.221	0.31	0.159	0.31	0.655	-0.161	-0.075	-0.161	1.052	"1"
"27万亿"	1	0	0	0	0.221	0.31	0.159	0.31	0.655	-0.161	-0.075	-0.161	1.052	"1"
"299亿"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
"2万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"2万亿"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
"307亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"350万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"3876亿"	1	0	0	0	0.221	0.31	0.159	0.31	0.655	-0.161	-0.075	-0.161	1.052	"1"
"3亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"4000多万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"429亿"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"4404"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"5.2"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"5000多万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"500万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"5万"	0	0	0	1	0.221	0.31	0.159	0.31	-0.109	-0.161	-0.075	0.509	0.854	"4"
"6.7"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"6.8"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"60万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"64万"	0	0	1	0	0.221	0.31	0.159	0.31	-0.109	-0.161	0.8	-0.161	1.231	"3"
"6亿"	0	0	2	0	0.443	0.62	0.317	0.62	-0.217	-0.322	1.599	-0.322	2.46	"3"
"7％"	0	1	0	0	0.221	0.31	0.159	0.31	-0.109	0.508	-0.075	-0.161	0.853	"2"
