"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"."	0	0	1	0	0	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	0.283	-0.056	-0.121	0.512	"3"
"“"	0	0	8	0	41	4.124	1.515	25.531	5.913	11.917	-1.871	-0.668	-6.638	-2.737	17.462	29.376	"5"
"”"	0	0	4	0	41	3.788	1.391	23.447	5.43	10.944	-1.718	-0.614	-9.028	-2.513	20.473	34.346	"5"
"《"	0	0	0	8	0	0.673	0.247	4.168	0.965	1.946	-0.305	-0.109	-2.558	7.347	-0.968	11.287	"4"
"》"	0	0	0	8	0	0.673	0.247	4.168	0.965	1.946	-0.305	-0.109	-2.558	7.347	-0.968	11.287	"4"
"「"	0	0	6	0	23	2.441	0.896	15.11	3.499	7.053	-1.107	-0.395	-3.268	-1.62	9.136	15.526	"5"
"」"	2	0	14	0	22	3.199	1.175	19.8	4.585	9.242	-0.433	-0.518	-1.373	-2.122	4.991	9.437	"5"
"─"	0	0	0	0	2	0.168	0.062	1.042	0.241	0.486	-0.076	-0.027	-0.639	-0.112	1.228	2.082	"5"
"120"	0	0	1	0	0	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	0.283	-0.056	-0.121	0.512	"3"
"170多"	0	0	1	0	0	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	0.283	-0.056	-0.121	0.512	"3"
"173"	0	0	0	0	1	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	-0.32	-0.056	0.614	1.042	"5"
"1995年"	0	0	0	0	1	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	-0.32	-0.056	0.614	1.042	"5"
"21世纪"	0	0	1	0	0	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	0.283	-0.056	-0.121	0.512	"3"
"70多"	0	0	0	1	0	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	-0.32	0.918	-0.121	1.411	"4"
"891016"	0	0	0	1	0	0.084	0.031	0.521	0.121	0.243	-0.038	-0.014	-0.32	0.918	-0.121	1.411	"4"
"891027"	1	0	0	0	0	0.084	0.031	0.521	0.121	0.243	1.075	-0.014	-0.32	-0.056	-0.121	1.586	"1"
