"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"SumAbsDev"	"LargestDev"
";"	0	0	0	0	0	5	0	0.699	1.134	0.114	0.676	0.104	0.903	1.371	-0.327	-0.559	-0.05	-0.315	-0.046	3.717	-0.696	5.71	"6"
"”"	5	21	0	0	0	3	4	4.615	7.484	0.75	4.459	0.685	5.959	9.048	0.303	6.248	-0.329	-2.081	-0.301	-0.889	-1.508	11.659	"2"
"》"	0	1	0	0	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	0.644	-0.01	-0.063	-0.009	-0.086	-0.139	1.016	"2"
"「"	30	5	0	0	0	0	0	4.894	7.938	0.795	4.73	0.727	6.32	9.597	20.436	-0.789	-0.349	-2.207	-0.319	-3.027	-4.871	31.998	"1"
"」"	33	6	0	0	0	0	1	5.593	9.072	0.909	5.405	0.83	7.223	10.967	21.367	-0.78	-0.399	-2.522	-0.364	-3.46	-4.36	33.252	"1"
"『"	2	0	0	0	0	0	0	0.28	0.454	0.045	0.27	0.042	0.361	0.548	1.709	-0.223	-0.02	-0.126	-0.018	-0.173	-0.278	2.547	"1"
"』"	2	0	0	0	0	0	0	0.28	0.454	0.045	0.27	0.042	0.361	0.548	1.709	-0.223	-0.02	-0.126	-0.018	-0.173	-0.278	2.547	"1"
"＊"	0	0	0	0	0	0	1	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	-0.086	0.562	0.907	"7"
"¤"	0	0	8	0	0	0	0	1.119	1.814	0.182	1.081	0.166	1.445	2.193	-0.523	-0.894	13.149	-0.504	-0.073	-0.692	-1.113	16.948	"3"
"1846.11"	0	0	0	1	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	0.869	-0.009	-0.086	-0.139	1.29	"4"
"1986年"	0	0	0	0	0	0	1	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	-0.086	0.562	0.907	"7"
"20日电"	0	0	0	0	0	1	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	0.743	-0.139	1.141	"6"
"5.86"	0	0	0	1	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	0.869	-0.009	-0.086	-0.139	1.29	"4"
"500"	0	0	0	1	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	0.869	-0.009	-0.086	-0.139	1.29	"4"
"5万余"	0	0	0	1	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	0.869	-0.009	-0.086	-0.139	1.29	"4"
"891213"	0	0	0	1	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	0.869	-0.009	-0.086	-0.139	1.29	"4"
"891221"	0	1	0	0	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	0.644	-0.01	-0.063	-0.009	-0.086	-0.139	1.016	"2"
"8字"	0	0	0	0	0	1	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	0.743	-0.139	1.141	"6"
"900116"	0	0	0	0	0	0	1	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	-0.086	0.562	0.907	"7"
"92"	0	1	0	1	0	0	0	0.28	0.454	0.045	0.27	0.042	0.361	0.548	-0.131	0.396	-0.02	0.599	-0.018	-0.173	-0.278	1.615	"4"
"95"	0	0	0	0	0	0	1	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	-0.086	0.562	0.907	"7"
"9点钟"	0	0	0	1	0	0	0	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	0.869	-0.009	-0.086	-0.139	1.29	"4"
"A"	0	0	0	0	0	0	1	0.14	0.227	0.023	0.135	0.021	0.181	0.274	-0.065	-0.112	-0.01	-0.063	-0.009	-0.086	0.562	0.907	"7"
"CGMP"	0	0	0	0	0	0	2	0.28	0.454	0.045	0.27	0.042	0.361	0.548	-0.131	-0.223	-0.02	-0.126	-0.018	-0.173	1.124	1.815	"7"
