"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－－"	0	0	3	0	0.274	0.679	1.426	0.62	-0.125	-0.334	0.969	-0.302	1.73	"3"
"---"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"－－九"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"、"	0	0	3	1	0.366	0.906	1.901	0.827	-0.167	-0.446	0.558	0.219	1.39	"3"
"︵"	0	0	0	2	0.183	0.453	0.951	0.414	-0.083	-0.223	-0.56	1.369	2.235	"4"
"︶"	0	0	0	1	0.091	0.226	0.475	0.207	-0.042	-0.111	-0.28	0.684	1.117	"4"
"|"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"｜"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"═"	0	0	2	0	0.183	0.453	0.951	0.414	-0.083	-0.223	0.646	-0.201	1.153	"3"
"1002"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"140"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"148"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"160亿"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"18日"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"1976年"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"1982年"	0	0	1	0	0.091	0.226	0.475	0.207	-0.042	-0.111	0.323	-0.101	0.577	"3"
"1990年"	0	1	0	0	0.091	0.226	0.475	0.207	-0.042	0.645	-0.28	-0.101	1.068	"2"
"1993年"	0	1	0	0	0.091	0.226	0.475	0.207	-0.042	0.645	-0.28	-0.101	1.068	"2"
