"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"："	12	3	7	4	6.964	4.03	4.868	10.137	1.577	-0.387	0.697	-2.058	4.719	"4"
"！"	0	0	5	1	1.607	0.93	1.123	2.339	-0.812	-0.439	2.933	-0.603	4.787	"3"
"？"	0	0	9	2	2.947	1.705	2.06	4.289	-1.489	-0.805	4.968	-0.876	8.138	"3"
"."	6	1	0	0	1.875	1.085	1.311	2.729	2.701	-0.153	-0.63	-1.502	4.986	"1"
"……"	0	0	2	0	0.536	0.31	0.374	0.78	-0.271	-0.146	1.455	-0.429	2.301	"3"
"（"	8	1	0	0	2.411	1.395	1.685	3.509	3.741	-0.235	-0.81	-1.931	6.717	"1"
"＊"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"¤"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"1000余"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"1000多"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"103"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"1974年"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"1994年"	2	0	0	0	0.536	0.31	0.374	0.78	1.144	-0.146	-0.18	-0.429	1.899	"1"
"1万"	0	2	0	0	0.536	0.31	0.374	0.78	-0.271	1.619	-0.18	-0.429	2.499	"2"
"1人"	2	0	0	0	0.536	0.31	0.374	0.78	1.144	-0.146	-0.18	-0.429	1.899	"1"
"200多"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"4000多"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"4人"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"51"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"60％"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"600"	0	1	0	1	0.536	0.31	0.374	0.78	-0.271	0.544	-0.18	0.202	1.197	"2"
"65"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"76"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"8000余"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"891201"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"891217"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"891229"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"900121"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"AC"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"acquesSantini"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"adojkoAvramovic"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"Art"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"BruceArena"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"C"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"ElectiveProgramme"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"GregorzMarkewicz"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"JeffVaundy"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"NBA"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"RudiVoller"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"Zico"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"一九九四年"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"一口气"	1	0	0	0	0.268	0.155	0.187	0.39	0.572	-0.073	-0.09	-0.215	0.95	"1"
"一年"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"一时"	0	0	2	0	0.536	0.31	0.374	0.78	-0.271	-0.146	1.455	-0.429	2.301	"3"
"一流"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"一百多"	0	0	0	1	0.268	0.155	0.187	0.39	-0.135	-0.073	-0.09	0.409	0.707	"4"
"一窍不通"	0	1	0	0	0.268	0.155	0.187	0.39	-0.135	0.81	-0.09	-0.215	1.25	"2"
"一贯"	0	0	0	3	0.804	0.465	0.562	1.17	-0.406	-0.219	-0.27	1.227	2.122	"4"
